Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42A,Q42B,Q36A,Q42C
2.2402027545075436,2,1,1,1,2,2,pro,gu,chp,2.0,-0.21824395605399952
1.0774005502651065,2,1,1,5,2,2,con,gu,chp,2.0,-0.21824395605399952
-0.08540165397733045,0,1,2,2,1,2,neu,gu,chp,0.0,-0.21824395605399952
-1.6358045929672465,1,1,1,2,3,1,con,gu,exp,1.0,-0.21824395605399952
0.6897998155176275,0,1,1,4,2,2,neu,dong,chp,1.0,0.2321716529825084
1.7750818728105686,2,1,1,2,3,2,con,gu,chp,2.0,0.2321716529825084
0.37971922771964434,2,0,1,3,4,1,neu,gu,exp,0.0,-0.4434517605722535
0.6897998155176275,2,0,1,3,2,2,pro,gu,exp,2.0,-0.6686595650905075
0.30219908077014856,0,1,1,5,3,2,pro,not,exp,0.0,-1.1190751741270153
-1.6358045929672465,0,1,1,1,1,2,con,not,exp,1.0,-1.1190751741270153
-2.4110060624622043,1,1,1,4,4,1,con,not,exp,1.0,-1.1190751741270153
-0.08540165397733045,0,1,1,5,1,1,con,far,exp,1.0,-0.6686595650905075
-0.08540165397733045,2,1,1,2,3,2,neu,not,exp,0.0,-1.1190751741270153
-0.08540165397733045,2,0,1,5,4,1,con,far,exp,1.0,0.2321716529825084
1.4650012850125855,2,0,1,5,3,2,pro,gu,exp,1.0,-0.21824395605399952
-0.08540165397733045,0,1,1,5,1,1,neu,not,exp,1.0,-1.1190751741270153
-4.736610470947078,2,0,1,3,3,2,pro,dong,chp,2.0,-0.8938673696087615
-0.08540165397733045,2,0,1,4,4,2,neu,gu,chp,1.0,-0.21824395605399952
-0.08540165397733045,2,0,1,5,1,1,pro,gu,chp,0.0,-0.4434517605722535
-0.8606031234722884,2,1,1,5,4,2,neu,dong,chp,1.0,-0.8938673696087615
-3.1862075319571623,1,1,1,4,4,2,con,not,exp,2.0,-1.1190751741270153
0.30219908077014856,0,0,0,5,2,2,neu,gu,exp,2.0,-0.21824395605399952
-0.08540165397733045,2,0,0,5,2,2,pro,far,exp,2.0,1.5834184800920321
0.6897998155176275,2,2,0,5,4,2,pro,far,exp,2.0,-0.4434517605722535
-1.6358045929672465,2,0,0,4,2,2,pro,far,chp,0.0,0.6825872620190163
0.6897998155176275,2,2,2,4,3,2,pro,far,chp,2.0,1.5834184800920321
-0.08540165397733045,2,1,1,5,1,2,con,not,exp,2.0,-1.1190751741270153
-1.01564341737128,0,1,1,3,3,2,pro,dong,chp,2.0,-0.8938673696087615
-0.8606031234722884,0,1,1,2,3,2,neu,dong,chp,1.0,-0.8938673696087615
-0.08540165397733045,0,0,1,4,4,2,neu,far,chp,2.0,1.5834184800920321
-0.8606031234722884,0,1,1,3,4,1,neu,dong,chp,0.0,-0.8938673696087615
-3.1862075319571623,1,0,1,4,4,1,con,dong,chp,1.0,-0.8938673696087615
-0.08540165397733045,2,1,1,5,3,2,neu,far,chp,2.0,1.5834184800920321
-3.1862075319571623,0,1,1,5,1,1,con,gu,chp,1.0,0.2321716529825084
1.0774005502651065,2,0,1,4,2,2,neu,gu,chp,2.0,-0.21824395605399952
1.0774005502651065,0,2,2,2,2,2,neu,far,chp,2.0,0.45737945750076237
-0.08540165397733045,0,0,1,2,2,2,pro,not,exp,2.0,-1.1190751741270153
-0.47300238872480943,0,1,1,5,2,2,neu,far,chp,2.0,1.5834184800920321
-0.8606031234722884,0,1,0,5,2,2,neu,far,chp,0.0,1.5834184800920321
0.30219908077014856,2,1,1,2,2,2,con,far,chp,1.0,0.6825872620190163
1.4650012850125855,2,1,1,5,3,1,neu,gu,chp,2.0,0.2321716529825084
-0.8606031234722884,0,0,0,1,1,1,con,far,exp,2.0,0.2321716529825084
-0.8606031234722884,0,1,1,5,4,2,neu,dong,chp,1.0,-0.6686595650905075
-1.6358045929672465,0,1,1,2,3,1,neu,far,chp,1.0,1.1330028710555242
1.4650012850125855,2,0,0,2,1,2,neu,far,exp,2.0,0.2321716529825084
1.0774005502651065,2,0,1,5,2,2,con,far,exp,2.0,0.2321716529825084
-0.08540165397733045,2,0,0,5,2,1,neu,gu,exp,0.0,-0.6686595650905075
-0.08540165397733045,0,1,1,3,4,2,neu,not,exp,2.0,-1.1190751741270153
0.6897998155176275,2,1,1,2,4,2,neu,not,exp,0.0,-1.1190751741270153
-2.4110060624622043,1,1,1,5,2,1,con,gu,exp,1.0,0.2321716529825084
-0.47300238872480943,0,1,1,3,2,2,neu,gu,chp,1.0,0.6825872620190163
-3.1862075319571623,0,1,1,3,2,1,pro,gu,chp,0.0,-0.21824395605399952
-1.6358045929672465,1,1,1,1,1,1,neu,dong,chp,1.0,-0.8938673696087615
-0.8606031234722884,0,1,1,2,4,1,con,far,exp,1.0,0.2321716529825084
1.4650012850125855,2,1,1,1,2,2,neu,not,exp,1.0,-1.1190751741270153
0.30219908077014856,0,1,1,3,4,2,neu,gu,chp,0.0,0.2321716529825084
0.30219908077014856,0,2,2,4,2,2,pro,gu,chp,2.0,0.2321716529825084
1.4650012850125855,2,1,1,5,3,2,neu,not,exp,1.0,-1.1190751741270153
-1.6358045929672465,0,1,1,2,2,2,neu,gu,chp,0.0,-0.21824395605399952
1.0774005502651065,2,0,1,4,2,2,neu,not,exp,0.0,-1.1190751741270153
1.4650012850125855,2,2,0,2,3,2,con,dong,chp,2.0,-0.6686595650905075
0.6897998155176275,2,2,1,5,3,2,pro,gu,chp,1.0,0.2321716529825084
0.6897998155176275,0,1,1,5,2,2,neu,not,exp,0.0,-1.1190751741270153
0.14715878687115694,0,1,1,4,3,1,neu,gu,exp,0.0,-0.21824395605399952
0.30219908077014856,2,0,1,4,1,1,con,not,exp,1.0,-1.1190751741270153
1.8526020197600646,2,0,1,2,3,2,con,far,exp,2.0,-0.21824395605399952
1.4650012850125855,2,1,1,2,2,2,neu,not,exp,0.0,-1.1190751741270153
-0.08540165397733045,0,1,1,1,1,2,neu,not,exp,0.0,-1.1190751741270153
0.30219908077014856,2,1,1,5,1,2,neu,dong,chp,0.0,-0.21824395605399952
-0.08540165397733045,0,0,1,4,2,1,neu,gu,chp,0.0,-0.21824395605399952
-0.8606031234722884,0,1,1,5,1,1,con,dong,chp,2.0,-0.4434517605722535
2.2402027545075436,2,0,1,4,2,2,neu,dong,chp,0.0,-0.6686595650905075
-1.6358045929672465,0,1,1,5,3,2,con,not,exp,1.0,-1.1190751741270153
-0.08540165397733045,0,1,1,5,3,1,neu,not,exp,1.0,-1.1190751741270153
-3.9614090014521204,1,1,1,4,4,1,con,gu,exp,1.0,-0.21824395605399952
-1.6358045929672465,0,1,1,4,4,1,neu,dong,chp,1.0,-0.8938673696087615
0.6897998155176275,2,2,2,5,2,2,pro,dong,chp,2.0,-0.8938673696087615
0.6897998155176275,2,0,0,3,3,2,neu,dong,chp,2.0,-0.8938673696087615
-0.7055628295732969,0,1,1,5,3,1,pro,gu,chp,1.0,0.006963848464254434
-1.6358045929672465,1,1,1,5,3,1,con,gu,chp,1.0,-0.21824395605399952
-0.47300238872480943,0,1,1,5,2,1,pro,gu,exp,1.0,-0.21824395605399952
1.0774005502651065,0,1,1,5,1,1,neu,far,chp,1.0,0.2321716529825084
-3.9614090014521204,1,1,1,1,2,1,neu,not,exp,1.0,-1.1190751741270153
0.6897998155176275,2,1,1,1,2,2,neu,gu,exp,0.0,-0.21824395605399952
0.6897998155176275,2,1,1,5,1,2,con,far,exp,2.0,0.6825872620190163
-0.08540165397733045,0,1,1,4,3,2,neu,gu,chp,1.0,0.006963848464254434
-0.8606031234722884,0,1,1,4,3,1,con,not,exp,1.0,-1.1190751741270153
-0.08540165397733045,2,1,1,1,4,1,neu,not,exp,1.0,-1.1190751741270153
-0.24044194787632203,2,0,0,3,3,2,pro,gu,chp,0.0,-0.21824395605399952
1.0774005502651065,2,1,1,5,1,2,neu,gu,exp,2.0,-0.21824395605399952
-0.08540165397733045,2,1,2,3,3,2,con,not,exp,0.0,-1.1190751741270153
1.4650012850125855,0,2,0,5,2,1,neu,far,chp,2.0,1.1330028710555242
-0.08540165397733045,2,1,1,5,3,2,pro,not,exp,1.0,-1.1190751741270153
0.30219908077014856,2,1,1,2,1,2,neu,not,exp,0.0,-1.1190751741270153
0.6897998155176275,1,0,0,2,2,2,con,far,chp,2.0,0.2321716529825084
0.6897998155176275,0,1,0,5,4,2,neu,far,chp,2.0,0.2321716529825084
0.6897998155176275,0,0,0,2,2,2,pro,dong,chp,0.0,-0.6686595650905075
0.30219908077014856,1,1,1,4,3,1,neu,not,exp,1.0,-1.1190751741270153
-1.6358045929672465,0,1,2,1,1,1,neu,gu,exp,1.0,0.2321716529825084
1.4650012850125855,0,0,0,2,1,1,neu,gu,exp,0.0,0.2321716529825084
0.30219908077014856,1,0,0,3,1,1,con,not,exp,0.0,-1.1190751741270153
0.6897998155176275,0,2,2,4,1,1,pro,dong,chp,2.0,-0.6686595650905075
-0.8606031234722884,0,0,2,2,1,1,neu,gu,exp,1.0,0.2321716529825084
0.6897998155176275,0,1,1,1,1,1,con,gu,exp,0.0,0.2321716529825084
-1.6358045929672465,0,0,1,2,1,2,pro,gu,exp,1.0,-0.21824395605399952
-2.4110060624622043,0,0,0,2,1,1,neu,gu,exp,1.0,0.6825872620190163
1.4650012850125855,0,0,0,2,1,2,pro,dong,exp,1.0,-0.6686595650905075
0.6897998155176275,0,0,1,1,1,1,pro,gu,exp,2.0,0.2321716529825084
-1.6358045929672465,0,0,0,1,1,1,con,gu,exp,1.0,0.2321716529825084
0.6897998155176275,0,0,0,2,2,2,pro,not,exp,2.0,-1.1190751741270153
0.6897998155176275,2,0,2,1,1,2,neu,gu,exp,2.0,-0.4434517605722535
0.6897998155176275,0,0,0,1,3,2,neu,not,exp,0.0,-1.1190751741270153
0.6897998155176275,0,0,2,1,2,2,neu,dong,exp,2.0,-0.4434517605722535
0.6897998155176275,2,0,0,1,1,2,pro,far,chp,0.0,0.6825872620190163
0.6897998155176275,0,1,1,3,2,2,con,gu,chp,2.0,-0.21824395605399952
1.4650012850125855,1,0,1,4,1,2,pro,not,exp,0.0,-1.1190751741270153
1.4650012850125855,2,0,2,5,2,2,pro,gu,chp,2.0,-0.21824395605399952
1.4650012850125855,2,1,1,5,2,2,neu,dong,chp,1.0,-0.6686595650905075
-1.6358045929672465,1,1,1,4,2,2,neu,not,exp,0.0,-1.1190751741270153
1.3099609911135939,2,0,0,2,3,2,pro,gu,chp,1.0,-0.4434517605722535
0.6897998155176275,2,0,0,5,2,2,pro,far,exp,2.0,1.1330028710555242
1.4650012850125855,1,0,2,1,1,2,con,far,exp,0.0,-0.4434517605722535
1.0774005502651065,1,0,0,5,3,2,con,far,chp,0.0,0.6825872620190163
-1.6358045929672465,1,1,1,4,3,2,pro,not,exp,0.0,-1.1190751741270153
1.4650012850125855,0,0,1,3,3,2,neu,far,exp,2.0,0.2321716529825084
1.0774005502651065,2,1,1,3,3,2,neu,dong,chp,2.0,-0.4434517605722535
0.6897998155176275,1,0,1,4,2,2,con,far,chp,0.0,0.2321716529825084
0.6897998155176275,1,1,0,2,2,2,neu,not,exp,0.0,-1.1190751741270153
0.30219908077014856,2,0,0,4,2,2,pro,far,chp,0.0,0.45737945750076237
1.3099609911135939,2,0,0,1,1,2,neu,not,exp,0.0,-1.1190751741270153
1.4650012850125855,1,0,0,1,1,2,neu,far,chp,0.0,0.6825872620190163
0.6897998155176275,1,0,0,5,3,2,neu,not,exp,0.0,-1.1190751741270153
-1.6358045929672465,2,1,0,5,2,2,pro,dong,chp,0.0,-0.6686595650905075
0.6897998155176275,1,0,0,1,4,2,pro,far,chp,1.0,0.6825872620190163
0.6897998155176275,1,1,0,2,2,2,neu,gu,chp,0.0,-0.4434517605722535
1.4650012850125855,0,0,0,2,2,2,neu,far,chp,0.0,0.2321716529825084
0.6897998155176275,2,1,0,5,2,2,neu,gu,chp,0.0,-0.21824395605399952
0.6897998155176275,2,1,2,3,2,2,neu,gu,chp,1.0,-0.21824395605399952
0.6897998155176275,2,1,1,2,2,2,neu,not,exp,0.0,-1.1190751741270153
-0.08540165397733045,2,1,1,3,3,2,neu,gu,chp,0.0,-0.21824395605399952
-1.6358045929672465,1,1,1,2,2,2,neu,dong,chp,2.0,-0.6686595650905075
0.6897998155176275,2,2,2,3,3,2,neu,gu,chp,0.0,0.45737945750076237
0.6897998155176275,0,2,2,5,2,1,pro,dong,exp,2.0,-0.8938673696087615
1.4650012850125855,2,1,2,3,4,2,pro,far,chp,2.0,2.259041893646794
-1.6358045929672465,2,2,0,5,2,1,con,not,exp,0.0,-1.1190751741270153
1.4650012850125855,2,2,2,3,3,1,pro,far,exp,1.0,1.5834184800920321
0.06963863992166115,0,2,2,5,4,2,con,not,exp,2.0,-1.1190751741270153
0.8448401094166191,2,0,2,5,3,2,pro,dong,chp,2.0,-0.6686595650905075
0.6897998155176275,0,1,2,5,4,2,pro,far,exp,0.0,0.2321716529825084
0.6897998155176275,2,2,2,5,4,2,pro,far,exp,2.0,1.5834184800920321
0.6897998155176275,2,2,2,5,3,2,pro,gu,exp,0.0,-0.21824395605399952
1.0774005502651065,2,2,0,5,3,2,pro,far,chp,1.0,1.5834184800920321
0.6897998155176275,2,2,2,3,3,2,pro,gu,chp,2.0,-0.6686595650905075
0.6897998155176275,2,2,2,5,3,1,pro,dong,chp,0.0,-0.21824395605399952
1.4650012850125855,0,2,0,3,4,2,pro,gu,exp,0.0,-0.21824395605399952
0.6897998155176275,2,0,0,5,4,2,pro,not,exp,1.0,-1.1190751741270153
0.6897998155176275,0,2,2,3,2,2,pro,far,exp,2.0,1.5834184800920321
-3.1862075319571623,2,1,2,2,2,2,con,far,chp,1.0,5.637158961420603
0.37971922771964434,0,2,2,5,3,1,neu,not,exp,0.0,-1.1190751741270153
0.6897998155176275,2,2,2,3,4,2,neu,far,chp,1.0,0.45737945750076237
-0.47300238872480943,0,2,2,5,3,1,pro,far,chp,0.0,2.0338340891285402
0.6897998155176275,2,0,0,5,3,2,con,far,exp,2.0,0.9077950665372703
0.6897998155176275,2,2,0,3,3,2,pro,far,exp,0.0,0.6825872620190163
-0.8606031234722884,2,2,2,3,2,1,neu,not,exp,1.0,-1.1190751741270153
-1.6358045929672465,2,1,2,5,4,2,neu,dong,chp,2.0,-0.6686595650905075
0.37971922771964434,0,2,2,5,3,2,pro,gu,exp,0.0,-0.21824395605399952
-0.8606031234722884,0,2,2,4,3,2,pro,far,exp,0.0,5.637158961420603
-0.08540165397733045,2,2,2,1,4,1,neu,dong,chp,0.0,-0.6686595650905075
0.6897998155176275,2,2,2,5,3,2,neu,far,exp,0.0,-0.21824395605399952
-0.8606031234722884,0,2,0,3,3,2,neu,dong,chp,1.0,-0.8938673696087615
-0.08540165397733045,0,2,2,5,3,2,pro,far,chp,1.0,0.6825872620190163
-0.08540165397733045,2,1,0,3,4,2,pro,not,exp,0.0,-1.1190751741270153
-0.8606031234722884,0,1,2,5,4,2,pro,far,chp,0.0,1.1330028710555242
-0.8606031234722884,0,2,2,3,3,1,pro,dong,chp,0.0,-0.6686595650905075
-0.8606031234722884,0,2,2,5,3,2,pro,not,exp,0.0,-1.1190751741270153
-0.8606031234722884,0,2,2,3,2,1,pro,not,exp,2.0,-1.1190751741270153
-3.1862075319571623,0,2,2,5,3,2,neu,far,exp,1.0,3.8354965252745714
-1.2482038582197674,0,2,2,5,4,2,pro,far,chp,1.0,0.6825872620190163
0.6897998155176275,0,2,2,5,3,1,pro,gu,chp,0.0,-0.5785764432832059
-0.8606031234722884,0,2,2,3,4,1,pro,gu,chp,1.0,-0.21824395605399952
0.6897998155176275,2,1,1,4,3,2,con,not,exp,2.0,-1.1190751741270153
0.6897998155176275,0,2,2,5,4,2,con,far,exp,1.0,-0.4434517605722535
0.06963863992166115,0,2,2,5,3,2,con,dong,chp,0.0,-0.6686595650905075
0.30219908077014856,0,2,2,2,3,2,pro,far,exp,2.0,1.5834184800920321
0.6897998155176275,0,2,2,5,3,2,neu,far,exp,0.0,0.9077950665372703
-0.8606031234722884,0,2,2,2,3,2,neu,gu,chp,1.0,0.006963848464254434
-0.47300238872480943,0,2,2,5,3,1,pro,gu,exp,1.0,-0.4434517605722535
1.0774005502651065,2,2,0,3,3,2,pro,far,chp,1.0,1.1330028710555242
1.4650012850125855,0,2,2,3,4,2,pro,far,exp,0.0,0.006963848464254434
-0.08540165397733045,0,2,2,3,2,2,pro,far,chp,1.0,1.1330028710555242
1.4650012850125855,0,2,2,2,4,2,pro,gu,exp,2.0,-0.6686595650905075
0.6897998155176275,0,2,2,3,2,2,neu,gu,chp,1.0,-0.21824395605399952
1.4650012850125855,0,2,2,3,4,2,neu,far,exp,2.0,-0.4434517605722535
-0.08540165397733045,0,2,2,3,4,2,pro,dong,chp,0.0,-0.8938673696087615
-0.8606031234722884,0,1,1,3,2,2,neu,dong,chp,2.0,-0.8938673696087615
1.0774005502651065,2,1,1,5,2,2,neu,far,chp,2.0,0.6825872620190163
1.2324408441640982,2,1,1,4,2,2,neu,not,exp,2.0,-1.1190751741270153
0.30219908077014856,2,0,1,2,2,2,neu,not,exp,0.0,-1.1190751741270153
-0.08540165397733045,0,1,1,5,3,2,neu,gu,chp,2.0,0.2321716529825084
-0.08540165397733045,0,0,0,3,4,2,neu,far,exp,2.0,1.1330028710555242
1.0774005502651065,2,0,0,4,2,2,pro,not,exp,2.0,-1.1190751741270153
-1.6358045929672465,1,1,1,2,3,1,pro,far,exp,0.0,1.1330028710555242
-0.31796209482581783,2,1,1,3,2,2,con,not,exp,0.0,-1.1190751741270153
-0.08540165397733045,2,0,0,4,2,2,neu,not,exp,1.0,-1.1190751741270153
-0.08540165397733045,0,1,1,4,3,2,pro,not,exp,2.0,-1.1190751741270153
-0.08540165397733045,0,1,1,5,2,2,pro,not,exp,0.0,-1.1190751741270153
2.2402027545075436,2,0,0,3,4,2,neu,not,exp,2.0,-1.1190751741270153
0.30219908077014856,0,1,0,3,3,2,neu,not,exp,2.0,-1.1190751741270153
-1.6358045929672465,0,1,1,4,1,1,con,gu,exp,1.0,-0.21824395605399952
1.4650012850125855,2,1,1,5,4,2,neu,gu,exp,0.0,-0.4434517605722535
1.8526020197600646,2,2,0,2,3,2,pro,dong,chp,2.0,-0.6686595650905075
-3.9614090014521204,1,1,1,1,3,1,pro,not,exp,1.0,-1.1190751741270153
-1.6358045929672465,0,2,2,2,1,2,pro,gu,exp,1.0,-0.21824395605399952
-1.6358045929672465,1,1,1,1,4,1,pro,gu,exp,1.0,-0.21824395605399952
-0.08540165397733045,2,2,0,3,1,1,pro,not,exp,0.0,-1.1190751741270153
1.4650012850125855,2,1,1,3,1,2,pro,dong,chp,0.0,-0.6236180041868566
0.14715878687115694,0,1,1,3,1,2,con,far,exp,1.0,0.6825872620190163
1.0774005502651065,2,1,1,1,1,2,pro,gu,chp,0.0,-0.21824395605399952
-1.6358045929672465,0,2,1,4,3,1,pro,far,exp,0.0,0.6825872620190163
-0.08540165397733045,0,1,1,1,1,1,con,far,chp,0.0,2.484249698165048
-0.08540165397733045,0,1,1,1,2,1,neu,not,exp,1.0,-1.1190751741270153
1.8526020197600646,2,0,0,2,3,2,neu,gu,chp,0.0,0.2321716529825084
1.4650012850125855,2,1,0,2,2,2,pro,gu,chp,2.0,0.2321716529825084
-0.47300238872480943,0,1,1,1,2,2,pro,dong,chp,0.0,-0.6686595650905075
-0.08540165397733045,0,1,1,1,4,2,neu,not,exp,0.0,-1.1190751741270153
2.2402027545075436,2,0,1,5,2,2,pro,far,exp,2.0,0.2321716529825084
-0.08540165397733045,0,1,1,3,2,2,neu,not,exp,1.0,-1.1190751741270153
-1.6358045929672465,1,1,1,4,4,1,neu,not,exp,1.0,-1.1190751741270153
1.8526020197600646,2,0,0,5,1,2,con,not,exp,0.0,-1.1190751741270153
-0.47300238872480943,0,1,1,3,2,1,neu,not,exp,1.0,-1.1190751741270153
0.922360256366115,2,1,0,3,3,2,neu,far,chp,0.0,0.6825872620190163
1.4650012850125855,2,0,0,5,4,2,neu,far,exp,2.0,0.6825872620190163
-1.6358045929672465,0,1,1,4,2,2,neu,not,exp,1.0,-1.1190751741270153
0.6897998155176275,2,1,1,1,4,1,neu,not,exp,0.0,-1.1190751741270153
0.30219908077014856,2,1,1,5,1,2,neu,gu,exp,1.0,0.2321716529825084
-0.08540165397733045,2,1,1,3,2,2,neu,far,exp,0.0,0.6825872620190163
1.4650012850125855,2,1,1,3,2,2,neu,not,exp,2.0,-1.1190751741270153
-1.6358045929672465,0,2,1,1,3,1,con,not,exp,0.0,-1.1190751741270153
1.8526020197600646,2,0,0,4,3,2,pro,not,exp,0.0,-1.1190751741270153
2.2402027545075436,2,2,2,1,1,2,pro,far,chp,2.0,1.1330028710555242
1.4650012850125855,2,1,0,3,1,2,neu,gu,exp,2.0,-0.21824395605399952
0.6897998155176275,0,1,1,3,2,2,neu,not,exp,0.0,-1.1190751741270153
0.6897998155176275,0,1,1,3,3,1,con,gu,chp,0.0,-0.4434517605722535
0.30219908077014856,2,1,1,3,3,2,pro,not,exp,1.0,-1.1190751741270153
-0.16292180092682623,0,1,1,1,4,1,pro,far,exp,1.0,0.006963848464254434
-0.08540165397733045,2,1,1,1,1,2,neu,gu,chp,2.0,-0.6686595650905075
0.6897998155176275,2,1,1,4,3,1,neu,dong,chp,0.0,-0.8938673696087615
-0.08540165397733045,0,1,1,5,4,2,neu,not,exp,2.0,-1.1190751741270153
-4.736610470947078,2,1,1,4,3,1,neu,gu,chp,1.0,-0.4434517605722535
