,FAM1,REL,JEN,MAR,RLI,DE2,DE3,DE7,DE8,DE9
8787,1,0,1,1,2,0,1,0,3,3
8788,1,0,2,1,2,0,1,0,3,1
8789,1,0,1,1,2,1,1,0,4,3
8790,1,0,2,1,0,1,1,0,3,4
8791,1,0,1,2,2,0,1,0,4,3
8792,1,0,2,1,2,1,1,0,3,3
8793,1,0,2,2,2,0,1,0,3,4
8794,1,0,1,1,2,1,1,0,3,1
8795,1,0,2,1,0,1,1,0,4,4
8796,1,0,1,2,0,0,0,0,4,4
8797,1,0,2,1,2,1,1,0,3,3
8798,1,0,1,1,2,0,1,0,4,3
8799,1,0,2,2,2,0,1,0,3,1
8800,1,0,1,1,0,0,1,0,3,3
8801,1,0,2,1,0,0,1,0,3,1
8802,1,0,1,2,2,0,1,0,3,4
8803,1,0,2,1,2,1,1,0,3,3
8804,1,0,2,2,2,0,1,0,3,1
8805,1,0,2,3,0,1,1,0,3,3
8806,1,0,2,1,2,2,0,0,4,4
8807,1,0,1,2,2,0,1,0,4,3
8808,1,0,1,1,2,2,0,0,4,3
8809,1,0,2,1,1,2,0,0,4,4
8810,1,0,2,2,2,0,1,0,4,3
8811,1,0,2,2,2,0,1,0,4,4
8812,1,0,2,2,0,0,0,0,4,4
8813,1,0,2,1,0,1,0,0,3,4
8814,1,0,2,2,2,0,1,0,3,1
8815,1,0,1,1,2,2,0,0,4,3
8816,1,0,2,1,2,2,0,0,4,4
8817,1,0,1,2,0,0,0,0,4,4
8818,1,0,2,1,0,1,1,0,4,4
8819,1,0,1,1,2,2,0,0,4,3
8820,1,0,2,1,0,2,0,0,4,4
8821,1,0,1,1,2,1,1,0,3,1
8822,1,0,2,1,2,1,1,0,4,4
8823,1,0,1,1,2,1,0,0,2,3
8824,1,0,1,1,2,1,1,0,3,1
8825,1,0,2,2,2,0,0,0,3,3
8826,1,0,2,1,2,1,1,0,3,3
8827,1,0,2,2,2,0,1,0,3,3
8828,1,0,2,1,2,0,0,0,3,4
8829,1,0,1,1,2,1,0,0,3,3
8830,1,0,2,2,2,0,1,0,3,4
8831,1,0,2,2,2,0,1,0,3,4
8832,1,0,2,1,2,1,1,0,3,4
8833,1,0,2,1,2,2,0,0,3,4
8834,1,0,1,1,2,1,0,0,3,3
8835,1,0,2,2,0,0,0,0,2,3
8836,1,0,2,2,0,0,1,0,3,1
8837,1,0,2,1,1,2,0,0,4,4
8838,1,0,1,1,1,1,0,0,3,3
8839,1,0,2,1,1,1,0,0,4,3
8840,1,0,2,1,0,1,0,0,4,3
8841,1,0,1,1,1,1,1,0,2,1
8842,1,0,1,2,1,0,0,0,4,3
8843,1,0,1,1,1,1,0,0,2,1
8844,1,0,1,1,1,1,0,0,4,3
8845,1,0,2,1,1,1,0,0,4,4
8846,1,0,2,1,2,1,1,0,2,3
8847,1,0,1,1,0,0,0,0,4,4
8848,1,0,2,1,0,0,1,0,3,1
8849,1,0,2,1,0,0,0,0,2,4
8850,1,0,1,1,0,1,1,0,1,1
8851,1,0,2,1,2,0,0,0,4,4
8852,1,0,1,2,2,0,1,0,1,4
8853,1,0,1,1,0,1,0,0,3,3
8854,1,0,2,1,0,1,0,0,3,4
8855,1,0,1,1,2,1,1,0,2,1
8856,1,0,2,1,2,1,0,0,4,3
8857,1,0,1,1,0,0,0,0,3,3
8858,1,0,2,1,0,0,0,0,4,4
8859,1,0,1,1,1,1,0,0,3,3
8860,1,0,2,1,1,1,0,0,3,4
8861,1,0,2,2,2,0,0,0,3,4
8862,1,0,1,1,2,1,1,0,4,1
8863,1,0,2,2,2,0,0,0,3,4
8864,1,0,1,1,0,1,1,0,1,1
8865,1,0,1,2,2,0,0,0,3,4
8866,1,0,1,1,2,1,0,0,4,3
8867,1,0,1,1,0,1,1,0,4,3
8868,1,0,2,1,0,1,1,0,4,3
8869,1,0,2,2,0,0,0,0,3,4
8870,1,0,2,2,2,0,0,0,4,4
8871,1,0,1,2,2,0,0,0,3,4
8872,1,0,2,2,2,0,0,0,3,4
8873,1,0,1,1,2,1,1,0,4,3
8874,1,1,2,4,0,2,0,0,4,4
8875,1,0,2,2,2,0,0,0,3,4
8876,1,0,1,1,2,1,1,0,3,1
8877,1,0,1,1,2,1,1,0,2,1
8878,1,0,1,2,2,0,0,0,1,4
8879,1,0,2,2,0,0,0,0,2,4
8880,1,0,2,1,1,0,1,0,2,4
8881,1,0,1,1,1,0,1,0,2,1
8882,1,0,1,1,2,0,1,0,1,1
8883,1,0,2,1,2,0,1,0,2,1
8884,1,0,2,1,2,1,1,0,4,3
8885,1,0,2,2,2,0,0,0,1,4
8886,1,0,2,1,2,0,0,0,4,4
8887,1,0,2,1,0,0,1,0,3,1
8888,1,0,1,1,0,0,1,0,3,1
8889,1,0,2,1,0,1,1,0,4,4
8890,1,0,1,1,0,1,1,0,4,1
8891,1,0,2,1,2,2,0,0,4,4
8892,1,0,1,1,2,1,0,0,3,3
8893,1,0,2,1,0,0,0,0,1,4
8894,1,0,1,1,2,1,1,0,1,3
8895,1,0,2,1,2,1,1,0,1,3
8896,1,0,2,2,2,0,0,0,2,4
8897,1,0,1,1,0,0,1,0,2,1
8898,1,0,2,1,0,0,1,0,2,1
8899,1,0,2,2,2,0,0,0,4,4
8900,1,0,2,2,2,0,0,0,4,4
8901,1,0,1,1,2,1,1,0,1,1
8902,1,0,1,2,2,0,0,0,2,3
8903,1,0,2,2,2,0,0,0,2,4
8904,1,0,1,1,2,0,1,0,4,1
8905,1,0,2,1,2,0,1,0,4,3
8906,1,1,2,4,2,2,0,0,4,4
8907,1,0,2,1,2,1,0,0,4,1
8908,1,0,1,1,2,1,0,0,4,1
8909,1,0,1,1,0,1,0,0,4,3
8910,1,0,2,1,0,1,0,0,4,3
8911,1,0,1,2,0,0,0,0,4,3
8912,1,0,1,1,0,1,1,0,4,1
8913,1,0,1,1,2,0,1,0,3,1
8914,1,0,2,2,2,0,1,0,3,1
8915,1,0,1,1,0,1,1,0,4,1
8916,1,0,2,2,0,0,0,0,3,4
8917,1,0,1,1,2,1,1,0,4,1
8918,1,0,2,1,2,1,1,0,4,3
8919,1,0,2,2,2,0,0,0,4,4
8920,1,0,1,1,2,1,1,0,4,1
8921,1,0,2,2,2,0,0,0,3,4
8922,1,0,2,1,2,1,1,0,3,4
8923,1,0,1,1,0,0,1,0,4,3
8924,1,0,1,1,2,1,1,0,4,3
8925,1,0,1,2,2,0,0,0,4,4
8926,1,0,1,1,2,1,1,0,4,1
8927,1,0,2,2,2,0,0,0,4,4
8928,1,0,1,2,2,0,0,0,3,4
8929,1,0,1,1,2,1,1,0,1,1
8930,1,0,2,1,0,1,1,0,1,4
8931,1,0,2,2,0,0,0,0,1,4
8932,1,0,2,1,2,0,1,0,3,3
8933,1,0,1,1,2,0,1,0,3,1
8934,1,0,1,1,2,1,1,0,3,1
8935,1,0,2,1,2,1,0,0,3,4
8936,1,0,1,2,2,0,0,0,4,4
8937,1,0,2,2,2,0,0,0,3,4
8938,1,0,2,1,1,1,1,0,4,3
8939,1,0,2,2,1,0,0,0,3,4
8940,1,0,1,1,1,1,1,0,4,1
8941,1,0,2,1,2,1,1,0,4,4
8942,1,0,1,1,2,1,1,0,4,1
8943,1,0,2,1,0,1,0,0,5,3
8944,1,0,1,1,2,1,1,0,5,4
8945,1,0,1,1,0,1,1,0,4,1
8946,1,0,1,2,0,0,0,0,3,4
8947,1,0,1,2,2,0,0,0,3,4
8948,1,0,2,1,2,1,1,0,4,3
8949,1,0,1,1,2,1,1,0,3,1
8950,1,0,1,1,2,0,1,0,3,1
8951,1,0,2,1,2,0,1,0,3,1
8952,1,0,1,1,2,2,0,0,3,3
8953,1,1,2,4,1,2,0,0,4,4
8954,1,0,1,1,0,0,1,0,3,1
8955,1,0,1,1,2,1,0,0,4,3
8956,1,0,2,1,2,1,0,0,4,4
8957,1,0,2,2,0,0,1,0,3,1
8958,1,0,1,1,2,0,0,0,4,3
8959,1,0,2,1,2,0,0,0,3,3
8960,1,0,1,1,0,0,1,0,3,1
8961,1,0,2,1,2,2,0,0,3,4
8962,1,0,1,1,2,1,0,0,4,4
8963,1,0,2,2,2,0,0,0,4,4
8964,1,0,1,2,2,0,1,0,4,3
8965,1,0,2,1,2,1,0,0,4,3
8966,1,0,1,1,0,2,0,0,2,4
8967,1,0,2,1,0,2,0,0,4,4
8968,0,0,2,4,2,2,0,0,4,4
8969,1,0,1,1,2,2,0,0,4,4
8970,1,0,2,1,2,2,0,0,4,4
8971,1,0,1,1,0,0,1,0,3,1
8972,0,0,1,2,2,0,1,0,3,3
8973,1,0,2,1,2,0,0,0,4,4
8974,1,0,1,1,2,0,0,0,4,3
8975,1,0,1,1,2,2,0,0,3,3
8976,1,0,2,1,2,2,0,0,4,4
8977,1,0,2,1,0,2,0,0,3,4
8978,1,0,1,1,2,2,1,0,3,4
8979,1,0,2,4,2,2,0,0,3,3
8980,1,0,2,1,0,0,0,0,3,4
8981,0,0,1,3,2,2,0,0,5,3
8982,1,1,2,1,2,2,0,0,4,4
8983,1,0,2,1,0,0,1,0,4,4
8984,1,0,2,1,0,0,1,0,3,4
8985,1,0,1,1,0,0,1,0,3,1
8986,1,0,2,1,0,0,1,0,3,4
8987,1,0,1,1,2,1,0,0,3,3
8988,0,0,1,4,2,2,0,0,5,4
8989,1,0,1,1,0,2,0,0,3,3
8990,1,0,1,2,0,0,1,0,3,1
8991,1,1,2,4,2,2,0,0,4,3
8992,1,0,1,2,2,0,1,0,4,3
8993,1,0,1,1,2,1,0,0,4,3
8994,1,0,2,1,0,2,0,0,3,4
8995,1,0,1,1,2,2,0,0,3,3
8996,1,0,1,1,0,1,1,0,3,1
8997,1,0,2,1,2,1,0,0,3,3
8998,1,0,2,2,0,0,1,0,3,4
8999,1,0,1,1,2,2,1,0,3,3
9000,1,0,2,1,2,1,0,0,3,3
9001,1,0,2,2,0,0,1,0,3,1
9002,1,0,1,1,2,2,0,0,3,3
9003,1,0,2,1,2,2,0,0,3,4
9004,1,0,2,1,2,2,0,0,3,4
9005,1,0,1,1,2,2,0,0,3,4
9006,0,0,1,4,2,2,0,0,5,4
9007,1,0,1,1,2,0,1,0,3,1
9008,1,0,2,1,0,0,1,0,3,4
9009,1,0,2,1,2,1,0,0,3,3
9010,1,0,1,1,2,2,0,0,2,1
9011,1,0,2,1,2,2,0,0,4,4
9012,1,0,1,2,2,1,0,0,4,3
9013,1,0,1,1,2,2,0,0,4,3
9014,1,0,1,1,2,1,0,0,3,3
9015,1,0,2,1,2,1,0,0,3,4
9016,1,0,1,2,2,0,1,0,3,1
9017,1,0,2,1,2,2,0,0,3,4
9018,1,0,1,1,2,0,1,0,3,1
9019,1,0,2,2,2,0,1,0,3,4
9020,1,0,1,1,2,2,1,0,3,3
9021,1,0,2,1,2,2,0,0,3,4
9022,1,0,2,2,2,1,1,0,3,3
9023,1,0,1,1,2,2,0,0,4,4
9024,1,0,2,1,0,0,1,0,3,4
9025,1,0,1,1,0,0,1,0,3,1
9026,1,0,1,2,2,2,0,0,4,3
9027,1,1,2,3,1,2,0,0,4,4
9028,1,0,2,1,0,1,0,0,3,3
9029,1,0,2,1,1,1,0,0,3,4
9030,1,0,1,1,1,1,0,0,3,3
9031,0,0,2,4,0,2,0,0,4,4
9032,1,0,2,1,0,1,0,0,3,3
9033,1,0,1,2,2,0,0,0,3,4
9034,1,0,2,1,0,1,0,0,3,3
9035,1,0,1,2,2,0,1,0,3,3
9036,1,0,2,2,0,0,1,0,3,1
9037,1,0,1,4,2,1,0,0,2,3
9038,1,0,2,1,2,0,0,0,2,1
9039,1,0,2,1,2,1,0,0,3,4
9040,1,0,1,1,2,1,0,0,4,3
9041,1,0,1,1,0,2,0,0,4,4
9042,1,0,2,1,0,2,0,0,4,4
9043,1,0,2,2,2,0,1,0,3,1
9044,1,0,2,2,2,0,1,0,3,1
9045,1,0,1,1,2,2,0,0,4,4
9046,1,0,2,2,2,0,0,0,4,4
9047,1,0,2,2,2,0,1,0,3,1
9048,1,0,1,1,0,2,0,0,3,3
9049,0,0,1,4,2,2,0,0,4,4
9050,1,0,1,1,1,1,0,0,3,3
9051,1,0,2,1,1,1,0,0,3,3
9052,1,0,1,2,1,0,1,0,3,3
9053,0,0,2,4,0,2,0,0,5,4
9054,1,0,1,2,2,0,1,0,3,1
9055,1,0,1,1,2,1,1,0,4,3
9056,1,0,2,1,2,2,0,0,4,4
9057,1,0,1,1,2,2,0,0,3,3
9058,1,0,1,1,0,2,0,0,3,3
9059,1,0,2,1,2,2,0,0,4,4
9060,1,0,1,1,2,2,0,0,4,3
9061,1,0,2,1,2,2,0,0,4,4
9062,1,0,2,1,0,1,0,0,4,3
9063,1,0,2,1,0,0,0,0,3,3
9064,1,0,1,1,1,0,1,0,3,3
9065,0,0,2,2,2,0,1,0,2,3
9066,1,0,2,1,0,1,0,0,4,4
9067,1,0,2,2,0,0,1,0,3,1
9068,1,0,2,1,1,1,0,0,4,1
9069,0,0,2,2,0,0,0,0,4,1
9070,0,0,2,2,0,1,0,0,3,1
9071,1,0,1,1,0,1,0,0,3,3
9072,1,0,2,1,0,0,0,0,3,1
9073,1,0,2,1,1,1,0,0,4,3
9074,0,0,2,2,2,0,0,0,4,3
9075,1,0,1,1,2,0,1,0,3,3
9076,1,0,2,1,2,0,1,0,1,1
9077,1,0,1,1,2,1,0,0,4,3
9078,1,0,2,1,2,1,0,0,3,4
9079,1,0,2,2,0,0,1,0,3,1
9080,1,0,1,1,2,1,1,0,3,1
9081,1,0,2,1,2,1,0,0,4,3
9082,1,0,2,1,2,1,0,0,4,4
9083,1,0,1,2,2,0,1,0,4,1
9084,0,0,1,2,2,1,0,0,4,3
9085,1,0,2,2,0,0,0,0,3,4
9086,1,0,1,1,0,1,0,0,3,1
9087,1,0,2,1,0,1,0,0,3,3
9088,1,0,1,1,2,0,1,0,3,1
9089,1,0,2,1,2,0,1,0,3,1
9090,1,0,2,2,2,0,0,0,4,3
9091,1,0,1,1,2,0,1,0,3,3
9092,1,0,1,2,2,0,1,0,3,1
9093,1,0,1,2,2,0,1,0,4,1
9094,1,0,1,1,0,1,1,0,3,3
9095,0,0,2,2,0,0,1,0,3,1
9096,1,0,1,1,1,2,0,0,4,4
9097,1,0,2,1,1,1,0,0,4,4
9098,1,0,1,1,1,1,1,0,2,1
9099,1,0,2,1,0,0,1,0,2,1
9100,1,0,1,1,0,0,1,0,3,3
9101,1,0,1,1,2,0,1,0,3,1
9102,1,0,2,1,2,0,0,0,4,1
9103,1,0,1,1,1,2,0,0,4,4
9104,1,0,2,1,1,2,0,0,3,4
9105,1,0,1,1,0,0,0,0,4,3
9106,1,0,2,1,0,0,1,0,3,1
9107,1,0,1,1,2,1,1,0,4,3
9108,1,0,2,1,2,1,1,0,4,1
9109,1,0,1,2,0,0,0,0,4,4
9110,1,0,2,1,0,0,0,0,3,3
9111,1,0,1,1,2,1,1,0,4,1
9112,1,0,2,1,0,1,0,0,4,3
9113,1,0,2,2,0,0,1,0,3,4
9114,1,0,1,1,2,1,1,0,4,1
9115,1,0,2,1,2,1,0,0,3,3
9116,1,0,2,2,0,0,1,0,4,4
9117,1,0,2,1,1,1,0,0,4,4
9118,1,0,2,1,2,2,0,0,3,4
9119,1,0,1,1,1,1,0,0,4,3
9120,1,0,2,1,1,1,0,0,4,3
9121,1,0,2,2,2,0,1,0,3,1
9122,1,0,2,2,2,0,1,0,3,1
9123,0,0,2,2,2,0,1,0,3,1
9124,1,0,1,1,0,2,1,0,3,3
9125,1,0,2,1,0,2,0,0,3,4
9126,1,0,1,1,1,2,0,0,4,1
9127,1,0,1,1,0,1,1,0,3,3
9128,1,0,2,1,2,2,0,0,4,4
9129,1,0,2,1,0,1,1,0,3,3
9130,1,0,1,2,0,0,0,0,4,4
9131,1,0,2,2,0,0,0,0,4,4
9132,1,0,1,1,0,1,1,0,3,1
9133,1,0,2,1,0,1,0,0,4,3
9134,1,0,1,1,0,1,0,0,4,3
9135,1,0,1,1,0,0,1,0,3,1
9136,1,0,2,1,2,0,1,0,4,4
9137,1,0,2,2,2,0,1,0,4,4
9138,1,0,1,1,1,1,0,0,4,1
9139,1,0,2,1,1,1,0,0,4,3
9140,0,0,1,2,2,1,0,0,4,3
9141,0,0,2,2,0,1,0,0,5,3
9142,1,0,2,1,1,1,0,0,4,3
9143,1,0,1,1,1,1,1,0,3,1
9144,1,0,2,2,2,0,1,0,3,1
9145,1,0,2,2,2,0,1,0,3,1
9146,1,0,1,1,1,1,0,0,3,3
9147,1,0,2,2,2,0,1,0,4,4
9148,1,0,2,1,0,1,0,0,4,4
9149,1,0,1,2,2,0,1,0,4,4
9150,1,0,1,1,0,1,0,0,4,3
9151,1,0,1,1,0,0,1,0,4,3
9152,1,0,2,1,0,0,0,0,4,3
9153,1,0,1,1,2,0,1,0,3,1
9154,1,0,2,1,2,0,1,0,4,3
9155,0,0,2,3,0,1,0,0,5,4
9156,1,0,1,1,0,0,1,0,4,1
9157,0,0,2,2,1,1,1,0,5,1
9158,1,0,2,1,1,1,1,0,3,1
9159,1,0,1,1,1,1,1,0,3,1
9160,1,0,1,1,0,0,1,0,3,1
9161,1,0,2,1,0,0,1,0,3,1
9162,1,0,1,1,2,2,0,0,4,4
9163,1,0,2,1,2,2,0,0,4,4
9164,1,0,2,1,0,2,0,0,4,4
9165,1,0,2,1,2,2,0,0,3,4
9166,1,0,1,2,2,0,1,0,2,1
9167,0,0,1,2,2,1,0,0,5,3
9168,1,0,2,2,0,0,0,0,4,3
9169,1,0,2,2,0,0,0,0,4,1
9170,1,0,1,1,1,2,0,0,4,4
9171,1,0,2,1,1,2,0,0,4,4
9172,1,0,2,1,2,0,1,0,4,1
9173,1,0,1,1,2,0,1,0,4,3
9174,1,0,1,1,2,0,1,0,3,1
9175,1,0,2,1,2,0,1,0,2,1
9176,1,0,1,1,2,1,1,0,4,1
9177,1,0,2,1,2,1,0,0,3,1
9178,1,0,1,1,2,0,1,0,2,1
9179,1,0,1,1,0,1,0,0,4,1
9180,1,0,2,1,0,1,0,0,4,3
9181,1,0,1,2,0,0,1,0,4,1
9182,1,0,2,1,2,1,0,0,3,1
9183,1,0,1,1,0,1,1,0,4,3
9184,1,0,2,1,0,1,0,0,3,3
9185,1,0,2,2,0,0,1,0,4,4
9186,1,0,1,1,2,1,0,0,3,1
9187,1,0,2,1,2,1,0,0,4,3
9188,1,0,2,2,2,0,1,0,2,1
9189,1,0,2,1,1,1,0,0,3,4
9190,1,0,2,2,2,0,1,0,3,1
9191,1,0,1,2,2,0,1,0,3,1
9192,1,0,1,1,0,0,1,0,3,1
9193,1,0,1,1,0,0,1,0,2,1
9194,1,0,1,1,2,0,1,0,3,1
9195,1,0,1,1,0,0,1,0,2,1
9196,1,0,2,1,0,0,1,0,2,1
9197,1,0,2,1,2,0,1,0,2,1
9198,1,0,2,1,2,0,0,0,3,3
9199,1,0,2,2,0,0,0,0,4,1
9200,1,0,2,1,0,0,1,0,3,3
9201,1,1,2,4,0,2,0,0,3,4
9202,1,0,1,1,2,2,1,0,3,1
9203,1,0,2,1,2,2,0,0,3,3
9204,1,0,1,2,2,0,1,0,3,1
9205,1,0,2,1,0,1,1,0,3,3
9206,1,0,1,1,2,1,1,0,3,1
9207,1,0,2,1,2,1,1,0,3,3
9208,1,0,2,2,2,0,0,0,3,4
9209,1,0,2,2,0,0,0,0,4,4
9210,1,0,1,1,0,1,1,0,3,1
9211,1,0,1,1,2,2,0,0,3,3
9212,1,0,1,1,2,0,1,0,3,1
9213,1,0,2,1,2,0,0,0,3,4
9214,1,0,1,1,2,0,1,0,3,3
9215,1,0,1,1,2,1,1,0,3,1
9216,1,0,2,1,2,1,1,0,3,3
9217,1,0,1,2,2,0,1,0,3,4
9218,1,0,2,1,0,1,0,0,3,3
9219,1,0,2,2,0,0,1,0,3,4
9220,1,0,1,1,0,1,1,0,3,1
9221,1,0,1,2,0,0,1,0,3,1
9222,1,0,1,1,1,1,1,0,3,3
9223,1,0,2,2,2,0,1,0,3,4
9224,1,0,2,1,0,1,1,0,3,4
9225,1,0,2,2,0,0,1,0,3,1
9226,1,0,2,1,0,0,1,0,3,3
9227,1,0,2,1,2,0,1,0,3,1
9228,1,0,1,1,2,0,1,0,3,1
9229,1,0,2,1,2,1,0,0,3,4
9230,1,0,1,1,2,1,0,0,3,3
9231,1,0,2,1,2,0,0,0,3,3
9232,1,0,2,1,1,1,1,0,3,3
9233,1,0,1,1,2,0,1,0,3,1
9234,1,0,2,1,2,0,1,0,3,4
9235,1,0,1,1,0,0,1,0,3,1
9236,1,0,2,1,0,0,1,0,3,4
9237,1,0,2,1,0,0,1,0,3,1
9238,1,0,1,1,2,0,0,0,3,3
9239,1,0,2,1,2,0,1,0,3,3
9240,1,0,2,1,2,0,1,0,3,3
9241,1,0,2,1,0,0,1,0,3,3
9242,1,0,2,1,2,1,1,0,3,3
9243,1,0,2,2,2,0,0,0,3,4
9244,1,0,2,2,2,0,0,0,3,4
9245,1,0,1,1,0,1,1,0,3,1
9246,1,0,2,2,0,0,1,0,3,4
9247,1,0,1,1,0,0,1,0,3,1
9248,1,0,1,1,0,2,0,0,3,3
9249,1,0,2,1,0,2,0,0,3,4
9250,1,0,1,1,0,1,0,0,3,3
9251,1,0,2,1,0,1,0,0,3,3
9252,1,0,2,1,2,1,0,0,3,3
9253,1,0,1,1,2,1,1,0,3,3
9254,1,0,2,2,2,0,1,0,3,1
9255,1,0,1,1,2,0,1,0,3,1
9256,1,0,1,1,0,1,1,0,3,3
9257,1,0,2,1,2,1,1,0,3,1
9258,1,0,1,1,0,1,1,0,3,1
9259,1,0,1,1,2,0,1,0,3,1
9260,1,0,2,1,2,0,1,0,3,1
9261,1,0,2,1,2,0,0,0,3,4
9262,1,0,1,2,0,0,0,0,3,4
9263,1,0,1,1,0,1,1,0,3,1
9264,1,0,2,1,0,1,1,0,3,4
9265,1,0,2,1,2,1,1,0,3,3
9266,1,0,2,2,2,0,0,0,3,4
9267,1,0,2,1,2,1,1,0,3,3
9268,1,0,1,1,0,1,1,0,3,1
9269,1,0,2,1,0,1,1,0,3,3
9270,1,0,2,2,0,0,1,0,3,4
9271,1,0,1,1,0,2,1,0,3,3
9272,1,0,2,1,0,1,1,0,2,3
9273,1,0,1,1,0,0,1,0,4,1
9274,1,0,2,1,0,0,1,0,3,4
9275,1,0,2,1,2,1,1,0,3,3
9276,1,0,2,2,2,0,0,0,3,4
9277,1,0,1,2,2,0,0,0,3,4
9278,1,0,2,1,1,1,0,0,3,4
9279,1,0,1,2,2,0,1,0,3,1
9280,1,0,2,2,2,0,1,0,3,1
9281,1,0,1,1,1,1,1,0,3,1
9282,1,0,2,1,1,0,1,0,3,4
9283,1,0,1,1,0,0,1,0,3,1
9284,1,0,2,1,0,0,1,0,3,4
9285,1,0,1,1,0,0,1,0,3,1
9286,1,0,2,1,0,0,1,0,3,4
9287,1,0,2,1,2,0,1,0,3,1
9288,1,0,2,1,2,1,1,0,3,3
9289,1,0,1,2,2,0,1,0,3,3
9290,1,0,2,1,1,1,1,0,3,3
9291,1,0,1,1,1,1,1,0,2,1
9292,1,0,2,1,2,1,1,0,3,3
9293,1,0,2,1,0,2,0,0,3,3
9294,1,0,2,1,2,0,1,0,3,1
9295,1,0,2,1,2,1,0,0,3,3
9296,1,0,2,2,2,0,0,0,3,4
9297,1,0,1,1,2,1,0,0,3,3
9298,1,0,2,1,0,0,1,0,3,4
9299,1,0,1,1,0,0,1,0,3,1
9300,1,0,1,1,2,0,1,0,3,1
9301,1,0,2,1,2,0,1,0,3,4
9302,1,0,2,1,0,0,1,0,3,3
9303,1,0,2,1,2,0,1,0,3,1
9304,1,0,1,1,2,0,1,0,3,1
9305,1,0,1,1,2,0,1,0,3,1
9306,1,0,2,1,2,0,0,0,3,3
9307,1,0,2,2,0,0,0,0,3,4
9308,1,0,2,2,0,0,1,0,3,1
9309,1,0,2,2,0,0,1,0,2,4
9310,1,0,1,1,0,1,1,0,4,1
9311,1,0,2,2,0,0,0,0,2,4
9312,1,0,1,1,2,1,1,0,3,3
9313,1,0,1,1,2,0,1,0,3,1
9314,1,0,2,1,2,0,0,0,2,4
9315,1,0,1,1,2,2,0,0,4,4
9316,1,0,2,1,0,1,0,0,3,4
9317,1,0,1,1,2,0,1,0,2,4
9318,1,0,1,1,0,2,0,0,3,3
9319,1,0,2,1,0,2,0,0,3,4
9320,0,0,2,2,2,0,1,0,2,3
9321,1,0,2,1,2,1,0,0,4,3
9322,1,0,2,1,2,0,1,0,3,1
9323,1,0,1,1,2,0,1,0,3,1
9324,1,0,1,1,2,0,1,0,3,1
9325,1,0,2,1,2,0,1,0,3,1
9326,1,0,1,1,2,1,1,0,3,1
9327,1,0,2,1,2,1,1,0,3,1
9328,1,0,2,1,2,0,0,0,4,1
9329,1,0,2,4,0,1,1,0,4,3
9330,1,0,2,2,2,0,1,0,3,1
9331,1,0,1,1,2,1,1,0,3,3
9332,1,0,2,1,0,1,1,0,4,4
9333,1,0,2,2,2,0,1,0,4,1
9334,1,0,1,1,2,0,1,0,4,1
9335,1,0,1,1,2,0,1,0,3,1
9336,1,0,1,1,2,1,1,0,4,1
9337,1,0,2,1,2,0,0,0,3,3
9338,1,0,2,1,2,0,0,0,3,3
9339,1,0,1,1,2,1,1,0,3,1
9340,1,0,2,1,1,1,0,0,2,3
9341,1,0,1,2,2,0,1,0,4,3
9342,1,0,2,2,2,0,1,0,4,1
9343,1,0,2,1,2,0,1,0,3,4
9344,1,0,1,1,2,1,1,0,4,3
9345,1,0,2,1,2,0,1,0,3,4
9346,1,0,1,1,2,0,1,0,4,1
9347,1,0,1,1,2,1,1,0,4,1
9348,1,0,2,1,2,0,1,0,3,3
9349,1,0,1,1,2,0,1,0,2,3
9350,1,0,1,1,0,0,1,0,4,3
9351,1,0,2,1,0,0,1,0,4,4
9352,1,0,1,1,2,0,1,0,4,3
9353,1,0,2,1,2,0,1,0,3,4
9354,1,0,1,1,0,0,1,0,4,1
9355,1,0,2,1,0,0,1,0,4,3
9356,1,0,1,1,2,0,1,0,4,1
9357,1,0,2,1,2,0,1,0,4,4
9358,1,0,2,1,2,1,0,0,4,3
9359,1,0,1,1,2,1,1,0,4,3
9360,0,0,1,2,2,0,1,0,3,3
9361,1,0,1,2,2,0,1,0,4,4
9362,1,0,1,1,1,1,1,0,3,3
9363,1,0,2,1,0,0,1,0,4,3
9364,1,0,2,1,1,1,1,0,3,4
9365,1,0,1,1,2,2,1,0,4,4
9366,0,0,2,2,2,0,1,0,3,3
9367,1,0,1,2,2,0,1,0,4,1
9368,1,0,1,2,2,0,1,0,4,4
9369,1,0,2,4,2,1,1,0,4,3
9370,1,0,2,1,2,0,1,0,2,1
9371,1,0,1,1,2,0,1,0,3,3
9372,1,0,2,1,2,0,1,0,2,1
9373,1,0,1,1,2,0,1,0,4,1
9374,1,0,1,1,0,1,0,0,4,3
9375,1,0,2,1,0,1,1,0,4,3
9376,1,0,2,1,2,0,1,0,2,1
9377,1,0,2,2,2,0,1,0,3,3
9378,1,0,2,1,1,1,0,0,2,3
9379,1,0,1,2,2,0,1,0,2,3
9380,1,0,1,1,2,0,1,0,4,1
9381,1,0,2,1,0,0,0,0,3,3
9382,1,0,1,1,0,0,0,0,4,3
9383,1,0,2,1,2,1,0,0,4,3
9384,1,0,1,1,2,0,1,0,3,1
9385,1,0,2,2,2,0,1,0,3,1
9386,1,0,2,1,2,1,1,0,4,3
9387,1,0,1,2,2,0,1,0,4,4
9388,1,0,1,1,2,1,0,0,4,3
9389,1,0,2,1,2,0,1,0,4,3
9390,1,0,1,1,2,1,0,0,3,3
9391,1,0,2,1,2,1,0,0,4,3
9392,1,0,1,1,2,1,1,0,3,3
