,Q43,Q44,Q44A,Q45A1,Q45A3,Q47,Q47B,Q47C,Q48,Q49
16618,1,3,0,1,1,2,1,3,0,1
16619,0,3,0,2,2,0,0,0,0,2
16620,0,3,0,2,2,0,0,0,0,2
16621,1,3,0,3,2,1,1,2,1,2
16622,0,3,0,2,2,0,0,0,1,2
16623,0,3,0,2,1,2,1,2,1,2
16624,0,3,0,1,0,0,0,0,0,1
16625,2,3,0,2,2,0,0,0,0,0
16626,2,2,2,3,3,0,0,0,0,0
16627,0,2,2,3,2,3,1,3,0,0
16628,0,3,0,3,2,0,0,0,0,1
16629,2,2,3,3,2,2,1,3,1,1
16630,2,3,0,3,2,0,0,0,0,0
16631,2,3,0,3,0,0,0,0,0,0
16632,2,2,3,3,0,1,1,3,2,1
16633,0,2,3,3,2,0,0,0,1,1
16634,0,2,2,3,2,2,1,3,1,2
16635,2,3,0,3,2,0,0,0,1,2
16636,0,3,0,3,3,0,0,0,1,1
16637,2,3,0,3,3,2,1,3,1,0
16638,2,3,0,3,3,0,0,0,2,0
16639,2,3,0,3,3,0,0,0,1,1
16640,2,3,0,3,3,1,1,3,1,0
16641,2,3,0,3,3,3,2,2,0,0
16642,2,3,0,3,2,2,1,1,0,0
16643,2,3,0,3,3,0,0,0,1,0
16644,2,3,0,3,2,0,0,0,1,0
16645,0,3,0,3,3,2,1,3,1,0
16646,0,3,0,3,3,0,0,0,0,0
16647,0,2,3,3,3,1,1,1,0,0
16648,2,3,0,3,3,1,1,1,1,1
16649,0,3,0,3,2,0,0,0,0,0
16650,0,3,0,3,3,2,1,2,0,1
16651,2,3,0,3,3,0,0,0,2,0
16652,2,3,0,3,3,0,0,0,1,0
16653,2,3,0,3,2,0,0,0,1,2
16654,2,3,0,3,3,0,0,0,2,1
16655,2,2,3,3,3,2,1,3,1,2
16656,2,3,0,2,2,0,0,0,1,0
16657,2,3,0,2,2,2,1,3,1,0
16658,0,2,3,2,2,0,0,0,1,0
16659,0,3,0,2,2,0,0,0,1,0
16660,0,2,2,2,1,0,0,0,1,0
16661,0,3,0,3,2,2,1,3,1,0
16662,2,3,0,2,1,0,0,0,1,1
16663,0,3,0,3,2,1,1,3,2,2
16664,1,2,1,3,1,0,0,0,2,2
16665,2,3,0,2,1,0,0,0,1,0
16666,2,3,0,3,3,0,0,0,2,0
16667,0,3,0,0,1,0,0,0,2,0
16668,0,3,0,2,1,0,0,0,2,1
16669,0,3,0,3,1,0,0,0,2,2
16670,0,3,0,2,1,2,1,3,1,1
16671,0,3,0,2,2,0,0,0,2,2
16672,0,3,0,2,3,0,0,0,2,2
16673,0,3,0,3,2,3,2,3,2,2
16674,1,3,0,2,2,2,1,2,2,2
16675,0,3,0,3,3,2,1,3,2,2
16676,0,3,0,3,3,0,0,0,2,2
16677,2,3,0,3,2,0,0,0,1,0
16678,2,3,0,3,3,2,1,3,0,1
16679,0,3,0,3,1,2,1,2,1,1
16680,0,3,0,3,3,0,0,0,1,0
16681,0,3,0,2,2,2,1,2,1,2
16682,1,3,0,2,2,2,1,3,1,2
16683,2,3,0,1,3,2,1,3,1,1
16684,0,2,3,3,2,2,1,2,0,1
16685,2,3,0,3,0,3,2,3,2,0
16686,0,3,0,3,0,0,0,0,0,1
16687,2,3,0,1,0,2,1,2,0,1
16688,2,3,0,3,2,0,0,0,0,1
16689,0,3,0,3,0,0,0,0,1,0
16690,0,2,2,3,2,0,0,0,0,1
16691,0,3,0,3,0,0,0,0,0,1
16692,0,3,0,3,3,0,0,0,1,1
16693,2,3,0,1,1,2,1,3,1,2
16694,0,3,0,3,2,0,0,0,1,2
16695,0,3,0,2,1,0,0,0,1,2
16696,0,3,0,3,2,0,0,0,1,1
16697,2,3,0,3,3,2,1,3,1,2
16698,0,3,0,3,3,0,0,0,1,1
16699,2,3,0,3,3,3,1,2,0,1
16700,2,3,0,3,3,0,0,0,1,1
16701,2,3,0,3,3,0,0,0,1,0
16702,2,3,0,3,3,0,0,0,2,2
16703,2,3,0,3,3,0,0,0,0,0
16704,0,3,0,3,3,2,1,3,0,1
16705,1,1,3,3,3,2,1,1,0,0
16706,0,2,3,3,3,3,1,1,1,0
16707,0,3,0,3,3,3,1,1,0,0
16708,2,3,0,3,3,0,0,0,1,0
16709,2,3,0,3,3,0,0,0,1,1
16710,0,3,0,3,3,0,0,0,2,1
16711,2,2,2,3,2,2,1,2,0,0
16712,0,3,0,3,2,0,0,0,0,0
16713,2,3,0,3,2,0,0,0,1,1
16714,2,3,0,3,3,2,1,3,0,1
16715,2,3,0,3,3,2,1,1,0,0
16716,2,3,0,3,3,3,2,2,1,0
16717,2,3,0,3,3,0,0,0,1,0
16718,2,3,0,3,3,3,2,2,1,0
16719,2,2,3,3,3,0,0,0,1,0
16720,2,3,0,3,3,0,0,0,1,1
16721,2,3,0,3,3,2,1,3,1,2
16722,2,3,0,3,3,0,0,0,1,0
16723,2,3,0,3,2,0,0,0,1,1
16724,2,3,0,3,3,2,1,1,1,2
16725,2,3,0,3,3,0,0,0,1,0
16726,0,3,0,3,2,0,0,0,0,0
16727,2,2,3,3,3,2,1,3,1,0
16728,2,3,0,3,3,0,0,0,0,0
16729,0,3,0,3,0,0,0,0,1,0
16730,0,3,0,3,2,0,0,0,2,0
16731,2,3,0,3,2,1,1,3,1,2
16732,0,3,0,3,2,0,0,0,0,1
16733,2,3,0,3,2,2,1,3,0,2
16734,2,3,0,3,2,0,0,0,0,2
16735,0,3,0,3,2,0,0,0,0,1
16736,0,2,3,3,2,0,0,0,0,1
16737,2,3,0,3,3,0,0,0,1,0
16738,2,3,0,3,3,0,0,0,1,0
16739,0,3,0,3,2,2,1,1,1,2
16740,2,3,0,3,2,0,0,0,0,2
16741,2,3,0,2,3,0,0,0,1,1
16742,0,3,0,3,2,0,0,0,2,2
16743,2,3,0,3,2,2,1,3,1,2
16744,0,3,0,2,3,0,0,0,2,0
16745,0,3,0,2,1,2,1,2,0,1
16746,2,3,0,3,2,0,0,0,0,0
16747,2,2,1,3,2,2,1,3,1,1
16748,0,3,0,2,2,2,1,2,0,1
16749,2,3,0,3,3,0,0,0,1,0
16750,1,3,0,3,2,2,2,1,1,1
16751,0,3,0,3,2,2,2,2,0,1
16752,2,3,0,3,1,1,1,2,0,2
16753,0,3,0,3,1,3,1,2,0,2
16754,0,3,0,2,1,0,0,0,1,2
16755,0,3,0,3,1,1,1,2,0,2
16756,0,3,0,2,1,2,1,3,0,1
16757,0,3,0,2,1,0,0,0,0,2
16758,1,3,0,2,2,2,1,3,0,1
16759,1,3,0,1,1,0,0,0,0,1
16760,0,3,0,2,2,0,0,0,2,1
16761,0,3,0,2,2,1,1,3,2,2
16762,1,3,0,3,2,0,0,0,0,2
16763,0,3,0,3,0,0,0,0,2,2
16764,1,3,0,1,1,0,0,0,1,1
16765,1,3,0,1,1,2,1,2,1,2
16766,0,1,3,2,2,1,2,2,0,1
16767,0,3,0,2,2,0,0,0,1,2
16768,0,3,0,3,2,2,1,3,0,0
16769,1,3,0,3,2,0,0,0,1,1
16770,1,2,3,1,1,0,0,0,0,0
16771,0,3,0,3,2,0,0,0,1,0
16772,1,2,1,1,1,2,2,1,0,0
16773,0,3,0,2,2,3,1,3,0,0
16774,1,2,2,2,2,1,1,2,2,1
16775,1,2,2,3,2,0,0,0,1,1
16776,0,2,2,2,1,2,1,3,1,2
16777,0,3,0,3,1,2,2,2,0,2
16778,1,2,1,1,1,2,1,2,1,1
16779,0,3,0,3,3,3,2,3,1,2
16780,0,3,0,1,1,0,0,0,1,2
16781,0,3,0,1,1,2,1,3,0,0
16782,0,3,0,1,1,0,0,0,1,0
16783,2,3,0,3,3,0,0,0,0,1
16784,2,3,0,2,2,2,2,3,0,2
16785,2,3,0,2,2,2,1,3,0,1
16786,2,3,0,3,3,0,0,0,0,1
16787,0,3,0,1,1,2,1,1,1,1
16788,1,3,0,1,1,0,0,0,1,1
16789,0,3,0,2,2,0,0,0,1,0
16790,2,3,0,3,2,0,0,0,0,1
16791,0,3,0,2,2,1,1,1,1,1
16792,0,3,0,1,1,2,1,2,1,2
16793,0,3,0,3,3,0,0,0,2,0
16794,0,3,0,2,2,2,1,2,0,0
16795,0,3,0,2,1,2,1,2,0,1
16796,1,3,0,2,1,3,1,3,0,1
16797,0,2,3,3,1,2,1,2,1,2
16798,0,2,3,3,1,1,1,2,1,2
16799,0,2,3,3,1,0,0,0,1,2
16800,1,3,0,3,1,0,0,0,1,1
16801,1,3,0,3,1,0,0,0,1,1
16802,1,2,2,2,2,2,1,2,0,0
16803,0,3,0,2,0,0,0,0,0,1
16804,0,2,1,2,0,0,0,0,2,1
16805,0,3,0,3,3,0,0,0,0,2
16806,1,3,0,3,3,1,1,3,0,0
16807,1,3,0,3,3,1,1,3,0,0
16808,1,2,2,2,2,1,1,1,2,1
16809,1,3,0,2,1,0,0,0,1,1
16810,0,3,0,2,2,0,0,0,1,1
16811,0,3,0,1,1,2,1,2,0,2
16812,0,3,0,3,1,2,1,2,0,0
16813,0,3,0,3,1,0,0,0,0,0
16814,2,3,0,3,1,0,0,0,1,1
16815,2,3,0,3,1,2,1,3,1,1
16816,0,3,0,2,2,0,0,0,0,0
16817,0,3,0,3,0,0,0,0,0,0
16818,0,2,3,3,2,2,1,3,0,2
16819,0,3,0,3,2,2,1,3,0,2
16820,2,2,3,3,2,2,1,1,2,1
16821,0,3,0,3,2,2,1,3,2,2
16822,0,3,0,3,1,2,1,3,2,2
16823,0,2,3,3,3,1,1,3,1,2
16824,2,3,0,3,2,0,0,0,1,1
16825,2,3,0,3,2,0,0,0,1,1
16826,1,3,0,3,2,0,0,0,1,0
16827,0,3,0,3,1,0,0,0,0,1
16828,0,3,0,2,2,0,0,0,2,0
16829,0,3,0,2,3,0,0,0,1,0
16830,0,3,0,3,1,1,1,2,0,0
16831,0,3,0,3,1,0,0,0,2,1
16832,0,2,3,1,0,0,0,0,1,0
16833,2,2,3,1,1,2,1,3,0,2
16834,0,2,3,2,2,2,1,3,0,1
16835,0,2,3,3,3,0,0,0,1,2
16836,0,3,0,2,1,2,1,3,0,1
16837,0,3,0,2,1,2,1,3,0,1
16838,0,3,0,3,1,2,1,1,1,0
16839,2,2,2,3,0,2,1,2,0,0
16840,0,2,3,3,1,2,1,2,1,0
16841,1,2,1,1,1,2,1,3,2,1
16842,1,2,1,1,1,1,1,3,2,1
16843,1,3,0,1,1,0,0,0,1,1
16844,2,3,0,3,3,0,0,0,1,1
16845,0,3,0,1,1,2,1,2,1,2
16846,0,3,0,3,2,0,0,0,0,2
16847,1,3,0,2,1,1,1,3,0,0
16848,0,2,2,3,3,1,2,3,2,1
16849,0,3,0,3,2,2,1,3,2,1
16850,0,3,0,2,3,0,0,0,1,1
16851,1,3,0,2,1,0,0,0,2,1
16852,0,3,0,3,2,2,1,1,1,1
16853,0,3,0,3,2,3,2,3,1,1
16854,0,3,0,2,3,2,1,3,1,1
16855,2,3,0,2,3,0,0,0,0,0
16856,0,3,0,3,2,2,1,3,0,1
16857,2,3,0,2,3,1,1,3,1,1
16858,2,3,0,3,2,2,1,3,1,1
16859,0,3,0,3,2,2,1,3,1,1
16860,2,2,2,2,3,0,0,0,1,1
16861,0,2,2,2,3,2,1,2,1,1
16862,0,3,0,2,3,2,1,1,0,1
16863,0,3,0,3,2,0,0,0,1,1
16864,0,3,0,2,3,1,1,3,2,1
16865,0,3,0,3,3,0,0,0,1,1
16866,0,3,0,3,2,3,1,3,1,1
16867,2,3,0,3,1,0,0,0,1,1
16868,0,3,0,2,1,2,1,3,1,1
16869,0,3,0,3,2,2,1,3,1,1
16870,0,3,0,3,2,2,1,2,0,2
16871,0,3,0,2,3,2,1,2,1,1
16872,2,3,0,2,3,2,1,2,1,1
16873,0,3,0,2,3,0,0,0,1,1
16874,2,3,0,2,3,2,1,1,1,1
16875,0,2,2,2,1,0,0,0,1,1
16876,0,3,0,3,2,2,1,3,1,1
16877,0,3,0,2,3,0,0,0,2,1
16878,0,3,0,3,2,2,1,2,1,0
16879,0,3,0,3,2,0,0,0,1,1
16880,0,3,0,2,1,2,1,3,0,1
16881,2,3,0,2,2,0,0,0,0,1
16882,2,3,0,2,2,0,0,0,0,1
16883,0,3,0,3,1,2,1,3,0,2
16884,0,3,0,2,2,2,1,3,1,1
16885,0,3,0,3,1,2,1,3,2,1
16886,0,3,0,2,3,0,0,0,1,1
16887,0,3,0,2,3,2,1,3,1,1
16888,0,3,0,3,2,0,0,0,1,1
16889,2,3,0,2,3,0,0,0,2,1
16890,1,3,0,3,2,1,1,3,1,1
16891,1,3,0,3,2,0,0,0,1,1
16892,0,3,0,3,2,2,1,3,1,2
16893,2,3,0,2,3,2,1,3,1,1
16894,0,3,0,2,2,2,1,3,2,1
16895,2,3,0,2,3,2,1,3,2,0
16896,0,3,0,2,3,0,0,0,1,1
16897,0,2,2,2,1,2,1,3,1,1
16898,2,3,0,3,2,2,1,3,1,1
16899,0,3,0,3,3,2,1,1,1,1
16900,1,3,0,2,3,3,2,3,1,1
16901,0,3,0,3,3,2,1,3,1,1
16902,0,3,0,2,3,2,1,3,1,1
16903,0,3,0,2,1,0,0,0,1,0
16904,2,3,0,2,3,2,1,3,1,1
16905,0,3,0,3,2,2,1,3,1,1
16906,0,3,0,3,2,0,0,0,1,1
16907,2,3,0,2,3,0,0,0,0,0
16908,0,3,0,3,2,2,1,3,0,1
16909,1,3,0,2,3,1,1,3,1,1
16910,0,3,0,2,3,0,0,0,1,1
16911,2,2,2,2,3,2,1,3,1,1
16912,0,3,0,3,2,2,1,2,0,2
16913,0,3,0,2,3,0,0,0,1,1
16914,2,2,2,2,3,0,0,0,1,1
16915,2,3,0,2,2,2,1,3,1,2
16916,0,3,0,3,2,2,1,3,1,0
16917,1,3,0,2,3,1,1,3,2,1
16918,2,3,0,2,3,2,1,3,0,1
16919,0,3,0,3,1,2,1,1,1,1
16920,0,2,2,3,2,2,1,3,1,1
16921,0,3,0,3,1,2,1,3,2,1
16922,2,3,0,3,1,0,0,0,2,1
16923,2,2,2,2,3,0,0,0,1,0
16924,0,3,0,3,2,0,0,0,1,1
16925,2,2,2,2,3,2,1,3,1,1
16926,0,3,0,2,1,2,1,3,1,2
16927,0,3,0,2,2,0,0,0,1,0
16928,1,3,0,3,2,2,1,3,1,1
16929,0,3,0,3,2,2,1,3,1,1
16930,2,3,0,3,2,3,2,3,0,0
16931,2,3,0,3,2,0,0,0,1,1
16932,0,3,0,2,2,2,1,1,2,0
16933,0,1,2,2,0,0,0,0,1,0
16934,1,3,0,2,1,2,1,2,1,1
16935,0,3,0,3,2,0,0,0,1,2
16936,0,3,0,2,0,2,1,3,1,1
16937,0,3,0,3,1,2,1,3,0,1
16938,0,3,0,2,2,2,1,3,1,1
16939,2,3,0,3,3,0,0,0,1,1
16940,1,3,0,1,1,2,1,3,0,2
16941,0,2,3,3,2,0,0,0,0,1
16942,2,3,0,3,1,2,1,3,0,0
16943,2,3,0,2,0,0,0,0,0,0
16944,2,3,0,3,0,0,0,0,0,0
16945,0,3,0,3,0,3,2,1,1,0
16946,2,3,0,3,2,2,1,2,2,0
16947,0,3,0,2,2,2,1,3,0,1
16948,0,3,0,3,2,2,1,3,1,2
16949,0,3,0,3,2,2,1,3,1,2
16950,2,3,0,3,3,2,1,2,0,2
16951,2,3,0,3,3,2,1,1,0,2
16952,0,3,0,3,3,2,1,3,0,2
16953,0,3,0,2,2,0,0,0,1,1
16954,0,3,0,2,2,2,1,2,0,2
16955,2,3,0,3,2,2,1,3,0,2
16956,0,3,0,2,2,0,0,0,0,0
16957,0,3,0,2,2,2,1,3,0,2
16958,0,3,0,3,2,0,0,0,0,2
16959,0,3,0,2,2,0,0,0,0,1
16960,0,3,0,2,1,2,1,3,0,2
16961,0,3,0,2,2,3,1,3,1,0
16962,0,3,0,2,2,2,1,3,0,1
16963,0,3,0,3,3,0,0,0,0,0
16964,2,3,0,3,3,0,0,0,0,0
16965,2,3,0,2,2,2,1,3,0,0
16966,2,3,0,2,1,2,1,2,0,1
16967,2,3,0,2,2,3,2,1,0,2
16968,0,2,2,2,1,3,2,2,0,2
16969,0,3,0,2,2,0,0,0,0,0
16970,0,3,0,2,2,1,1,3,0,1
16971,0,3,0,2,2,1,1,3,1,0
16972,0,3,0,2,2,0,0,0,0,0
16973,0,3,0,2,2,2,1,3,2,0
16974,0,3,0,1,1,0,0,0,1,0
16975,0,3,0,3,3,1,1,2,1,0
16976,0,1,1,3,3,0,0,0,1,0
16977,0,3,0,3,1,1,2,1,2,1
16978,0,2,1,2,2,2,1,3,2,2
16979,0,3,0,3,1,0,0,0,1,1
16980,1,3,0,3,1,1,1,2,0,1
16981,0,3,0,3,2,3,1,2,0,1
16982,0,3,0,2,2,0,0,0,2,0
16983,0,3,0,2,2,0,0,0,2,1
16984,1,3,0,2,1,1,1,3,1,1
16985,1,1,1,1,1,2,1,1,0,0
16986,1,3,0,2,1,2,1,3,0,0
16987,2,3,0,3,1,2,2,2,2,0
16988,1,3,0,3,1,1,2,2,0,1
16989,0,2,2,2,2,0,0,0,0,1
16990,2,3,0,3,2,0,0,0,1,1
16991,2,3,0,3,0,0,0,0,1,2
16992,1,3,0,3,0,0,0,0,2,0
16993,1,3,0,3,2,0,0,0,1,0
16994,0,3,0,3,1,1,1,3,1,2
16995,1,3,0,2,2,3,2,3,2,0
16996,0,3,0,2,2,2,1,3,2,1
16997,1,3,0,3,2,0,0,0,0,1
16998,0,3,0,3,2,3,1,3,2,0
16999,0,3,0,3,2,0,0,0,1,0
17000,0,3,0,3,1,1,1,3,1,1
17001,2,3,0,3,0,0,0,0,1,2
17002,2,3,0,3,3,2,1,1,1,0
17003,2,3,0,3,2,0,0,0,2,0
17004,1,3,0,3,1,0,0,0,1,2
17005,0,3,0,3,1,2,1,3,1,2
17006,1,3,0,3,1,1,1,2,0,1
17007,1,2,1,3,1,2,1,1,0,1
17008,0,3,0,2,2,2,1,3,1,1
17009,0,3,0,2,2,0,0,0,1,1
17010,0,3,0,2,2,2,1,2,0,0
17011,0,3,0,1,2,0,0,0,0,0
17012,0,3,0,3,2,2,1,2,0,0
17013,0,3,0,2,3,0,0,0,0,0
17014,0,3,0,2,3,0,0,0,0,0
17015,0,3,0,2,2,2,1,2,0,1
17016,0,3,0,1,2,2,1,2,0,0
17017,0,3,0,1,2,2,1,3,0,0
17018,0,3,0,1,2,0,0,0,1,0
17019,0,3,0,1,2,2,1,2,0,0
17020,0,3,0,2,3,2,1,3,0,0
17021,0,3,0,1,2,0,0,0,0,0
17022,0,3,0,1,2,0,0,0,0,0
17023,0,3,0,1,2,2,1,3,0,1
17024,0,3,0,1,2,2,1,2,1,0
17025,0,3,0,2,2,0,0,0,1,1
17026,0,3,0,1,2,2,1,2,1,1
17027,0,3,0,1,2,2,1,3,0,0
17028,0,3,0,1,2,2,1,2,0,0
17029,0,3,0,1,2,0,0,0,0,0
17030,0,3,0,1,2,2,1,2,0,0
17031,0,3,0,1,2,0,0,0,0,0
17032,0,3,0,1,2,2,1,2,0,1
17033,0,3,0,1,2,2,1,2,0,1
17034,0,3,0,2,3,0,0,0,1,1
17035,0,3,0,1,2,2,1,2,0,1
17036,0,3,0,2,2,0,0,0,1,1
17037,0,3,0,1,2,2,1,2,1,0
17038,0,3,0,2,2,2,1,2,1,0
17039,0,3,0,1,2,2,1,3,1,1
17040,0,3,0,1,2,2,1,2,1,1
17041,1,3,0,2,3,2,1,3,1,1
17042,0,3,0,1,3,0,0,0,1,1
17043,0,3,0,1,3,2,1,2,1,0
17044,0,3,0,1,2,2,1,1,0,0
17045,0,3,0,1,2,0,0,0,1,1
17046,0,3,0,1,3,2,1,2,1,0
17047,0,3,0,1,2,2,1,2,0,0
17048,0,3,0,1,2,2,1,1,1,1
17049,0,3,0,1,2,2,1,3,0,0
17050,0,3,0,1,1,2,1,1,2,1
17051,0,3,0,1,2,0,0,0,0,0
17052,0,3,0,2,2,0,0,0,1,0
17053,0,3,0,1,2,1,1,2,1,1
17054,0,3,0,3,0,0,0,0,1,1
17055,0,3,0,3,0,2,1,3,1,2
17056,1,3,0,3,0,2,1,2,1,2
17057,0,3,0,2,0,2,1,3,0,2
17058,0,3,0,1,2,1,1,3,0,1
17059,0,3,0,1,2,2,1,2,0,0
17060,0,3,0,1,2,2,1,2,0,0
17061,0,3,0,1,2,0,0,0,0,0
17062,0,3,0,1,2,2,1,2,0,0
17063,0,3,0,1,2,1,1,2,0,0
17064,0,3,0,1,2,2,1,3,0,0
17065,0,3,0,1,2,2,1,2,0,0
17066,0,3,0,1,2,1,1,2,0,1
17067,0,3,0,1,2,2,1,2,0,1
17068,0,3,0,1,2,2,1,2,0,1
17069,0,3,0,1,2,2,1,2,0,0
17070,0,3,0,2,2,3,2,2,1,0
17071,0,3,0,3,1,2,1,1,1,1
17072,0,3,0,3,1,3,2,2,0,2
17073,1,3,0,2,1,2,1,3,1,2
17074,1,3,0,3,2,0,0,0,1,2
17075,1,2,3,3,1,2,1,3,2,2
17076,0,3,0,3,2,2,1,1,1,2
17077,1,2,1,2,1,0,0,0,1,2
17078,2,3,0,3,1,0,0,0,1,2
17079,1,3,0,3,1,2,1,2,1,2
17080,0,3,0,3,2,2,1,3,1,2
17081,1,3,0,3,2,2,1,1,1,2
17082,1,3,0,1,1,2,1,3,1,2
17083,0,2,1,3,1,1,1,1,1,2
17084,0,3,0,3,1,1,1,3,0,2
17085,0,3,0,3,2,2,1,1,1,2
17086,1,3,0,3,2,2,1,2,0,2
17087,1,3,0,3,2,2,1,1,1,2
17088,1,3,0,3,2,3,2,3,1,1
17089,0,3,0,3,1,1,1,3,2,2
17090,1,3,0,3,2,2,1,3,0,2
17091,1,3,0,3,2,1,1,1,1,2
17092,1,3,0,3,2,1,1,3,1,2
17093,1,3,0,3,2,2,1,3,1,2
17094,1,3,0,3,1,0,0,0,1,2
17095,1,2,1,3,1,0,0,0,1,2
17096,1,3,0,3,2,2,1,1,1,2
17097,0,3,0,3,3,0,0,0,0,1
17098,0,3,0,3,3,2,1,1,1,2
17099,0,3,0,3,3,2,1,2,1,2
17100,0,3,0,3,2,0,0,0,0,2
17101,0,3,0,3,3,2,1,1,1,2
17102,0,3,0,3,2,2,1,2,1,2
17103,0,3,0,3,3,2,1,3,0,2
17104,1,3,0,1,2,2,1,1,1,2
17105,0,3,0,3,1,2,1,1,1,2
17106,0,3,0,3,2,0,0,0,1,1
17107,0,3,0,3,2,2,1,1,1,2
17108,2,3,0,3,1,2,1,3,1,2
17109,0,3,0,3,2,0,0,0,1,2
17110,0,3,0,3,1,2,1,2,0,1
17111,0,3,0,3,1,0,0,0,2,2
17112,0,3,0,3,1,2,1,3,2,2
17113,0,3,0,3,2,1,1,2,1,1
17114,0,3,0,3,3,0,0,0,2,1
17115,2,3,0,3,2,2,1,3,1,1
17116,0,3,0,3,1,0,0,0,1,1
17117,0,3,0,3,2,2,1,3,0,1
17118,0,3,0,3,1,0,0,0,0,1
17119,0,3,0,3,2,0,0,0,1,1
17120,2,3,0,3,2,2,1,3,1,1
17121,0,3,0,2,3,0,0,0,1,0
17122,1,3,0,2,3,0,0,0,0,0
17123,0,3,0,3,3,1,1,2,0,0
17124,0,3,0,1,3,3,2,1,0,0
17125,1,3,0,1,3,0,0,0,1,0
17126,1,3,0,3,3,0,0,0,0,0
17127,1,3,0,1,3,1,1,3,0,0
17128,0,3,0,3,3,0,0,0,1,0
17129,0,3,0,3,3,0,0,0,0,0
17130,0,3,0,1,3,3,2,2,0,0
17131,1,3,0,3,0,0,0,0,0,0
17132,0,3,0,3,0,1,1,3,0,0
17133,0,3,0,3,3,3,2,3,1,0
17134,0,3,0,3,3,0,0,0,0,0
17135,0,3,0,3,3,3,1,2,0,0
17136,1,3,0,1,3,0,0,0,0,0
17137,0,3,0,3,2,3,2,3,0,0
17138,0,3,0,3,3,0,0,0,0,0
17139,0,3,0,3,0,0,0,0,0,0
17140,0,3,0,3,2,2,1,3,1,1
17141,2,3,0,3,3,0,0,0,0,2
17142,2,3,0,3,1,2,1,3,0,0
17143,0,3,0,3,2,0,0,0,0,0
17144,1,3,0,3,1,3,2,3,0,1
17145,2,3,0,2,0,2,1,3,0,1
17146,1,3,0,1,0,2,1,2,1,1
17147,1,3,0,3,0,2,1,2,0,2
17148,0,3,0,2,0,3,2,1,1,1
17149,2,3,0,3,0,0,0,0,0,1
17150,0,3,0,3,0,2,1,3,1,2
17151,1,3,0,1,0,0,0,0,1,0
17152,1,3,0,3,0,2,1,2,0,2
17153,0,3,0,2,0,0,0,0,1,2
17154,0,3,0,2,0,0,0,0,1,2
17155,1,3,0,3,0,2,1,2,1,1
17156,0,3,0,3,0,2,1,3,1,2
17157,1,3,0,2,0,2,1,3,1,1
17158,1,3,0,3,0,2,1,2,2,1
17159,1,3,0,3,0,2,1,2,1,2
17160,2,3,0,0,3,0,0,0,0,0
17161,0,3,0,3,3,1,1,1,1,0
17162,2,3,0,3,3,0,0,0,0,0
17163,0,1,1,1,1,0,0,0,0,0
17164,0,3,0,3,2,0,0,0,0,1
17165,1,3,0,2,2,2,1,2,0,0
17166,2,3,0,3,2,0,0,0,0,0
17167,2,3,0,3,3,1,1,3,0,1
17168,2,3,0,3,3,0,0,0,0,0
17169,2,3,0,2,0,0,0,0,0,0
17170,1,3,0,2,1,2,1,3,0,0
17171,2,3,0,3,3,1,1,3,0,0
17172,2,3,0,3,3,3,1,2,0,0
17173,2,3,0,3,3,2,1,3,0,1
17174,2,3,0,3,3,3,2,2,0,1
17175,1,3,0,2,2,1,1,2,0,2
17176,1,3,0,2,1,1,1,2,2,2
17177,1,2,1,3,2,0,0,0,1,1
17178,2,3,0,3,3,0,0,0,0,0
17179,2,3,0,3,2,3,1,3,0,0
17180,2,3,0,3,3,2,1,3,0,1
17181,2,3,0,2,2,0,0,0,0,0
17182,1,3,0,2,1,2,1,2,1,1
17183,2,3,0,3,2,0,0,0,0,0
17184,2,3,0,3,2,0,0,0,0,0
17185,0,3,0,2,2,2,1,3,0,1
17186,2,3,0,3,3,0,0,0,0,0
17187,2,3,0,3,3,0,0,0,1,0
17188,1,3,0,2,1,0,0,0,2,0
17189,1,3,0,2,1,0,0,0,2,0
17190,1,3,0,2,0,2,1,3,0,1
17191,2,3,0,3,3,0,0,0,0,1
17192,2,3,0,3,3,2,1,3,0,1
17193,2,3,0,3,2,0,0,0,0,1
17194,2,3,0,3,3,0,0,0,0,0
17195,2,3,0,2,2,0,0,0,1,0
17196,0,3,0,3,2,2,1,1,0,0
17197,0,3,0,3,3,1,1,1,1,0
17198,2,3,0,3,3,3,1,2,1,0
17199,2,3,0,2,3,2,1,3,0,0
17200,0,3,0,2,2,0,0,0,0,1
17201,2,3,0,3,3,0,0,0,0,0
17202,2,3,0,3,3,1,1,3,1,1
17203,0,3,0,2,3,0,0,0,2,0
17204,2,3,0,0,0,0,0,0,0,1
17205,0,3,0,2,2,2,1,3,0,0
17206,2,3,0,2,0,1,1,3,0,0
17207,0,3,0,2,1,2,1,3,0,0
17208,0,3,0,2,2,0,0,0,1,0
17209,2,3,0,3,2,1,1,3,1,1
17210,0,3,0,3,2,2,1,3,0,0
17211,0,3,0,3,1,0,0,0,0,0
17212,2,1,1,3,3,3,1,3,2,0
17213,0,3,0,2,2,0,0,0,2,0
17214,2,3,0,3,2,2,1,3,0,1
17215,2,3,0,3,2,0,0,0,0,1
17216,2,3,0,3,3,2,1,3,0,1
17217,0,2,3,3,3,0,0,0,1,0
17218,0,3,0,3,3,0,0,0,1,0
17219,2,3,0,3,2,1,1,3,1,0
17220,2,3,0,2,2,2,1,3,1,1
17221,2,3,0,3,3,0,0,0,2,1
17222,0,3,0,3,2,0,0,0,1,0
17223,2,3,0,3,3,2,1,2,1,0
