,Q43,Q44,Q44A,Q45A1,Q45A3,Q47,Q47B,Q47C,Q48,Q49
8406,0,3,0,3,2,2,1,3,0,1
8407,0,3,0,3,2,0,0,0,2,1
8408,0,3,0,3,1,0,0,0,1,2
8409,0,3,0,3,2,2,1,3,0,1
8410,0,3,0,3,2,0,0,0,1,1
8411,0,3,0,3,2,2,1,3,0,1
8412,0,3,0,3,2,0,0,0,1,1
8413,0,2,1,3,2,1,1,2,1,0
8414,2,3,0,3,1,0,0,0,0,0
8415,2,3,0,3,2,2,1,3,0,1
8416,0,3,0,3,2,2,1,3,1,1
8417,0,3,0,3,1,0,0,0,1,1
8418,0,3,0,3,2,1,1,2,0,1
8419,0,3,0,3,2,0,0,0,2,1
8420,0,1,2,2,2,0,0,0,1,1
8421,0,3,0,3,2,3,2,3,1,0
8422,0,3,0,3,2,0,0,0,0,0
8423,0,2,2,1,1,2,1,2,0,0
8424,0,3,0,2,1,2,1,2,1,1
8425,0,3,0,1,1,0,0,0,1,1
8426,0,3,0,2,3,2,1,2,1,1
8427,0,3,0,2,1,0,0,0,1,1
8428,0,3,0,2,1,1,1,3,2,2
8429,0,3,0,2,0,3,2,1,1,1
8430,0,3,0,1,0,0,0,0,1,1
8431,0,3,0,3,0,2,1,3,1,2
8432,0,3,0,3,2,0,0,0,0,1
8433,2,3,0,3,3,2,1,1,0,2
8434,0,3,0,1,2,0,0,0,0,0
8435,0,3,0,3,1,1,1,1,1,1
8436,0,3,0,3,2,3,1,2,0,1
8437,0,3,0,2,2,3,2,3,2,2
8438,0,3,0,3,2,1,1,2,0,1
8439,0,3,0,3,2,2,1,3,1,1
8440,0,3,0,3,2,0,0,0,0,0
8441,0,3,0,3,2,0,0,0,0,1
8442,0,3,0,3,2,1,1,2,1,1
8443,0,3,0,3,2,2,1,3,1,1
8444,0,3,0,3,2,3,1,1,0,0
8445,0,3,0,3,2,2,1,3,0,1
8446,0,3,0,3,2,0,0,0,1,1
8447,0,3,0,3,2,0,0,0,1,1
8448,0,3,0,3,2,2,1,2,0,0
8449,0,3,0,3,1,0,0,0,1,1
8450,2,3,0,3,2,2,1,3,1,0
8451,0,3,0,3,2,0,0,0,1,1
8452,0,3,0,3,2,0,0,0,1,1
8453,0,3,0,3,2,0,0,0,2,2
8454,2,2,1,3,2,2,1,2,0,0
8455,0,2,1,3,2,2,1,2,0,1
8456,0,3,0,3,2,0,0,0,0,0
8457,0,3,0,3,2,1,1,3,2,1
8458,0,3,0,3,2,2,1,2,0,0
8459,0,3,0,3,1,0,0,0,1,0
8460,2,3,0,3,2,0,0,0,0,0
8461,0,3,0,2,3,2,1,2,0,0
8462,0,3,0,1,2,2,1,2,0,0
8463,0,3,0,1,3,2,1,2,1,0
8464,1,3,0,3,1,3,2,1,0,0
8465,0,3,0,3,2,0,0,0,1,0
8466,0,3,0,1,2,0,0,0,1,0
8467,2,3,0,1,2,0,0,0,1,0
8468,2,3,0,3,2,3,2,2,0,0
8469,2,2,3,3,3,2,1,2,1,0
8470,0,3,0,3,3,2,1,2,2,1
8471,2,3,0,3,2,2,1,3,1,0
8472,2,3,0,3,3,3,2,3,2,0
8473,2,3,0,3,3,2,1,3,0,0
8474,2,3,0,3,3,2,1,2,0,0
8475,2,3,0,3,3,2,1,2,0,0
8476,0,3,0,3,3,1,1,3,2,0
8477,2,3,0,3,2,0,0,0,2,0
8478,2,3,0,3,3,2,1,3,1,0
8479,2,3,0,3,3,1,1,3,2,1
8480,0,3,0,3,3,0,0,0,1,0
8481,0,3,0,3,3,0,0,0,1,0
8482,2,3,0,3,3,0,0,0,1,0
8483,2,3,0,3,3,1,1,3,1,0
8484,0,3,0,3,3,0,0,0,0,0
8485,2,3,0,3,3,3,2,3,1,0
8486,0,3,0,3,3,0,0,0,2,0
8487,2,3,0,3,3,0,0,0,1,0
8488,0,3,0,3,3,0,0,0,0,1
8489,2,3,0,3,3,0,0,0,0,0
8490,2,3,0,3,3,1,1,3,2,1
8491,2,3,0,3,3,2,1,3,1,0
8492,0,3,0,3,3,2,1,2,2,0
8493,2,3,0,3,3,2,1,2,1,0
8494,2,3,0,3,2,0,0,0,1,0
8495,0,3,0,3,3,1,1,3,1,1
8496,2,3,0,3,3,2,1,3,1,1
8497,2,2,3,3,3,1,1,2,2,0
8498,2,3,0,3,3,0,0,0,2,2
8499,2,3,0,3,3,2,1,2,1,0
8500,2,3,0,3,2,0,0,0,1,1
8501,2,3,0,3,3,2,1,2,1,0
8502,2,3,0,3,3,0,0,0,2,0
8503,0,2,2,3,3,2,1,3,2,1
8504,0,3,0,3,2,2,1,2,1,0
8505,2,3,0,3,3,0,0,0,0,1
8506,2,3,0,3,3,1,1,3,2,1
8507,2,3,0,3,2,0,0,0,1,0
8508,2,2,2,3,3,2,1,3,2,0
8509,2,3,0,3,3,0,0,0,2,0
8510,0,3,0,3,2,2,1,2,2,0
8511,0,3,0,3,3,3,2,2,1,1
8512,0,3,0,3,3,2,1,2,1,0
8513,0,3,0,3,3,0,0,0,1,0
8514,2,3,0,3,2,2,1,3,1,0
8515,0,3,0,3,2,0,0,0,0,0
8516,2,3,0,3,3,0,0,0,1,0
8517,2,1,2,3,2,1,1,2,2,0
8518,2,3,0,3,3,2,1,3,1,0
8519,2,3,0,3,3,2,1,3,1,0
8520,2,3,0,3,3,3,2,3,1,0
8521,0,3,0,3,3,0,0,0,1,0
8522,2,3,0,3,3,0,0,0,1,0
8523,2,3,0,3,3,2,1,2,1,0
8524,0,3,0,3,3,3,2,3,1,0
8525,2,3,0,3,3,0,0,0,1,0
8526,2,3,0,3,2,0,0,0,1,0
8527,2,3,0,3,3,0,0,0,0,0
8528,2,3,0,3,2,2,1,3,1,0
8529,2,3,0,3,3,1,1,3,2,1
8530,0,3,0,3,2,1,1,3,0,1
8531,2,3,0,3,3,2,1,3,1,0
8532,2,3,0,3,3,0,0,0,1,0
8533,2,3,0,3,3,1,1,2,2,0
8534,2,3,0,3,3,0,0,0,0,0
8535,0,3,0,3,3,0,0,0,1,0
8536,0,3,0,3,2,0,0,0,1,0
8537,2,3,0,3,3,0,0,0,1,0
8538,2,3,0,3,3,2,1,2,1,0
8539,0,3,0,3,3,0,0,0,2,0
8540,2,3,0,3,2,0,0,0,1,0
8541,2,3,0,3,3,2,1,3,1,0
8542,0,3,0,3,3,1,1,3,1,1
8543,2,3,0,3,2,1,1,2,2,0
8544,0,3,0,3,3,0,0,0,0,0
8545,2,2,3,3,3,1,1,2,2,0
8546,2,3,0,3,3,0,0,0,2,0
8547,2,3,0,3,3,2,1,2,1,0
8548,0,3,0,3,3,0,0,0,1,0
8549,0,3,0,3,3,0,0,0,1,0
8550,2,3,0,3,2,0,0,0,1,0
8551,0,3,0,3,2,2,1,2,1,0
8552,0,3,0,3,3,0,0,0,1,0
8553,0,3,0,3,2,1,1,3,2,0
8554,2,3,0,3,3,2,1,3,1,0
8555,2,3,0,3,2,2,1,2,0,0
8556,2,3,0,3,2,2,1,2,1,0
8557,0,3,0,3,3,0,0,0,0,1
8558,2,3,0,3,3,2,1,2,1,0
8559,2,3,0,3,3,0,0,0,0,0
8560,2,3,0,3,3,3,2,3,1,0
8561,0,3,0,3,3,0,0,0,2,0
8562,0,3,0,3,3,1,1,3,2,1
8563,2,3,0,3,3,0,0,0,1,1
8564,2,3,0,3,3,3,2,3,2,0
8565,2,3,0,3,3,1,1,3,2,1
8566,2,3,0,3,2,0,0,0,1,1
8567,2,3,0,3,3,0,0,0,2,0
8568,2,2,2,3,3,2,1,3,2,0
8569,2,3,0,3,3,3,2,2,1,0
8570,2,3,0,3,3,2,1,2,2,0
8571,0,3,0,3,3,3,2,3,1,0
8572,2,3,0,3,2,0,0,0,1,1
8573,2,3,0,3,3,2,1,3,1,0
8574,0,3,0,3,3,2,1,3,1,0
8575,2,2,3,3,3,1,1,2,2,0
8576,2,3,0,3,3,0,0,0,2,0
8577,2,3,0,3,3,2,1,3,2,0
8578,0,3,0,3,2,2,1,2,1,1
8579,2,3,0,3,3,2,1,2,2,0
8580,0,3,0,3,2,2,1,2,1,1
8581,2,3,0,3,3,3,2,3,1,0
8582,2,3,0,3,3,0,0,0,1,0
8583,0,3,0,3,3,0,0,0,2,1
8584,2,3,0,3,3,2,1,2,1,0
8585,2,3,0,3,3,2,1,2,1,0
8586,2,3,0,3,3,3,2,3,1,0
8587,2,3,0,3,3,0,0,0,1,0
8588,2,3,0,3,3,1,1,3,2,1
8589,2,3,0,3,3,2,1,2,1,0
8590,2,3,0,3,3,3,2,2,1,0
8591,2,2,3,3,3,2,1,2,2,0
8592,0,1,2,3,2,1,1,1,2,0
8593,2,3,0,3,3,0,0,0,0,1
8594,2,3,0,3,2,3,2,2,1,0
8595,2,2,3,3,3,2,1,3,1,0
8596,2,3,0,3,3,2,1,2,1,0
8597,2,3,0,3,3,2,1,2,1,0
8598,0,3,0,3,3,0,0,0,1,0
8599,2,3,0,3,2,0,0,0,1,0
8600,2,3,0,3,2,2,1,2,1,0
8601,2,3,0,3,3,0,0,0,0,0
8602,2,3,0,3,3,2,1,3,2,0
8603,2,3,0,3,3,1,1,3,2,1
8604,0,3,0,3,2,3,1,3,0,1
8605,0,3,0,3,3,0,0,0,1,0
8606,2,3,0,3,2,0,0,0,1,0
8607,0,3,0,3,2,1,1,3,1,1
8608,2,3,0,3,3,2,1,3,1,1
8609,2,3,0,3,3,2,1,2,1,0
8610,0,3,0,3,2,2,1,3,1,0
8611,2,3,0,3,3,1,1,3,2,0
8612,2,3,0,3,2,0,0,0,2,1
8613,2,3,0,3,3,0,0,0,0,0
8614,2,3,0,3,2,0,0,0,2,0
8615,2,3,0,3,3,0,0,0,1,0
8616,2,3,0,3,3,1,1,3,2,0
8617,2,3,0,3,3,2,1,2,1,0
8618,2,3,0,3,2,2,1,3,1,0
8619,0,3,0,3,2,0,0,0,0,0
8620,2,3,0,3,3,0,0,0,1,0
8621,2,3,0,3,3,0,0,0,1,0
8622,0,3,0,3,2,0,0,0,2,0
8623,2,3,0,3,3,0,0,0,0,0
8624,2,3,0,3,2,2,1,3,1,0
8625,0,3,0,3,2,1,1,3,2,0
8626,2,3,0,3,3,0,0,0,2,0
8627,2,3,0,3,2,0,0,0,1,0
8628,2,3,0,3,3,2,1,2,0,0
8629,2,3,0,3,3,2,1,2,1,0
8630,2,3,0,3,3,2,1,2,2,0
8631,2,3,0,3,3,0,0,0,1,0
8632,0,3,0,3,2,1,1,3,2,1
8633,0,3,0,3,2,1,1,3,0,0
8634,2,3,0,3,3,2,1,2,1,0
8635,0,3,0,3,3,3,2,2,1,0
8636,0,3,0,3,3,0,0,0,1,0
8637,0,3,0,3,3,2,1,2,1,0
8638,0,3,0,3,3,2,1,3,2,0
8639,0,3,0,3,2,0,0,0,1,0
8640,2,3,0,3,3,3,2,2,0,0
8641,2,3,0,3,3,2,1,2,1,0
8642,2,3,0,3,3,1,1,2,1,0
8643,0,3,0,3,3,3,2,3,1,0
8644,2,3,0,3,3,2,1,2,1,0
8645,2,3,0,3,3,0,0,0,0,0
8646,2,3,0,3,3,3,2,2,2,0
8647,2,2,3,3,3,2,1,2,1,0
8648,2,2,2,3,3,2,1,3,2,0
8649,2,3,0,3,3,3,2,2,1,0
8650,2,3,0,3,3,2,1,2,2,0
8651,0,3,0,3,3,3,2,3,1,0
8652,2,3,0,3,3,2,1,3,1,0
8653,2,3,0,3,3,0,0,0,1,0
8654,2,3,0,3,3,2,1,2,1,0
8655,2,3,0,3,2,0,0,0,1,0
8656,0,1,2,3,2,1,1,2,2,0
8657,0,3,0,3,3,0,0,0,1,0
8658,0,3,0,3,3,2,1,2,1,0
8659,0,3,0,3,3,2,1,3,1,0
8660,0,3,0,3,3,0,0,0,1,0
8661,2,3,0,3,2,0,0,0,1,0
8662,2,2,3,3,3,2,1,2,2,0
8663,2,3,0,3,3,0,0,0,1,0
8664,0,3,0,3,2,1,1,3,2,0
8665,0,3,0,3,2,0,0,0,2,0
8666,2,3,0,3,3,3,2,3,1,0
8667,0,3,0,3,3,0,0,0,2,0
8668,2,3,0,3,3,1,1,3,2,1
8669,2,3,0,3,3,0,0,0,2,1
8670,1,3,0,2,2,2,1,2,2,1
8671,2,3,0,2,1,0,0,0,2,1
8672,0,3,0,3,1,2,1,3,1,1
8673,0,3,0,2,1,2,1,3,1,1
8674,0,3,0,2,1,1,1,3,2,1
8675,0,3,0,2,1,0,0,0,1,1
8676,0,3,0,2,1,2,1,3,2,1
8677,0,3,0,2,1,1,1,3,1,1
8678,0,3,0,3,1,0,0,0,2,1
8679,0,3,0,2,1,2,1,3,1,1
8680,0,3,0,3,1,2,1,3,1,1
8681,0,1,3,2,1,0,0,0,2,1
8682,0,3,0,2,2,0,0,0,1,1
8683,0,3,0,2,1,2,1,2,1,1
8684,0,3,0,2,3,1,1,3,2,1
8685,0,3,0,3,1,0,0,0,1,1
8686,2,3,0,2,1,2,1,2,2,1
8687,0,3,0,3,2,0,0,0,2,1
8688,0,3,0,2,1,2,1,3,1,1
8689,0,3,0,2,1,2,1,3,1,1
8690,0,3,0,3,1,2,1,3,0,1
8691,0,3,0,2,1,2,1,2,1,1
8692,2,3,0,3,1,2,1,3,1,1
8693,2,3,0,3,3,2,1,3,0,1
8694,2,3,0,3,3,3,2,2,0,2
8695,2,3,0,3,3,0,0,0,1,2
8696,2,3,0,3,1,2,1,2,0,1
8697,2,2,1,3,2,0,0,0,2,2
8698,1,3,0,3,2,0,0,0,2,2
8699,2,3,0,3,2,0,0,0,1,1
8700,0,1,3,2,1,0,0,0,2,0
8701,1,3,0,2,1,0,0,0,2,1
8702,0,3,0,3,2,2,1,3,2,1
8703,0,3,0,3,2,2,1,3,2,1
8704,1,3,0,2,3,2,1,3,2,1
8705,0,1,3,2,1,0,0,0,2,1
8706,0,3,0,3,1,0,0,0,2,1
8707,0,3,0,3,1,0,0,0,1,1
8708,1,1,3,3,1,0,0,0,1,0
8709,2,3,0,3,2,2,1,3,2,1
8710,0,3,0,3,2,2,1,3,2,1
8711,2,1,3,3,2,0,0,0,1,0
8712,0,3,0,2,1,2,1,3,2,1
8713,1,3,0,2,1,2,1,3,2,1
8714,0,1,3,3,2,0,0,0,1,1
8715,0,3,0,2,1,2,1,3,1,1
8716,0,3,0,3,1,0,0,0,1,1
8717,0,3,0,2,2,1,1,3,2,1
8718,0,3,0,3,3,0,0,0,2,1
8719,0,2,3,2,2,2,1,3,1,1
8720,0,3,0,2,2,0,0,0,2,1
8721,1,3,0,2,1,2,1,3,2,1
8722,1,3,0,2,1,2,1,3,0,1
8723,1,3,0,1,3,1,1,3,1,0
8724,1,3,0,1,3,3,2,2,1,0
8725,1,3,0,1,3,2,1,1,1,0
8726,1,3,0,1,3,2,1,3,2,0
8727,0,3,0,1,3,3,2,2,0,0
8728,1,3,0,1,3,2,1,2,1,0
8729,1,3,0,1,3,2,1,2,1,0
8730,1,3,0,1,3,2,1,3,1,0
8731,1,3,0,1,3,3,1,2,1,0
8732,1,3,0,1,3,3,2,2,1,0
8733,1,3,0,1,3,1,1,2,1,0
8734,1,3,0,1,3,0,0,0,1,0
8735,1,3,0,1,3,2,1,2,1,0
8736,0,3,0,1,3,2,1,2,1,0
8737,1,3,0,1,3,0,0,0,1,0
8738,1,3,0,1,3,1,1,3,2,0
8739,1,3,0,1,3,3,2,1,2,0
8740,1,3,0,1,3,2,1,2,2,0
8741,1,3,0,1,3,3,1,2,1,0
8742,1,3,0,1,3,3,2,1,1,0
8743,2,3,0,3,1,2,1,2,0,0
8744,0,1,2,3,3,1,1,2,0,0
8745,0,3,0,3,3,3,1,3,0,0
8746,1,3,0,1,3,2,1,2,1,0
8747,1,3,0,1,3,2,1,2,1,0
8748,2,1,3,3,3,2,1,3,0,0
8749,2,3,0,3,3,2,1,3,0,0
8750,2,3,0,3,3,2,1,2,0,0
8751,2,3,0,3,3,2,1,3,0,0
8752,1,3,0,1,3,2,1,2,1,0
8753,0,3,0,3,3,0,0,0,0,0
8754,0,3,0,3,3,0,0,0,0,0
8755,0,3,0,3,2,2,1,2,0,0
8756,2,3,0,3,2,2,1,3,0,0
8757,0,3,0,3,2,2,1,3,0,0
8758,2,3,0,3,3,2,1,3,0,0
8759,1,3,0,1,3,2,1,3,1,0
8760,1,3,0,1,3,0,0,0,1,0
8761,1,3,0,2,3,2,1,2,1,0
8762,1,3,0,1,3,2,1,3,1,0
8763,0,3,0,2,3,1,1,1,1,0
8764,0,3,0,3,3,3,1,2,1,0
8765,2,3,0,3,3,2,1,2,0,0
8766,0,3,0,3,3,1,1,3,0,0
8767,2,3,0,3,2,2,1,3,0,0
8768,1,3,0,1,3,3,2,2,1,0
8769,1,3,0,1,3,0,0,0,1,0
8770,2,3,0,3,3,2,1,2,0,0
8771,0,3,0,3,3,3,1,2,0,0
8772,0,3,0,3,3,0,0,0,0,0
8773,2,3,0,3,3,0,0,0,0,0
8774,1,3,0,1,3,2,1,2,1,0
8775,0,3,0,1,3,2,1,2,1,0
8776,1,3,0,1,3,0,0,0,1,0
8777,1,3,0,1,3,2,1,2,1,0
8778,1,3,0,1,3,2,1,3,1,0
8779,1,3,0,1,3,2,1,1,1,0
8780,1,3,0,1,3,2,1,2,1,0
8781,1,3,0,1,3,2,1,2,1,0
8782,1,3,0,1,3,2,1,2,1,0
8783,1,3,0,1,3,1,1,3,1,0
8784,1,3,0,1,3,0,0,0,1,0
8785,1,3,0,1,3,0,0,0,1,0
8786,0,3,0,3,1,0,0,0,1,1
8787,0,3,0,3,1,2,1,3,0,0
8788,2,3,0,2,1,2,1,3,2,0
8789,2,3,0,3,1,1,1,3,0,0
8790,0,3,0,2,1,0,0,0,1,1
8791,0,3,0,3,1,2,1,3,1,0
8792,0,3,0,2,1,3,1,3,1,0
8793,0,3,0,2,1,0,0,0,1,0
8794,0,3,0,3,1,2,1,3,2,0
8795,0,3,0,3,1,0,0,0,1,1
8796,0,3,0,2,1,0,0,0,1,1
8797,0,3,0,3,1,3,2,3,0,0
8798,0,3,0,2,1,2,1,3,0,1
8799,0,3,0,2,1,2,1,3,2,1
8800,0,3,0,2,1,2,1,3,0,0
8801,0,3,0,3,1,2,1,3,1,0
8802,2,3,0,2,1,0,0,0,1,0
8803,0,3,0,3,1,3,2,3,0,0
8804,0,3,0,3,1,2,1,3,0,0
8805,0,3,0,3,1,2,1,3,1,0
8806,0,3,0,3,1,0,0,0,2,0
8807,0,3,0,3,2,2,1,3,1,1
8808,0,3,0,3,1,1,1,2,1,0
8809,0,3,0,2,1,0,0,0,1,0
8810,0,3,0,2,1,2,1,3,0,1
8811,2,3,0,3,1,0,0,0,2,1
8812,2,3,0,3,1,0,0,0,0,0
8813,0,3,0,3,1,0,0,0,1,1
8814,0,3,0,3,1,2,1,3,1,0
8815,0,1,1,3,1,1,1,3,2,0
8816,2,3,0,3,1,0,0,0,0,0
8817,0,3,0,3,1,0,0,0,1,0
8818,0,3,0,3,1,0,0,0,1,1
8819,0,3,0,3,1,1,1,3,2,0
8820,2,3,0,3,1,0,0,0,0,0
8821,2,3,0,3,1,2,1,3,0,1
8822,2,2,1,3,1,0,0,0,1,1
8823,0,3,0,2,3,2,1,3,2,1
8824,0,3,0,2,2,2,1,3,1,1
8825,1,3,0,2,3,2,1,3,1,1
8826,0,3,0,2,1,2,1,2,1,2
8827,1,2,3,2,2,1,1,2,1,1
8828,0,3,0,3,3,0,0,0,1,1
8829,0,2,3,2,2,3,1,2,1,1
8830,0,2,3,2,2,0,0,0,1,1
8831,0,2,3,2,3,0,0,0,1,1
8832,0,2,3,2,3,0,0,0,2,2
8833,2,2,3,2,2,0,0,0,0,0
8834,0,3,0,3,2,1,1,3,2,1
8835,0,3,0,2,2,2,1,3,1,2
8836,1,3,0,2,2,2,1,3,1,1
8837,0,3,0,2,3,0,0,0,1,1
8838,0,3,0,3,2,1,1,2,0,1
8839,2,3,0,3,1,2,1,2,0,2
8840,2,3,0,3,1,2,1,2,0,1
8841,0,3,0,3,2,1,1,3,1,2
8842,0,2,2,2,2,2,1,2,0,2
8843,0,3,0,3,2,1,1,3,1,1
8844,0,2,2,3,3,3,1,3,0,1
8845,0,3,0,2,3,0,0,0,1,1
8846,0,3,0,2,2,2,1,3,0,2
8847,1,1,3,3,3,0,0,0,1,1
8848,0,3,0,2,2,2,1,3,0,2
8849,0,3,0,3,3,0,0,0,0,1
8850,0,3,0,3,2,2,1,3,1,2
8851,0,3,0,2,2,0,0,0,1,1
8852,0,2,2,2,3,0,0,0,1,1
8853,0,3,0,3,2,1,1,3,2,1
8854,2,2,3,3,1,0,0,0,1,1
8855,0,3,0,3,3,1,1,3,2,1
8856,0,3,0,3,3,2,1,2,0,2
8857,0,3,0,3,2,2,1,3,2,1
8858,0,1,2,3,3,0,0,0,0,1
8859,0,3,0,3,3,2,1,2,2,2
8860,2,2,1,2,1,0,0,0,0,2
8861,0,3,0,3,3,0,0,0,1,1
8862,2,3,0,3,2,2,1,1,2,2
8863,0,3,0,2,3,0,0,0,1,2
8864,0,3,0,3,3,2,1,1,1,1
8865,2,3,0,3,3,0,0,0,2,2
8866,2,3,0,3,3,2,1,1,1,2
8867,0,3,0,3,3,2,1,2,1,2
8868,2,3,0,3,3,3,2,1,1,2
8869,2,3,0,3,3,0,0,0,1,2
8870,0,3,0,3,3,0,0,0,1,2
8871,2,1,2,3,3,0,0,0,1,2
8872,2,3,0,3,3,0,0,0,1,1
8873,0,3,0,3,3,2,1,3,1,2
8874,0,3,0,3,3,0,0,0,1,0
8875,2,3,0,3,1,0,0,0,2,1
8876,0,3,0,2,3,2,1,2,1,2
8877,0,3,0,3,3,2,1,1,1,2
8878,2,1,2,3,3,0,0,0,2,2
8879,2,3,0,3,3,0,0,0,1,2
8880,2,3,0,3,3,0,0,0,1,1
8881,0,3,0,3,3,2,1,1,1,2
8882,0,3,0,3,3,2,1,1,1,2
8883,0,3,0,3,3,2,1,1,1,2
8884,2,3,0,3,3,3,2,2,1,1
8885,0,3,0,3,3,0,0,0,1,1
8886,0,3,0,3,3,0,0,0,1,2
8887,2,3,0,3,3,2,1,2,1,1
8888,0,3,0,3,3,2,1,1,1,2
8889,0,3,0,3,3,0,0,0,1,1
8890,0,3,0,2,3,2,1,1,1,2
8891,0,3,0,3,3,0,0,0,1,1
8892,2,3,0,3,3,2,1,1,1,1
8893,2,3,0,3,3,0,0,0,1,2
8894,0,3,0,3,3,2,1,1,1,2
8895,0,3,0,3,3,3,2,1,1,2
8896,2,3,0,3,2,0,0,0,1,2
8897,2,3,0,3,3,2,1,2,1,2
8898,0,3,0,3,3,3,2,1,1,2
8899,0,3,0,3,1,0,0,0,2,1
8900,2,3,0,3,2,0,0,0,1,2
8901,2,3,0,3,3,2,1,3,1,2
8902,2,3,0,3,3,3,2,1,1,2
8903,0,3,0,3,3,0,0,0,1,2
8904,2,3,0,3,3,2,1,1,1,1
8905,0,3,0,3,3,3,2,1,2,2
8906,2,3,0,2,3,0,0,0,1,0
8907,2,3,0,3,3,2,1,3,1,1
8908,2,3,0,3,3,2,1,3,1,2
8909,2,3,0,3,3,3,1,1,1,1
8910,2,3,0,3,3,3,1,1,1,1
8911,2,3,0,3,3,3,2,1,2,2
8912,2,3,0,3,3,2,1,1,1,2
8913,2,3,0,3,3,2,1,1,2,2
8914,2,3,0,3,3,2,1,2,1,2
8915,2,3,0,2,3,2,1,1,2,2
8916,2,3,0,3,3,0,0,0,1,2
8917,2,3,0,3,2,2,1,1,1,1
8918,2,3,0,3,3,3,2,1,2,2
8919,2,3,0,3,3,0,0,0,1,2
8920,2,3,0,3,3,2,1,1,1,2
8921,0,3,0,3,3,0,0,0,2,2
8922,2,3,0,3,3,0,0,0,1,2
8923,0,3,0,3,3,2,1,1,1,2
8924,0,2,1,3,3,2,1,1,1,2
8925,0,3,0,3,1,0,0,0,2,2
8926,0,3,0,3,2,2,1,1,1,2
8927,0,3,0,2,3,0,0,0,2,2
8928,2,1,2,2,3,0,0,0,2,2
8929,0,3,0,2,2,2,1,3,1,1
8930,2,3,0,2,2,0,0,0,2,1
8931,0,3,0,2,1,0,0,0,2,2
8932,0,3,0,2,2,3,2,1,2,1
8933,0,3,0,2,2,2,1,2,1,2
8934,0,2,1,2,2,2,1,2,1,2
8935,2,3,0,3,3,0,0,0,2,2
8936,0,3,0,2,2,0,0,0,1,2
8937,0,3,0,3,2,0,0,0,1,2
8938,2,3,0,3,3,3,2,2,2,2
8939,2,3,0,3,3,0,0,0,1,2
8940,0,3,0,2,2,2,1,2,2,2
8941,2,3,0,3,3,0,0,0,2,2
8942,2,3,0,3,3,2,1,1,1,2
8943,0,3,0,2,2,2,1,1,1,1
8944,0,3,0,2,1,0,0,0,1,2
8945,2,3,0,3,3,2,1,1,2,2
8946,2,2,1,3,3,0,0,0,2,2
8947,0,3,0,3,3,0,0,0,1,2
8948,2,3,0,3,3,3,2,1,2,2
8949,0,3,0,3,3,2,1,3,1,2
8950,0,3,0,3,3,2,1,1,2,2
8951,2,3,0,3,2,2,1,3,2,2
8952,2,3,0,3,3,2,1,2,1,1
8953,0,3,0,3,3,0,0,0,1,1
8954,2,3,0,3,3,2,1,3,1,2
8955,2,3,0,3,3,2,1,1,1,2
8956,2,3,0,3,3,0,0,0,2,2
8957,2,3,0,3,3,2,1,2,2,2
8958,0,3,0,3,2,2,1,1,1,2
8959,0,3,0,3,3,2,1,2,1,2
8960,0,3,0,3,3,2,1,1,1,2
8961,2,3,0,3,3,0,0,0,1,1
8962,0,3,0,3,2,0,0,0,1,0
8963,0,3,0,3,2,0,0,0,0,0
8964,0,3,0,3,2,2,1,2,0,0
8965,0,2,2,3,2,1,1,2,2,2
8966,0,3,0,3,2,0,0,0,1,0
8967,0,3,0,3,2,0,0,0,2,0
8968,2,3,0,2,1,0,0,0,0,0
8969,0,3,0,3,2,0,0,0,0,0
8970,0,3,0,3,2,0,0,0,1,0
8971,0,3,0,3,2,2,1,3,0,1
8972,0,3,0,2,2,2,1,2,0,1
8973,0,3,0,3,2,0,0,0,0,0
8974,0,3,0,3,2,2,1,2,0,0
8975,0,2,3,1,1,1,1,3,2,0
8976,0,3,0,2,2,0,0,0,1,0
8977,0,3,0,3,2,0,0,0,0,0
8978,0,2,1,3,2,0,0,0,2,1
8979,0,1,2,3,2,1,1,3,2,1
8980,0,3,0,3,2,0,0,0,0,0
8981,0,1,2,3,2,3,2,2,1,0
8982,0,3,0,3,2,0,0,0,2,0
8983,0,3,0,3,2,0,0,0,0,0
8984,0,3,0,3,2,0,0,0,0,0
8985,0,3,0,3,2,2,1,3,0,1
8986,0,3,0,2,2,0,0,0,0,0
8987,0,3,0,2,2,2,1,2,0,0
8988,0,3,0,3,3,0,0,0,1,0
8989,0,1,1,3,2,1,1,2,1,0
8990,1,2,1,3,1,2,1,2,0,0
8991,0,3,0,3,2,3,2,2,1,0
8992,0,3,0,3,2,1,1,3,0,0
8993,0,1,2,3,2,1,1,1,1,0
8994,0,3,0,3,2,0,0,0,2,0
8995,0,2,2,3,2,3,1,2,2,0
8996,0,3,0,2,2,3,1,3,0,0
8997,0,3,0,3,2,3,1,2,0,0
8998,0,2,2,3,2,0,0,0,0,1
8999,0,2,2,3,2,3,1,2,1,0
9000,0,3,0,3,1,3,1,3,0,0
9001,0,2,1,3,2,2,1,3,0,1
9002,0,2,2,3,2,3,1,2,2,0
9003,0,3,0,3,2,0,0,0,0,1
9004,0,3,0,3,2,0,0,0,2,0
9005,0,3,0,3,3,0,0,0,1,0
9006,0,2,3,2,2,0,0,0,1,0
9007,0,2,2,3,2,2,1,2,0,0
9008,0,3,0,3,2,0,0,0,0,0
9009,1,3,0,3,2,3,1,2,1,0
9010,0,2,3,1,3,3,1,3,1,1
9011,0,3,0,3,3,0,0,0,0,0
