iter	RMSE
268	6.615286187
269	6.613114527
270	6.611117789
271	6.608792473
272	6.606224358
273	6.604142755
274	6.602781451
275	6.601258916
276	6.599598413
277	6.597557822
278	6.596546228
279	6.594426723
280	6.592420712
281	6.590507161
282	6.588472819
283	6.585736822
284	6.584811794
285	6.582949566
286	6.582161606
287	6.580102715
288	6.578325191
289	6.576153432
290	6.574175157
291	6.571443731
292	6.568997158
293	6.567013622
294	6.564823789
295	6.563339475
296	6.561526748
297	6.559928643
298	6.559123664
299	6.557857108
300	6.556335689
301	6.555059129
302	6.553193725
303	6.551465682
304	6.549059716
305	6.547368348
306	6.544971852
307	6.542808183
308	6.540676859
309	6.539155799
310	6.53691758
311	6.535099517
312	6.532453133
313	6.530228088
314	6.529052001
315	6.526681987
316	6.524880697
317	6.523296191
318	6.52181739
319	6.520033747
320	6.518120734
321	6.515975252
322	6.514375679
323	6.511790848
324	6.510443415
325	6.508984687
326	6.506806848
327	6.50529967
328	6.50306172
329	6.501017434
330	6.499379637
331	6.497149292
332	6.49515693
333	6.49273651
334	6.490712297
335	6.488405054
336	6.486667076
337	6.485168084
338	6.483491953
339	6.482236456
340	6.480828647
341	6.478932608
342	6.478043249
343	6.476024995
344	6.474517123
345	6.473071386
346	6.471352163
347	6.469329268
348	6.467055375
349	6.465594815
350	6.463631874
351	6.46133288
352	6.459267678
353	6.457441816
354	6.456593442
355	6.45493363
356	6.452964018
357	6.450757397
358	6.448217382
359	6.446485798
360	6.444653308
361	6.442830384
362	6.44151601
363	6.439596873
364	6.438210874
365	6.436175563
366	6.434699862
367	6.432762435
368	6.431513293
369	6.430157284
370	6.428004151
371	6.426092079
372	6.424914416
373	6.423153689
374	6.421178456
375	6.419408139
376	6.417459181
377	6.415681313
378	6.413991686
379	6.412824113
380	6.41072069
381	6.409470002
382	6.407574477
383	6.405784543
384	6.40424529
385	6.402941699
386	6.401900085
387	6.400105911
388	6.398929462
389	6.397220956
390	6.39545902
391	6.393018769
392	6.390819147
393	6.389754528
394	6.388226356
395	6.386311213
396	6.384979957
397	6.383804224
398	6.382076797
399	6.380043037
400	6.378248163
401	6.377134319
402	6.37578558
403	6.373545458
404	6.371839305
405	6.370212848
406	6.368057316
407	6.366028656
408	6.364035189
409	6.362212265
410	6.360436893
411	6.358678771
412	6.356620225
413	6.355237207
414	6.353082217
415	6.351039089
416	6.349749809
417	6.348057835
418	6.346953426
419	6.345775286
420	6.344796244
421	6.342852638
422	6.341747065
423	6.339998613
424	6.338279643
425	6.33680442
426	6.336207981
427	6.334684139
428	6.333156781
429	6.331298854
430	6.329301013
431	6.328615005
432	6.326469995
433	6.32441058
434	6.32307773
435	6.32171468
436	6.320323157
437	6.318700781
438	6.3172285
439	6.315500138
440	6.313957183
441	6.312696467
442	6.311459099
443	6.309286669
444	6.307916091
445	6.306186887
446	6.304472488
447	6.302589815
448	6.300954091
449	6.299924939
450	6.298782322
451	6.297732788
452	6.296694722
453	6.295658114
454	6.294230643
455	6.29283396
456	6.291007945
457	6.289917821
458	6.288087657
459	6.286507056
460	6.285247471
461	6.283971048
462	6.283040438
463	6.282028309
464	6.280275291
465	6.278236913
466	6.277153442
467	6.275130009
468	6.273930985
469	6.273324028
470	6.271388557
471	6.269835002
472	6.267813055
473	6.266334138
474	6.264954042
475	6.263810291
476	6.262674738
477	6.260871728
478	6.259913515
479	6.258757354
480	6.256825826
481	6.255188876
482	6.254073088
483	6.251874675
484	6.251002355
485	6.249316969
486	6.248145326
487	6.246245026
488	6.245328216
489	6.244311929
490	6.242510448
491	6.240978526
492	6.24001801
493	6.23835956
494	6.237155438
495	6.235534761
496	6.234418364
497	6.233464872
498	6.232087687
499	6.230507896
500	6.228905341
501	6.228218587
502	6.227152807
503	6.225508073
504	6.224456982
505	6.222368562
506	6.220925663
507	6.21963745
508	6.217888157
509	6.216102381
510	6.214467436
511	6.213537175
512	6.211649328
513	6.210531805
514	6.208918827
515	6.207651687
516	6.206210605
517	6.2045917
518	6.202859704
519	6.201260953
520	6.199341461
521	6.198034464
522	6.196353325
523	6.194423383
524	6.193199835
525	6.192267938
526	6.19110317
527	6.189252194
528	6.187212372
529	6.185319207
530	6.183561455
531	6.181753704
532	6.180062773
533	6.179330416
534	6.177529711
535	6.175997837
536	6.174124195
537	6.172839765
538	6.171986745
539	6.170526394
540	6.169153434
541	6.167995633
542	6.166474238
543	6.165124413
544	6.163867654
545	6.162632741
546	6.16206924
547	6.160212155
548	6.158807028
549	6.157419296
550	6.15588539
551	6.154518266
552	6.152945882
553	6.151477805
554	6.149675047
555	6.148303378
556	6.147349036
557	6.14643538
558	6.14520137
559	6.14418028
560	6.142337787
561	6.141443003
562	6.139653677
563	6.138019909
564	6.136189985
565	6.135403149
566	6.13429001
567	6.133160244
568	6.131545443
569	6.130433555
570	6.128692885
571	6.127251174
572	6.12616088
573	6.125451203
574	6.123963747
575	6.123491039
576	6.121661914
577	6.119687717
578	6.118300154
579	6.116875046
580	6.115453797
581	6.114270052
582	6.112744893
583	6.110801068
584	6.108891096
585	6.107753257
586	6.106586715
587	6.104961277
588	6.103676891
589	6.101742226
590	6.100391726
591	6.098928688
592	6.097739556
593	6.09656875
594	6.095716208
595	6.093696906
596	6.092239043
597	6.091066176
598	6.089972058
599	6.08890118
600	6.087483408
601	6.086203731
602	6.084747306
603	6.083220546
604	6.081715955
605	6.080572881
606	6.078416679
607	6.076817506
608	6.075890844
609	6.074476597
610	6.073539891
611	6.071958889
612	6.070913429
613	6.069092127
614	6.068104042
615	6.06625466
616	6.065789726
617	6.064173785
618	6.062885
619	6.062388339
620	6.060408474
621	6.059361667
622	6.058307616
623	6.057199253
624	6.056249777
625	6.054729638
626	6.052833164
627	6.051827941
628	6.050312376
629	6.048958681
630	6.047711043
631	6.046441541
632	6.046059851
633	6.044727053
634	6.0436331
635	6.041980858
636	6.040418411
637	6.039754041
638	6.038709262
639	6.037700045
640	6.036898218
641	6.035341979
642	6.033061945
643	6.031571561
644	6.029928087
645	6.028333073
646	6.027214717
647	6.02565971
648	6.024126859
649	6.022942628
650	6.02166377
651	6.020150258
652	6.01907294
653	6.017779604
654	6.016233078
655	6.014542322
656	6.013327705
657	6.011550987
658	6.009918489
659	6.008769772
660	6.007304247
661	6.005729302
662	6.004842178
663	6.003884283
664	6.00261962
665	6.001260134
666	5.999973083
667	5.998862385
668	5.997936909
669	5.996750101
670	5.995587769
671	5.994648406
672	5.993385695
673	5.991952315
674	5.990791705
675	5.989262891
676	5.987905462
677	5.986409729
678	5.984676847
679	5.983247587
680	5.982149309
681	5.980708347
682	5.979219215
683	5.977627292
684	5.97697892
685	5.975758883
686	5.974794071
687	5.97320056
688	5.97225345
689	5.971312384
690	5.970085433
691	5.969258623
692	5.968185836
693	5.967132914
694	5.965910433
695	5.965050392
696	5.963227415
697	5.962127938
698	5.960598095
699	5.958951968
700	5.95761466
701	5.956519169
702	5.95474223
703	5.953150254
704	5.952027639
705	5.9506608
706	5.949547501
707	5.948670806
708	5.947690214
709	5.947202607
710	5.9460289
711	5.944671286
712	5.943248535
713	5.941879898
714	5.940415059
715	5.939004905
716	5.938187722
717	5.936810579
718	5.935854102
719	5.934262438
720	5.933142228
721	5.932079606
722	5.930545504
723	5.929383632
724	5.928473876
725	5.927479631
726	5.926123455
727	5.92467861
728	5.923948974
729	5.923036441
730	5.922102568
731	5.921269967
732	5.919681923
733	5.917969948
734	5.916439553
735	5.915282425
736	5.914439515
737	5.91298763
738	5.911595388
739	5.910784275
740	5.90975201
741	5.908487904
742	5.906792718
743	5.905693553
744	5.904243194
745	5.903566888
746	5.902497428
747	5.90135665
748	5.899880376
749	5.898532628
750	5.897707995
751	5.896619121
752	5.89484119
753	5.893841173
754	5.892130874
755	5.890537733
756	5.88986819
757	5.888339714
758	5.88748966
759	5.886738207
760	5.885666301
761	5.884103486
762	5.882895829
763	5.881982327
764	5.880539397
765	5.879457848
766	5.877943317
767	5.877288393
768	5.876302783
769	5.875722516
770	5.873991056
771	5.872896549
772	5.872478178
773	5.870959338
774	5.870052355
775	5.86903841
776	5.867770195
777	5.866992209
778	5.865599689
779	5.864140056
780	5.862744084
781	5.861216791
782	5.860109384
783	5.859094461
784	5.857779405
785	5.856649797
786	5.855138634
787	5.854799119
788	5.853904272
789	5.852362583
790	5.851684264
791	5.850019091
792	5.848298465
793	5.846861219
794	5.845183654
795	5.844094062
796	5.84255223
797	5.841772053
798	5.840127189
799	5.838807892
800	5.837165538
801	5.836130478
802	5.834509929
803	5.833698328
804	5.832206786
805	5.830905051
806	5.83023747
807	5.828417288
808	5.827599057
809	5.82641167
810	5.824886798
811	5.824130238
812	5.823034595
813	5.822306409
814	5.821002628
815	5.81976731
816	5.818222981
817	5.816478137
818	5.815108296
819	5.813420115
820	5.812607066
821	5.810968409
822	5.809686323
823	5.808017504
824	5.806580691
825	5.805849965
826	5.804664804
827	5.803788945
828	5.802374409
829	5.801121827
830	5.799792267
831	5.79830643
832	5.796459626
833	5.7958393
834	5.794701677
835	5.793785595
836	5.792481322
837	5.790817258
838	5.790125721
839	5.788873958
840	5.787571575
841	5.786739827
842	5.78578606
843	5.784801886
844	5.783325382
845	5.78290501
846	5.782227966
847	5.78102438
848	5.779355953
849	5.77800048
850	5.777232786
851	5.776649135
852	5.775763119
853	5.77403271
854	5.773105356
855	5.771760966
856	5.770949877
857	5.769402367
858	5.767732812
859	5.765991012
860	5.764671696
861	5.76367722
862	5.76288871
863	5.76204698
864	5.761660906
865	5.760299642
866	5.759241133
867	5.758284957
868	5.756790458
869	5.755872277
870	5.754315638
871	5.753247743
872	5.752582557
873	5.75089418
874	5.749598657
875	5.748597886
876	5.74789179
877	5.74636335
878	5.745169547
879	5.744378188
880	5.743885661
881	5.743141544
882	5.74244183
883	5.741568358
884	5.740899359
885	5.740050272
886	5.738617797
887	5.737152902
888	5.735725494
889	5.734897516
890	5.733784921
891	5.732580755
892	5.73142202
893	5.730481083
894	5.729556461
895	5.727964222
896	5.727009601
897	5.725677404
898	5.724174649
899	5.723248307
900	5.721920922
901	5.720917232
902	5.719699448
903	5.718394848
904	5.717354366
905	5.716370324
906	5.715122214
907	5.714486931
908	5.713293448
909	5.712205563
910	5.710515574
911	5.709520322
912	5.708007663
913	5.707220868
914	5.705801695
915	5.704533063
916	5.703332922
917	5.701967352
918	5.701019201
919	5.699773297
920	5.699104338
921	5.697537677
922	5.695947602
923	5.694984773
924	5.69334873
925	5.691715246
926	5.690373651
927	5.689074072
928	5.688024208
929	5.687031961
930	5.686211894
931	5.684774644
932	5.683338276
933	5.681941637
934	5.680813232
935	5.67942524
936	5.678119786
937	5.677240857
938	5.676076326
939	5.675209917
940	5.673775267
941	5.672861319
942	5.671654388
943	5.670898794
944	5.670137377
945	5.669286798
946	5.667874332
947	5.66654465
948	5.665762493
949	5.664936991
950	5.66385286
951	5.663369623
952	5.661869792
953	5.660495784
954	5.659757035
955	5.659018268
956	5.658003088
957	5.657435077
958	5.656525524
959	5.656180949
960	5.654998581
961	5.654302357
962	5.653036088
963	5.652099585
964	5.651372025
965	5.650734993
966	5.649603272
967	5.648099058
968	5.646838412
969	5.645799352
970	5.644780243
971	5.643675086
972	5.642428397
973	5.641533541
974	5.640243392
975	5.638970804
976	5.637797059
977	5.637374839
978	5.636134068
979	5.634789395
980	5.633156283
981	5.631644287
982	5.630284306
983	5.628949132
984	5.627523826
985	5.626292327
986	5.625453985
987	5.624842869
988	5.624150319
989	5.623032795
990	5.62183404
991	5.620519827
992	5.619733498
993	5.618290064
994	5.617034123
995	5.61617436
996	5.614861987
997	5.614276078
998	5.613177536
999	5.612184314
