,Q1,Q2B,Q3,Q6A3,Q6A6,Q6A8,Q6A9,Q6A11,Q8,Q9,Q11,Q12B1,Q12E1,Q12F1,Q13,Q15,Q17A1,Q18,Q20,Q21A,Q24B,Q28,Q32A4,Q34,Q37,Q40,Q41,Q42A,Q43,Q44A,Q45A3,Q47,Q47C,Q48,Q49,FAM1,MAR,DE2,DE3,DE7,DE8,DE9
4981,1,4,2,2,2,3,2,2,4,2,3,0,0,1,4,3,0,1,1,0,0,4.5,3.0,75,1,1,3,4,0,0,3,0,0,1,1,1,1,0,1,0,2,4
4982,1,4,2,2,2,2,2,2,4,2,3,0,0,1,4,3,0,1,1,0,0,4.5,3.0,80,1,1,3,4,0,0,3,0,0,1,2,1,1,0,1,0,2,4
4983,1,3,1,3,4,4,2,2,4,2,3,0,0,1,3,3,0,1,1,0,1,4.5,4.5,75,1,1,3,2,1,0,2,2,2,1,0,0,2,0,1,0,2,1
4984,0,4,1,2,2,2,2,2,3,2,3,0,0,1,3,3,0,1,1,0,0,4.5,3.0,80,1,2,3,2,0,0,2,2,1,1,1,0,2,0,1,0,2,3
4985,0,6,2,2,3,2,4,2,4,4,4,0,0,0,3,3,0,1,1,0,0,4.5,4.5,80,1,2,1,1,1,0,1,3,2,2,0,1,1,2,0,0,2,3
4986,1,4,0,2,2,2,2,2,3,2,4,0,0,1,4,4,0,1,0,0,0,3.0,3.0,80,2,1,3,2,0,0,3,0,0,2,0,1,2,0,0,0,2,4
4987,0,4,2,4,3,2,2,2,4,2,4,0,0,1,4,4,0,1,1,0,0,4.5,1.5,75,1,1,3,4,0,0,3,0,0,1,1,1,1,1,1,0,2,4
4988,0,4,2,2,4,4,3,3,3,2,3,0,0,1,4,3,0,1,1,0,0,3.0,3.0,75,1,1,3,2,2,0,3,2,3,2,2,1,1,1,1,0,3,1
4989,0,6,2,3,3,4,4,2,3,3,3,0,1,1,4,3,0,1,0,1,1,3.0,3.0,85,0,2,1,3,1,0,2,2,2,1,2,1,1,0,1,0,2,1
4990,0,4,2,2,2,2,2,3,4,3,4,0,1,1,3,3,0,1,1,0,1,3.0,1.5,50,1,1,3,3,0,0,2,2,2,2,1,1,1,2,0,0,3,3
4991,0,4,2,3,2,2,2,2,4,2,3,0,0,1,4,4,0,1,1,0,0,4.5,4.5,80,1,1,3,2,2,0,3,2,2,2,1,1,1,0,1,0,1,3
4992,0,4,2,2,2,2,2,2,4,2,3,0,1,1,4,4,0,1,1,0,0,4.5,1.5,80,1,1,3,3,0,0,3,2,1,2,2,1,1,0,1,0,1,1
4993,0,4,1,2,4,3,3,3,3,4,3,0,0,1,3,2,0,1,0,0,0,4.5,1.5,80,1,1,3,4,0,0,3,0,0,2,1,1,1,0,1,0,1,4
4994,1,6,1,3,4,3,2,4,3,4,3,1,1,1,4,3,1,1,1,1,3,4.5,1.5,70,2,2,1,1,0,2,3,1,3,0,2,1,1,0,1,0,3,1
4995,1,4,1,2,2,4,3,2,4,4,4,0,0,0,3,2,0,1,0,0,2,1.5,4.5,65,1,1,1,4,0,0,2,0,0,2,0,1,1,2,0,0,4,4
4996,0,4,2,2,2,2,2,2,4,3,3,0,0,1,3,3,0,1,1,0,0,4.5,3.0,80,1,1,2,3,0,0,2,2,1,2,1,1,1,1,1,0,2,1
4997,1,6,1,3,3,3,4,3,4,2,3,1,1,1,3,3,0,1,1,0,0,3.0,1.5,70,2,2,2,2,0,0,3,1,2,0,1,1,1,1,1,0,3,1
4998,0,6,0,4,3,2,4,4,3,2,4,0,0,1,4,3,0,1,1,0,1,3.0,1.5,80,2,2,2,4,0,0,1,0,0,0,1,1,1,0,1,0,3,4
4999,1,6,1,3,4,3,4,4,3,3,3,0,0,1,4,2,0,1,0,0,1,3.0,1.5,80,2,2,3,1,0,1,2,2,3,1,1,1,1,0,1,0,4,1
5000,0,3,0,2,2,2,2,2,3,2,3,0,0,1,3,3,0,1,0,0,1,1.5,3.0,75,2,1,3,2,1,0,1,2,1,1,1,1,3,0,1,0,4,3
5001,1,4,2,3,2,4,2,2,3,2,3,0,0,1,4,2,0,1,1,0,0,4.5,1.5,80,1,2,3,4,1,0,1,0,0,1,1,1,1,0,1,0,2,4
5002,1,4,2,2,4,2,3,2,3,2,3,0,1,1,4,3,0,1,1,0,0,4.5,3.0,80,1,1,3,3,2,0,1,2,2,1,2,1,1,0,1,0,2,1
5003,0,4,2,3,3,2,2,3,3,2,3,0,0,1,4,4,0,1,0,0,0,4.5,1.5,65,1,1,3,4,1,0,1,0,0,1,1,1,1,1,1,0,2,4
5004,1,6,1,2,2,2,2,2,3,3,2,0,0,0,3,2,0,1,0,0,2,3.0,3.0,80,1,2,1,4,0,0,3,0,0,1,1,1,4,2,0,0,4,4
5005,1,4,2,4,3,4,3,4,3,2,4,0,0,1,2,2,1,1,1,0,0,4.5,1.5,90,1,2,3,1,0,0,2,0,0,1,2,1,2,0,0,0,3,4
5006,0,4,2,4,3,4,3,4,2,4,3,0,1,1,4,3,0,1,1,1,1,3.0,1.5,90,0,2,1,3,1,2,1,2,3,1,2,1,1,0,1,0,3,1
5007,0,4,2,3,4,4,3,2,4,2,3,0,0,1,3,2,1,1,1,0,0,3.0,3.0,90,2,2,3,2,0,0,3,2,2,1,1,1,1,0,1,0,2,1
5008,1,3,2,2,3,3,3,4,3,2,4,0,0,1,3,3,0,1,0,0,0,1.5,3.0,70,1,2,2,1,0,2,2,2,2,1,1,1,2,0,1,0,4,3
5009,1,4,1,4,4,3,2,3,3,3,3,0,1,1,4,3,1,1,1,1,0,3.0,4.5,60,0,2,3,4,0,0,2,0,0,1,1,1,1,0,1,0,2,4
5010,0,4,1,2,2,3,2,3,3,2,3,0,0,1,2,3,0,1,1,0,0,3.0,3.0,85,1,1,3,3,2,0,2,2,2,1,2,0,2,0,1,0,3,1
5011,0,4,1,2,2,2,4,4,4,4,4,0,0,0,2,2,0,0,0,0,2,1.5,4.5,50,1,1,1,4,0,0,2,0,0,2,1,0,4,2,0,0,1,4
5012,0,6,0,2,3,2,2,2,4,4,2,0,0,0,2,2,0,0,0,0,2,1.5,1.5,70,1,1,1,4,1,0,2,0,0,2,0,0,4,2,0,0,4,4
5013,0,6,0,2,2,2,2,3,4,3,3,0,0,1,4,3,1,1,1,0,0,4.5,1.5,80,1,1,3,3,2,0,2,2,2,2,1,0,2,0,1,0,2,1
5014,0,4,2,3,2,4,3,3,3,3,4,0,0,1,4,3,0,1,1,1,0,3.0,1.5,90,1,2,3,4,1,0,2,0,0,0,2,1,1,1,1,0,2,4
5015,0,6,2,2,3,3,4,4,2,3,2,0,0,1,3,4,1,1,1,0,1,3.0,3.0,50,1,2,1,2,0,0,2,2,3,2,2,1,1,1,1,0,2,1
5016,0,6,0,4,4,4,4,4,2,2,4,0,0,1,3,2,0,1,0,1,0,1.5,3.0,50,1,2,3,4,0,2,2,0,0,0,1,1,1,0,1,0,3,4
5017,1,3,0,3,4,3,4,3,2,2,4,0,0,1,3,2,1,1,0,1,1,1.5,3.0,70,1,2,2,3,1,0,2,0,0,0,2,1,2,0,1,0,5,4
5018,0,6,2,3,4,4,4,4,2,2,4,0,0,1,3,2,0,1,0,0,0,3.0,1.5,80,1,2,3,1,0,0,2,3,3,2,2,1,1,1,0,0,3,3
5019,1,4,0,4,4,4,4,4,2,3,4,1,0,1,3,2,1,1,0,1,0,3.0,3.0,80,1,2,1,4,0,0,2,0,0,0,2,1,1,0,1,0,3,4
5020,1,6,1,3,3,2,3,4,2,2,3,0,0,1,3,3,1,0,0,1,1,1.5,3.0,90,1,2,3,1,0,3,1,2,2,0,1,0,2,0,1,0,3,3
5021,0,6,0,3,3,3,4,4,2,4,2,0,0,0,3,3,0,0,0,0,1,1.5,3.0,85,1,1,3,1,0,0,3,2,2,2,0,0,3,2,0,0,4,3
5022,0,6,1,3,4,4,4,4,3,4,4,1,0,1,3,4,1,1,0,1,0,3.0,3.0,80,1,2,3,2,1,0,2,2,2,0,2,1,1,0,1,0,3,3
5023,0,4,2,3,3,3,4,3,2,2,4,0,0,0,3,2,0,1,0,0,1,3.0,1.5,90,1,1,2,1,2,0,3,2,1,0,1,1,1,1,0,0,2,3
5024,1,6,0,4,4,4,4,4,2,2,2,1,1,1,2,2,1,1,0,1,1,1.5,1.5,90,1,1,3,3,2,0,1,2,3,2,2,1,2,0,1,0,2,1
5025,0,6,1,2,4,3,4,3,2,4,4,0,0,0,3,4,0,1,0,0,0,1.5,3.0,75,1,2,1,1,0,0,1,3,1,1,1,1,1,2,0,0,3,3
5026,1,6,0,4,4,4,4,4,2,3,4,0,0,1,3,2,1,1,0,1,5,1.5,3.0,90,1,2,3,3,2,0,2,0,0,0,2,1,2,0,1,0,4,4
5027,1,6,2,2,3,4,4,3,2,2,3,1,0,1,3,2,1,1,0,1,1,4.5,1.5,80,1,2,3,3,0,0,2,2,2,2,2,1,2,0,1,0,2,1
5028,0,2,2,3,3,3,4,4,2,4,4,0,0,1,2,2,0,1,1,1,4,4.5,1.5,80,1,1,3,2,1,3,1,2,2,0,1,1,2,0,0,0,3,3
5029,0,6,0,3,3,3,4,2,3,2,4,0,0,1,2,2,0,1,0,0,1,1.5,3.0,50,1,2,1,3,0,0,1,2,3,2,2,1,1,1,1,0,4,1
5030,0,6,2,4,2,2,2,2,2,2,4,1,0,0,3,2,0,1,0,0,1,3.0,1.5,65,1,1,3,4,0,0,2,0,0,0,0,1,1,1,0,0,3,4
5031,0,4,2,3,3,3,4,3,2,3,4,0,0,1,3,3,1,1,0,0,0,1.5,1.5,75,1,2,1,2,0,0,3,2,2,0,2,1,1,1,1,0,3,3
5032,0,3,2,3,4,4,4,4,3,2,2,0,0,0,3,2,0,0,0,0,1,1.5,1.5,50,1,2,2,1,1,3,1,1,1,1,0,0,3,1,0,0,4,3
5033,1,6,2,4,4,4,4,4,3,3,2,0,0,1,2,3,1,1,1,0,1,1.5,1.5,70,1,2,3,2,1,0,1,2,3,0,1,1,4,1,0,0,3,3
5034,1,6,1,3,4,3,4,3,2,3,4,0,1,1,3,3,1,1,1,1,0,4.5,1.5,90,1,2,1,3,2,0,3,2,3,1,1,1,2,0,1,0,2,1
5035,0,4,2,3,4,4,4,3,2,3,3,0,0,1,3,4,1,1,0,0,0,1.5,3.0,60,1,2,3,3,0,0,2,2,1,0,1,1,1,1,0,0,4,3
5036,0,6,2,3,3,4,3,3,3,3,3,0,0,1,3,4,0,1,1,0,0,1.5,1.5,70,0,1,3,2,0,0,3,3,3,0,0,1,4,1,0,0,4,3
5037,1,6,0,2,2,3,4,2,2,2,4,0,0,1,3,2,1,1,1,1,1,3.0,1.5,70,1,2,2,1,2,0,2,0,0,2,1,1,2,0,0,0,3,4
5038,0,6,1,4,4,4,4,4,3,3,2,0,0,0,3,3,1,0,0,0,0,1.5,1.5,80,1,2,3,1,2,0,1,1,3,1,1,0,3,1,0,0,4,3
5039,0,6,2,3,4,4,4,3,3,2,3,0,0,0,3,2,1,1,1,0,0,3.0,3.0,80,1,1,1,1,0,0,1,1,2,1,2,1,1,1,0,0,2,3
5040,0,6,1,4,4,4,4,4,3,2,3,0,0,0,2,3,1,1,0,0,0,1.5,1.5,60,1,1,2,2,0,0,1,1,2,2,2,1,1,1,0,0,2,3
5041,0,6,1,3,4,4,4,4,3,2,4,0,0,1,2,2,0,0,0,0,0,1.5,1.5,70,1,2,2,2,2,3,3,1,3,1,2,1,1,1,0,0,3,3
5042,0,6,2,3,2,2,4,4,4,3,3,0,0,0,3,3,1,1,1,1,1,3.0,1.5,90,2,1,2,3,0,3,2,1,3,2,1,1,1,2,1,0,2,3
5043,0,4,2,4,2,4,4,4,4,2,3,0,0,0,3,3,1,1,1,1,0,3.0,1.5,85,2,2,2,3,0,3,2,1,3,2,1,1,1,1,1,0,3,3
5044,1,4,1,4,3,4,4,4,4,2,4,0,1,1,4,3,1,1,0,1,0,4.5,1.5,90,2,2,3,3,0,0,2,2,2,1,1,1,2,0,1,0,2,1
5045,0,4,2,4,3,2,4,4,4,2,3,0,0,0,3,3,1,1,1,1,5,4.5,1.5,90,2,2,2,2,0,0,2,2,2,1,1,1,1,1,1,0,3,1
5046,1,4,2,4,2,2,4,4,4,3,4,0,1,1,4,3,1,1,1,1,1,4.5,1.5,85,2,2,2,2,0,0,3,2,3,1,1,1,1,1,1,0,3,1
5047,0,4,2,4,2,2,4,4,4,2,3,0,0,1,4,4,1,1,0,1,0,3.0,1.5,90,2,2,2,4,2,0,3,0,0,1,1,0,4,2,0,0,3,4
5048,1,3,2,3,2,2,4,4,4,2,3,0,0,1,4,3,1,1,1,1,1,4.5,3.0,85,2,2,2,3,0,3,3,2,3,2,1,1,1,1,1,0,2,1
5049,1,6,2,4,2,2,2,4,4,3,4,0,1,0,3,3,1,1,1,1,5,4.5,1.5,85,2,2,2,1,0,3,2,2,3,1,1,1,1,1,1,0,3,3
5050,0,4,2,4,2,2,4,4,4,2,3,0,0,0,4,3,1,1,1,1,0,4.5,1.5,20,2,2,2,3,0,3,3,1,3,2,1,1,1,1,1,0,2,3
5051,0,6,1,4,4,3,3,2,4,4,4,0,0,1,3,3,1,1,1,0,1,3.0,1.5,70,2,2,3,3,0,3,2,2,3,2,2,1,1,1,1,0,3,1
5052,1,6,1,4,3,3,4,4,4,3,3,0,1,1,4,3,1,0,1,0,1,1.5,1.5,90,2,1,2,2,2,3,2,2,3,1,2,1,1,0,1,0,3,1
5053,1,6,1,4,4,3,4,4,3,2,3,0,0,1,3,3,1,1,1,1,4,3.0,3.0,80,2,1,3,2,0,3,2,3,2,1,1,1,1,0,1,0,3,1
5054,0,4,2,4,2,4,4,4,4,4,3,0,0,0,4,3,1,1,1,1,0,4.5,3.0,85,2,2,2,2,0,3,2,2,3,2,1,1,1,2,0,0,2,3
5055,0,4,2,4,2,3,4,4,4,3,3,0,0,0,4,3,1,1,1,1,0,3.0,1.5,90,2,2,1,3,0,3,3,1,3,2,1,1,1,2,1,0,2,1
5056,0,4,2,4,2,2,4,4,4,2,3,0,0,0,4,3,1,1,1,0,0,4.5,3.0,90,2,2,2,4,0,0,3,0,0,1,1,1,1,2,1,0,2,4
5057,1,4,2,4,3,4,4,4,4,3,3,0,1,0,4,2,1,1,1,0,0,1.5,3.0,90,2,1,3,2,1,0,2,3,1,2,0,1,1,0,0,0,3,3
5058,1,4,2,4,3,3,4,4,3,3,3,0,0,1,4,3,1,1,1,1,1,3.0,1.5,85,2,2,1,3,2,3,2,2,3,2,1,1,1,1,1,0,2,1
5059,1,6,2,3,2,3,3,3,4,2,3,0,0,0,4,3,1,1,1,1,1,4.5,1.5,85,2,2,1,3,0,3,2,1,3,2,1,1,1,0,1,0,2,3
5060,1,4,2,4,3,3,4,4,3,2,3,0,0,0,4,3,1,1,0,1,1,3.0,1.5,83,0,2,3,2,2,0,2,3,2,1,1,1,1,0,1,0,2,1
5061,1,6,0,4,3,4,4,4,4,2,3,0,0,1,4,3,1,1,0,1,1,4.5,1.5,85,1,2,3,1,0,0,2,0,0,1,1,1,2,0,0,0,2,4
5062,1,4,1,3,2,3,4,4,4,2,3,0,0,1,4,3,1,1,1,1,0,3.0,1.5,85,1,2,3,3,2,0,3,2,3,2,0,1,1,1,1,0,2,1
5063,0,4,2,3,3,3,4,4,4,2,3,0,0,1,4,3,1,1,1,1,0,3.0,1.5,83,2,2,1,2,0,0,3,2,3,2,1,1,1,1,1,0,2,1
5064,0,6,2,3,3,3,4,4,4,2,3,0,0,0,4,3,1,1,1,1,0,3.0,1.5,20,0,2,2,2,0,0,2,3,2,1,0,1,1,2,0,0,3,1
5065,0,4,2,4,3,3,4,4,4,2,3,0,0,1,4,3,1,1,1,1,0,3.0,1.5,80,2,2,2,3,0,3,2,2,2,2,0,1,1,0,1,0,3,1
5066,1,4,2,4,3,3,4,4,4,3,3,0,0,1,4,3,1,1,1,0,0,3.0,3.0,65,0,2,3,2,2,0,2,3,3,1,0,1,1,1,1,0,2,3
5067,0,4,2,4,3,3,4,4,4,2,3,0,1,1,4,3,1,1,1,1,0,3.0,1.5,75,2,2,3,3,0,3,2,2,3,2,0,1,1,1,1,0,3,1
5068,1,4,2,4,3,3,4,4,3,2,3,0,1,1,4,3,1,1,1,1,0,4.5,1.5,80,2,1,3,3,0,3,2,2,3,2,1,1,1,0,1,0,3,1
5069,0,6,1,3,3,2,4,4,4,2,3,0,0,0,3,2,1,1,1,1,5,4.5,1.5,85,2,2,2,2,0,3,2,2,2,2,0,1,1,1,0,0,3,3
5070,0,6,2,4,2,2,4,3,4,3,3,0,0,0,3,3,1,1,1,1,1,3.0,1.5,90,2,1,2,3,0,3,2,2,3,2,1,1,1,1,1,0,2,1
5071,1,4,1,4,2,2,4,4,4,3,3,0,0,1,4,4,1,1,1,1,4,4.5,3.0,90,2,2,2,3,0,3,2,2,3,2,1,0,2,0,1,0,2,1
5072,0,4,2,4,2,3,4,4,3,2,3,0,0,1,4,3,1,1,1,1,1,3.0,1.5,90,2,2,3,1,0,3,3,1,3,2,1,1,1,1,1,0,2,3
5073,0,4,2,4,2,3,4,4,3,2,3,0,0,1,4,2,1,1,0,1,0,3.0,1.5,80,0,2,3,1,0,0,3,3,3,1,1,1,1,1,1,0,2,3
5074,1,4,1,4,3,2,4,4,4,2,3,0,1,1,4,3,1,1,1,1,1,3.0,1.5,87,2,2,3,3,0,3,2,2,3,2,1,1,1,0,1,0,3,1
5075,0,6,2,4,3,3,4,3,4,2,3,0,0,0,4,2,1,1,0,1,0,4.5,3.0,83,0,2,1,4,0,2,2,0,0,1,1,1,1,1,0,0,2,4
5076,1,4,2,4,2,2,4,4,4,3,3,0,1,0,4,3,1,1,1,1,0,4.5,1.5,90,2,1,2,3,0,3,2,1,3,2,1,1,1,1,1,0,3,1
5077,1,4,1,3,3,3,4,4,4,4,3,0,0,1,2,2,0,1,0,0,0,3.0,1.5,80,1,2,3,2,2,3,1,2,1,0,1,1,1,0,0,0,4,3
5078,1,3,0,4,4,3,4,3,4,3,3,0,0,1,3,2,0,1,0,0,0,3.0,1.5,90,1,1,3,4,2,0,3,0,0,0,1,1,1,0,0,0,4,4
5079,0,4,2,4,2,4,4,4,3,2,3,0,0,1,4,4,0,1,0,0,0,1.5,3.0,80,1,1,1,4,1,0,1,0,0,1,1,1,1,2,0,0,4,4
5080,0,6,2,4,4,4,3,4,4,2,2,0,0,1,2,3,0,1,1,0,0,4.5,1.5,60,2,2,3,1,2,3,3,1,3,1,2,1,1,2,1,0,2,3
5081,1,6,2,4,4,4,4,3,2,4,4,0,1,1,3,3,0,0,1,0,1,4.5,4.5,75,2,2,2,4,0,0,3,0,0,2,1,1,1,1,1,0,3,4
5082,1,6,2,3,4,3,4,3,2,2,3,0,0,1,4,4,0,1,1,0,0,4.5,1.5,70,2,1,2,3,1,0,2,2,3,1,2,1,1,1,1,0,3,1
5083,0,2,2,4,4,4,4,4,2,2,3,1,0,1,4,3,1,1,1,1,1,1.5,1.5,50,0,2,2,2,0,1,3,2,3,0,0,1,2,0,1,0,3,1
5084,0,4,0,4,3,4,4,4,2,3,4,0,0,1,4,4,0,1,0,0,5,4.5,1.5,80,2,1,2,4,1,0,3,0,0,0,0,1,1,1,0,0,2,4
5085,1,3,2,2,4,3,3,4,3,2,3,0,1,1,2,3,1,1,1,0,0,3.0,1.5,80,2,1,2,2,2,1,1,2,3,2,0,1,2,0,1,0,3,1
5086,0,6,1,2,4,3,3,4,2,2,2,0,0,0,4,4,0,1,0,0,0,3.0,3.0,80,2,1,1,4,1,0,1,0,0,1,0,1,1,2,0,0,3,4
5087,0,2,2,2,4,3,2,2,4,4,3,0,0,1,3,2,1,1,1,0,0,3.0,3.0,70,2,1,1,1,2,0,2,1,3,2,1,1,1,2,0,0,3,3
5088,0,4,1,4,4,4,4,3,2,2,3,0,0,1,2,3,0,1,1,0,5,4.5,3.0,70,1,1,3,4,1,0,1,0,0,0,1,1,1,1,0,0,2,4
5089,1,3,0,4,4,4,4,4,3,4,4,1,1,1,2,3,1,0,0,1,0,4.5,3.0,70,1,2,1,2,2,3,2,0,0,0,1,1,2,0,0,0,3,4
5090,0,3,0,4,4,4,4,4,3,3,3,0,0,1,2,2,1,1,0,1,0,1.5,1.5,80,1,2,1,2,0,0,2,2,1,0,1,1,1,1,0,0,3,3
5091,0,6,1,4,4,3,4,3,3,2,3,0,0,0,3,3,1,1,0,0,1,1.5,1.5,70,1,1,1,3,0,0,1,2,3,0,2,1,1,1,1,0,4,1
5092,0,3,1,4,4,4,4,4,2,3,3,0,0,0,3,2,1,1,0,0,0,1.5,1.5,50,1,1,2,2,0,0,1,2,2,0,1,1,3,1,1,0,4,3
5093,0,6,2,4,4,4,4,4,2,2,4,0,0,1,2,2,1,1,0,1,0,1.5,1.5,65,1,2,3,2,0,0,2,1,1,0,1,1,1,1,0,0,3,1
5094,0,6,1,3,4,4,3,4,2,2,2,0,0,0,2,3,0,1,0,0,5,3.0,3.0,80,0,2,1,4,1,0,2,0,0,1,1,1,1,0,0,0,3,4
5095,0,4,1,4,4,3,4,4,4,2,2,0,1,0,4,2,1,0,0,0,4,1.5,1.5,60,1,1,1,4,0,2,2,0,0,1,1,1,1,0,1,0,3,4
5096,0,4,2,4,4,4,3,4,2,2,4,0,0,0,3,2,0,0,0,0,1,3.0,3.0,70,1,2,1,3,2,0,3,2,3,1,1,1,1,2,0,0,3,3
5097,1,4,2,4,4,3,4,3,4,2,4,0,0,1,4,2,0,1,0,0,4,1.5,3.0,90,2,2,3,3,2,0,3,2,3,1,2,0,2,0,1,0,3,1
5098,1,3,0,4,4,3,4,4,2,2,4,0,0,1,3,3,0,1,0,0,5,3.0,3.0,80,1,1,2,1,2,0,3,0,0,1,1,1,2,0,0,0,3,4
5099,0,4,2,4,4,3,4,4,2,2,4,0,0,1,4,3,1,0,0,0,4,3.0,1.5,80,1,2,3,3,2,0,3,3,3,1,1,1,1,2,1,0,3,3
5100,1,3,2,4,4,4,4,4,3,2,3,0,0,1,3,4,1,1,1,1,0,4.5,4.5,80,0,2,3,2,0,2,2,2,2,1,2,1,2,1,1,0,4,1
5101,0,3,2,4,4,3,4,4,2,2,4,0,0,0,3,3,0,0,1,0,5,4.5,3.0,80,2,2,3,3,2,3,3,2,3,1,1,1,1,1,0,0,3,1
5102,1,4,1,4,4,4,4,4,2,2,4,0,0,1,3,2,0,1,0,1,1,4.5,1.5,80,2,1,3,3,2,3,3,2,3,1,2,1,2,0,1,0,3,1
5103,1,4,1,4,4,4,4,4,4,2,4,0,1,1,4,4,1,1,0,1,4,4.5,3.0,80,1,2,2,3,2,0,3,2,3,1,1,1,2,0,1,0,3,1
5104,1,6,0,3,4,3,2,3,2,2,3,0,1,1,4,4,1,1,0,0,1,1.5,1.5,80,0,1,2,2,0,0,3,2,3,2,1,1,2,0,1,0,3,1
5105,0,4,2,4,4,4,4,4,2,2,4,0,1,1,4,3,1,1,0,0,4,4.5,3.0,90,1,2,3,2,2,3,3,3,3,1,1,1,1,1,0,0,3,3
5106,1,4,0,4,4,4,4,4,2,2,4,0,1,1,4,3,1,1,1,1,0,4.5,3.0,80,1,2,3,3,2,3,3,2,3,1,1,1,2,0,1,0,3,1
5107,1,4,1,4,4,4,4,4,2,2,4,0,1,1,4,4,1,1,0,1,4,4.5,3.0,80,1,1,3,2,2,3,3,2,3,1,1,1,1,0,1,0,3,1
5108,0,4,2,4,4,3,4,4,2,2,4,0,0,1,3,3,1,1,0,0,1,4.5,3.0,90,1,2,3,4,2,0,3,0,0,1,2,1,1,1,1,0,3,4
5109,1,4,1,4,4,4,4,4,2,2,4,0,0,1,3,4,1,1,1,1,0,4.5,1.5,80,1,2,3,2,2,3,3,2,3,2,1,1,1,0,1,0,3,1
5110,0,3,2,4,4,4,3,3,2,2,3,0,0,1,3,3,1,1,0,1,0,3.0,3.0,60,2,1,2,3,0,0,1,1,2,1,1,1,1,1,1,0,3,3
5111,0,6,1,4,4,4,4,4,3,2,4,0,0,0,3,2,0,1,0,0,4,1.5,1.5,50,0,1,3,2,0,0,2,2,1,1,0,1,3,1,1,0,3,1
5112,1,4,2,4,3,3,4,3,2,2,4,0,0,0,3,3,1,1,1,0,1,4.5,1.5,70,0,2,3,2,2,0,3,2,3,0,1,1,1,0,0,0,3,3
5113,1,3,2,4,4,4,4,4,2,3,3,0,0,0,3,3,1,1,0,0,1,4.5,1.5,70,1,2,2,4,2,0,2,0,0,0,2,1,1,0,0,0,3,4
5114,1,4,2,4,4,4,4,4,2,4,4,0,1,1,4,3,1,1,0,1,0,4.5,3.0,70,1,2,1,4,2,0,3,0,0,0,2,1,1,1,1,0,3,4
5115,1,4,2,4,3,4,4,2,2,2,3,0,1,1,3,2,1,1,0,1,1,1.5,4.5,70,0,2,3,3,2,0,3,2,3,0,2,1,2,0,1,0,3,1
5116,0,4,2,4,4,4,4,4,4,4,4,0,0,1,4,4,1,1,0,0,0,4.5,4.5,80,1,2,3,4,2,0,3,0,0,0,2,1,1,1,1,0,2,4
5117,0,6,2,4,4,4,4,4,2,2,4,0,0,0,4,2,0,1,0,0,5,1.5,1.5,70,0,2,1,1,2,1,3,1,3,0,0,1,1,2,0,0,1,3
5118,0,6,2,4,3,4,4,4,2,2,4,0,0,0,3,3,0,1,0,0,1,3.0,4.5,70,0,1,1,2,2,0,3,1,3,0,2,1,1,1,0,0,3,3
5119,0,6,2,4,4,4,4,4,3,2,4,0,0,0,4,3,0,1,0,0,1,4.5,1.5,70,1,2,3,1,2,0,3,1,3,1,2,1,1,1,0,0,2,3
5120,0,2,2,4,3,4,4,3,2,2,3,0,0,0,4,2,1,1,0,0,1,1.5,1.5,70,1,2,1,4,2,0,3,0,0,0,1,1,1,0,0,0,3,4
5121,0,4,2,4,4,4,4,4,2,2,4,0,0,0,4,2,1,1,0,0,5,1.5,1.5,70,1,2,3,1,0,0,2,2,3,0,2,1,1,0,0,0,3,3
5122,1,6,2,4,4,4,4,4,3,2,4,0,0,0,3,3,1,1,1,0,5,3.0,1.5,70,1,2,1,2,2,2,3,1,3,0,2,1,1,1,0,0,3,3
5123,0,6,1,4,4,4,4,4,2,2,4,0,0,0,3,2,1,0,0,0,2,3.0,3.0,50,1,1,1,4,2,0,3,0,0,0,1,0,3,2,0,0,4,4
5124,0,6,2,4,4,3,4,3,3,2,4,0,0,0,3,3,1,1,0,0,5,3.0,4.5,70,1,2,1,1,2,0,3,1,3,1,2,1,1,1,0,0,3,3
5125,1,4,2,4,4,4,4,3,3,2,4,0,0,1,4,4,1,1,0,0,1,3.0,4.5,70,1,2,3,1,2,0,3,2,3,1,2,1,1,0,0,0,3,1
5126,1,3,2,4,3,4,4,3,3,2,3,0,1,1,3,3,1,1,0,1,0,3.0,3.0,60,0,2,3,3,2,0,3,2,3,0,2,1,2,0,1,0,2,1
5127,0,6,2,4,4,4,3,3,3,3,3,0,0,0,4,2,1,0,0,1,1,3.0,3.0,70,2,2,3,2,2,0,3,2,3,0,2,1,1,1,1,0,1,1
5128,0,6,1,4,4,4,4,3,4,4,3,0,0,0,3,2,0,1,0,0,2,4.5,3.0,70,1,2,1,4,2,0,3,0,0,1,1,1,4,2,0,0,2,4
5129,1,3,2,4,4,4,4,4,4,4,3,0,0,1,3,3,1,0,0,0,1,4.5,4.5,70,0,2,3,1,0,0,3,2,2,0,2,1,2,1,1,0,2,3
5130,0,6,2,3,4,3,4,3,3,3,3,0,0,0,3,3,0,1,0,1,1,3.0,1.5,80,0,2,3,3,2,0,3,2,3,0,1,1,1,0,1,0,3,1
5131,1,4,2,4,4,4,3,4,4,3,4,0,0,0,3,2,1,1,0,1,1,3.0,1.5,80,1,2,2,3,0,0,3,2,3,0,1,1,1,0,1,0,3,1
