,Q1,Q2B,Q3,Q6A3,Q6A6,Q6A8,Q6A9,Q6A11,Q8,Q9,Q11,Q12B1,Q12E1,Q12F1,Q13,Q15,Q17A1,Q18,Q20,Q21A,Q24B,Q28,Q32A4,Q34,Q37,Q40,Q41,Q42A,Q43,Q44A,Q45A3,Q47,Q47C,Q48,Q49,FAM1,MAR,DE2,DE3,DE7,DE8,DE9
4369,0,6,1,4,3,4,3,4,2,2,4,0,0,1,3,3,1,1,0,0,0,3.0,1.5,70,1,1,1,4,1,0,3,0,0,2,0,1,4,2,0,0,4,4
4370,1,4,1,4,4,4,4,4,2,2,4,0,0,1,3,3,1,1,0,0,1,3.0,1.5,80,0,2,3,4,1,0,2,0,0,1,1,1,1,0,1,0,4,4
4371,0,3,1,4,4,4,4,4,2,2,4,0,1,1,4,4,1,1,0,0,4,1.5,3.0,80,0,2,2,2,2,0,2,2,2,1,1,1,1,1,1,0,3,1
4372,0,4,1,4,4,4,4,4,2,2,4,0,0,1,4,4,1,1,1,0,1,4.5,1.5,90,0,2,3,1,0,3,3,1,3,1,2,1,1,0,1,0,2,1
4373,1,4,1,4,4,4,4,4,2,2,4,0,0,1,4,4,1,1,1,1,5,3.0,1.5,80,0,1,3,2,0,0,2,2,3,2,2,1,1,0,1,0,3,1
4374,1,4,1,4,4,4,4,4,2,2,4,0,1,1,3,4,1,1,1,1,0,4.5,1.5,70,2,2,3,3,0,0,2,2,3,2,1,1,1,0,1,0,2,1
4375,1,4,1,4,4,4,4,4,2,2,4,0,1,1,4,3,1,1,0,1,0,4.5,1.5,70,0,2,1,4,1,0,2,0,0,2,1,1,1,1,0,0,2,4
4376,0,3,2,4,4,4,4,4,4,4,4,0,0,1,3,2,0,1,0,1,5,4.5,1.5,70,1,2,2,4,0,0,2,0,0,1,0,1,1,2,1,0,3,4
4377,0,6,1,4,4,4,4,4,2,2,4,0,0,0,3,2,1,0,1,0,1,4.5,1.5,70,1,1,1,4,1,0,2,0,0,2,1,1,1,1,0,0,5,4
4378,1,4,2,4,3,3,4,3,4,4,4,0,1,1,4,3,1,1,0,0,0,4.5,1.5,70,2,2,3,3,2,3,2,2,3,1,2,1,1,0,1,0,3,1
4379,0,4,1,4,3,3,4,3,3,4,4,0,1,1,4,3,1,1,1,0,0,4.5,1.5,70,2,2,3,3,2,3,1,2,3,0,2,1,1,0,1,0,3,1
4380,0,3,2,4,3,3,4,3,4,3,3,0,0,1,3,2,1,1,0,0,0,4.5,1.5,60,0,2,1,3,2,0,2,2,2,1,2,1,1,1,1,0,3,3
4381,1,4,1,4,4,4,4,4,3,4,4,0,0,1,3,3,1,1,1,1,0,4.5,3.0,70,2,2,3,3,2,3,2,0,0,0,2,1,2,0,1,0,3,4
4382,1,6,1,4,3,3,4,4,4,2,4,0,0,1,4,2,0,1,1,0,0,4.5,1.5,60,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,0,3,1
4383,0,4,1,4,4,4,4,4,2,2,4,0,0,1,4,4,1,0,0,0,5,3.0,3.0,70,0,2,3,2,0,3,2,1,2,1,1,1,1,1,1,0,3,3
4384,1,4,1,4,4,4,4,4,2,2,4,0,1,1,4,4,1,1,0,1,5,4.5,1.5,80,2,2,3,3,0,0,3,2,2,1,1,1,2,0,1,0,2,1
4385,1,4,1,4,4,4,4,4,2,2,4,0,1,1,4,3,1,1,0,1,0,4.5,1.5,60,0,2,1,4,1,0,2,0,0,1,1,1,1,1,0,0,2,4
4386,1,4,2,4,4,4,4,4,2,2,4,1,0,0,4,3,1,0,0,0,5,4.5,1.5,70,2,1,1,3,0,0,2,1,3,2,2,1,1,2,1,0,2,3
4387,1,3,0,4,4,4,4,3,2,2,4,0,0,1,4,3,1,1,0,1,0,1.5,1.5,70,1,2,1,4,0,0,2,0,0,0,0,1,1,0,1,0,3,4
4388,1,4,2,4,4,4,4,4,2,2,4,0,0,1,3,3,1,1,1,0,0,4.5,1.5,70,2,2,3,3,0,3,3,2,3,1,1,1,1,1,1,0,3,1
4389,0,2,0,4,2,3,2,2,2,2,3,0,0,0,2,2,0,1,0,0,0,1.5,1.5,40,0,2,3,2,2,2,3,2,1,2,2,1,1,0,1,0,4,3
4390,0,4,2,4,2,4,4,3,2,3,4,0,0,1,4,4,1,1,0,0,0,3.0,1.5,80,1,2,2,4,2,0,2,0,0,2,2,1,1,1,1,0,2,4
4391,0,6,1,4,4,4,4,4,2,2,4,0,0,0,4,3,0,1,0,0,0,3.0,1.5,60,0,1,1,2,0,0,2,1,2,1,1,1,1,2,1,0,3,3
4392,1,4,1,3,3,3,3,3,4,3,4,0,1,0,4,3,1,1,1,1,0,3.0,1.5,70,0,2,3,2,2,3,1,0,0,0,2,1,2,0,0,0,3,4
4393,1,4,1,4,3,3,4,4,4,4,3,0,0,1,4,2,1,0,1,1,0,3.0,3.0,70,0,2,3,2,2,0,1,0,0,0,2,1,2,0,0,0,3,4
4394,0,4,0,4,2,3,4,2,3,2,3,0,0,1,2,2,1,1,1,1,1,1.5,1.5,60,0,1,3,2,2,0,3,2,1,2,2,1,1,1,1,0,4,3
4395,0,3,1,4,2,2,3,3,2,2,3,0,0,1,2,2,0,1,1,0,1,1.5,1.5,70,0,2,3,3,0,0,3,2,3,1,2,1,1,1,1,0,3,1
4396,1,6,2,4,4,3,4,3,4,3,4,1,0,1,4,3,1,1,0,0,0,3.0,1.5,70,2,2,3,4,2,0,2,0,0,0,2,1,1,0,1,0,3,4
4397,0,4,2,4,4,3,4,3,4,4,4,1,0,1,4,2,1,1,1,0,0,4.5,1.5,70,2,2,3,3,2,0,2,2,3,0,2,1,1,1,1,0,3,1
4398,0,3,0,4,4,3,4,3,4,2,3,0,0,1,4,2,1,1,1,0,0,4.5,1.5,60,0,2,2,4,0,0,1,0,0,0,1,1,1,1,1,0,3,4
4399,0,3,2,4,3,3,4,3,4,4,4,0,0,1,3,2,0,1,1,0,0,4.5,1.5,70,0,2,3,3,2,0,2,1,3,1,2,1,1,1,1,0,3,3
4400,1,4,1,4,3,3,4,3,3,4,4,0,0,1,4,3,1,1,0,0,0,4.5,1.5,70,2,2,3,3,2,3,1,0,0,0,2,1,2,0,1,0,3,4
4401,0,4,1,3,3,4,3,4,2,2,4,0,0,0,3,3,1,0,0,0,1,1.5,3.0,85,1,2,1,3,1,0,2,1,2,0,1,1,1,0,1,0,4,1
4402,0,4,2,4,3,3,4,3,4,4,4,0,0,1,4,2,1,1,0,1,0,4.5,1.5,70,0,2,2,2,2,0,2,2,2,1,1,1,1,1,1,0,3,3
4403,0,4,2,4,4,4,4,4,3,3,4,0,1,1,4,2,0,1,0,0,0,4.5,1.5,70,0,2,2,4,0,0,2,0,0,0,2,1,1,1,1,0,3,4
4404,1,4,1,4,3,3,4,4,4,4,4,0,0,1,4,3,1,1,0,0,0,4.5,1.5,70,2,2,3,3,2,0,1,2,2,0,2,1,2,0,1,0,3,3
4405,0,6,2,4,4,4,4,4,2,2,4,1,0,1,3,2,1,1,1,0,2,3.0,1.5,70,1,1,1,2,0,0,2,2,2,1,1,1,1,2,0,0,3,1
4406,0,4,0,4,2,2,2,2,3,2,3,0,0,1,3,2,0,1,0,0,5,1.5,1.5,60,1,2,2,4,2,0,3,0,0,1,1,1,1,1,0,0,4,4
4407,1,4,0,4,2,2,2,2,2,2,3,0,0,1,3,2,1,1,1,0,0,3.0,3.0,80,1,2,3,2,2,1,3,0,0,1,1,1,2,0,0,0,3,4
4408,0,6,0,4,2,2,2,2,3,3,2,0,0,0,3,2,0,0,0,0,2,4.5,3.0,30,1,2,2,4,0,0,3,0,0,1,0,1,4,2,0,0,4,4
4409,0,2,1,4,2,2,2,2,3,2,3,0,0,0,2,2,0,1,0,0,5,4.5,1.5,60,1,2,3,3,2,0,3,2,1,1,2,1,1,1,1,0,2,1
4410,1,4,0,4,3,2,2,2,3,2,3,0,1,1,2,2,1,1,0,0,0,3.0,1.5,60,1,2,3,3,0,0,3,2,2,1,2,1,2,0,1,0,3,1
4411,1,4,0,4,2,2,2,2,3,2,3,0,0,1,3,2,0,1,0,0,0,3.0,1.5,70,1,2,3,2,0,0,3,0,0,1,2,1,2,0,0,0,3,4
4412,1,4,0,4,2,2,2,2,3,2,4,0,0,1,4,2,1,1,0,0,0,4.5,1.5,70,1,2,3,1,2,0,2,0,0,2,2,1,2,0,0,0,3,4
4413,1,4,1,4,2,2,2,2,3,2,3,0,0,1,2,2,0,1,0,0,0,1.5,3.0,60,1,1,3,4,0,0,3,0,0,1,2,1,1,1,1,0,1,4
4414,0,4,0,4,2,2,2,2,4,2,2,0,0,1,3,2,1,1,0,0,5,4.5,4.5,70,1,2,3,2,2,1,3,0,0,2,2,1,2,0,0,0,3,4
4415,1,2,0,4,2,2,2,2,2,2,3,0,0,1,3,2,1,0,1,0,0,4.5,1.5,80,1,2,3,2,2,2,2,0,0,1,2,1,2,0,0,0,4,4
4416,0,2,2,4,2,2,2,2,3,3,3,0,0,1,3,2,0,1,1,0,2,4.5,1.5,50,1,2,1,4,2,0,3,0,0,1,0,1,1,2,0,0,3,4
4417,0,2,1,4,2,2,2,2,3,2,2,0,0,1,2,2,0,0,0,0,5,3.0,3.0,80,1,1,2,4,0,0,3,0,0,1,1,1,1,2,0,0,3,4
4418,0,2,1,4,2,2,2,2,2,2,3,0,0,0,2,2,0,0,0,0,2,1.5,3.0,60,1,2,1,3,2,0,3,2,1,1,2,1,1,2,1,0,4,1
4419,0,2,0,4,2,2,2,2,2,2,4,0,0,1,4,2,1,1,0,0,1,1.5,1.5,50,0,2,3,4,2,0,3,0,0,1,1,1,1,0,1,0,3,4
4420,0,3,0,4,2,3,3,2,3,2,3,0,0,1,2,2,1,1,0,0,1,1.5,1.5,50,0,1,3,2,0,0,3,2,2,2,2,1,1,1,1,0,3,1
4421,1,4,0,4,2,2,2,2,3,2,4,0,0,1,3,2,0,1,0,0,4,1.5,1.5,60,1,2,3,3,0,0,3,0,0,2,2,1,2,0,0,0,3,4
4422,0,2,1,4,2,2,2,2,3,3,3,0,0,1,3,2,0,1,1,1,5,3.0,1.5,60,1,1,3,4,0,0,3,0,0,1,2,1,1,1,0,0,3,4
4423,1,4,0,4,2,2,2,2,3,2,2,0,0,1,2,2,1,1,0,0,0,3.0,1.5,80,1,2,3,2,2,0,3,0,0,2,0,1,2,0,0,0,3,4
4424,1,2,1,4,2,2,2,2,3,2,2,0,0,0,2,2,0,1,0,0,5,3.0,1.5,60,1,2,2,3,2,0,3,2,1,1,1,1,1,1,1,0,4,3
4425,0,3,1,4,2,2,3,2,3,2,2,0,0,1,2,2,0,1,0,0,5,3.0,1.5,60,0,2,3,3,2,0,3,2,1,1,2,1,1,1,1,0,4,1
4426,1,6,1,4,2,2,3,2,3,2,3,0,0,0,2,2,0,1,0,0,1,3.0,1.5,70,0,2,3,3,0,0,3,2,2,1,1,1,1,1,1,0,2,1
4427,1,2,0,4,2,2,2,2,3,2,2,0,0,1,2,2,1,1,0,0,0,3.0,1.5,70,0,2,3,3,2,0,3,2,2,2,1,1,2,0,1,0,3,1
4428,1,2,2,4,2,2,3,2,3,3,2,0,0,1,3,2,1,1,0,0,0,1.5,1.5,80,1,1,3,4,2,0,3,0,0,1,2,1,1,1,0,0,2,4
4429,1,3,0,4,2,2,2,2,3,2,2,0,0,1,2,2,1,1,0,0,0,1.5,3.0,70,1,2,3,3,0,0,3,2,2,1,2,1,2,0,1,0,3,1
4430,1,3,1,4,2,2,2,2,2,3,2,0,0,1,2,2,1,1,1,0,0,3.0,1.5,80,1,1,3,3,2,0,3,2,3,1,2,1,1,0,1,0,2,1
4431,0,3,0,2,3,2,3,2,4,2,4,1,1,0,4,3,1,1,0,1,0,3.0,1.5,60,2,2,2,2,0,0,3,1,3,1,2,1,1,0,1,0,1,3
4432,1,4,1,4,3,4,4,4,2,2,3,1,1,1,4,3,1,1,1,0,0,3.0,1.5,30,0,2,2,2,0,0,2,2,2,1,1,1,2,0,1,0,3,1
4433,0,6,2,3,3,3,4,3,4,3,4,0,0,1,4,3,1,1,1,1,0,3.0,1.5,30,0,2,3,4,1,0,2,0,0,2,2,1,1,0,1,0,3,4
4434,0,4,0,3,3,3,2,2,2,2,3,1,1,1,4,3,0,1,0,0,0,4.5,1.5,80,0,1,1,1,0,0,3,3,3,0,1,1,1,0,1,0,1,3
4435,0,3,2,4,4,4,3,2,3,3,4,1,0,1,4,3,1,1,0,0,0,4.5,3.0,80,2,2,2,2,0,2,2,3,3,1,1,1,1,0,1,0,3,3
4436,0,4,1,4,2,3,4,3,3,2,3,0,1,1,4,4,1,1,0,1,0,3.0,1.5,30,1,2,3,2,2,0,1,2,2,2,1,0,2,0,1,0,4,3
4437,1,4,2,4,2,2,3,2,3,2,4,1,0,1,4,4,0,1,1,1,0,3.0,1.5,55,1,1,3,4,0,0,2,0,0,2,1,1,1,0,1,0,4,4
4438,0,6,1,3,4,4,4,4,3,2,3,0,0,0,4,3,1,1,0,0,0,3.0,1.5,70,1,1,2,2,0,0,2,2,3,0,1,1,1,1,1,0,2,3
4439,0,6,1,4,4,3,4,4,3,2,4,0,0,0,3,3,1,1,0,0,5,3.0,3.0,70,2,1,3,1,0,2,2,2,2,1,1,1,1,1,0,0,2,3
4440,0,6,0,4,3,4,3,4,3,2,3,0,0,0,4,3,0,1,1,0,0,1.5,1.5,75,0,1,1,4,0,0,3,0,0,1,2,1,1,1,0,0,2,4
4441,0,3,2,4,3,3,4,3,4,3,4,0,0,0,3,2,0,1,1,0,0,3.0,1.5,50,1,2,2,3,0,0,2,3,3,2,1,1,1,2,0,0,2,3
4442,0,4,1,4,3,3,4,3,3,2,4,0,0,0,3,3,0,1,1,0,0,3.0,1.5,50,1,2,1,4,0,0,1,0,0,1,1,1,1,2,0,0,4,4
4443,1,4,2,4,2,2,3,3,2,3,3,0,1,1,4,4,0,1,0,0,0,3.0,1.5,45,0,1,3,3,0,0,2,2,3,1,1,1,1,0,1,0,3,1
4444,0,4,2,4,3,2,4,2,2,2,3,0,1,1,3,3,1,1,1,1,0,3.0,1.5,50,1,1,2,3,0,0,1,2,3,1,2,1,1,0,1,0,3,1
4445,0,6,1,4,3,3,4,4,3,3,4,0,0,0,3,2,0,1,1,0,0,3.0,1.5,40,0,2,2,3,0,1,1,2,3,1,0,1,1,1,1,0,3,3
4446,1,4,1,3,3,4,3,3,2,2,4,1,1,1,3,3,1,1,0,1,1,1.5,1.5,70,2,2,2,2,0,1,2,2,3,1,1,1,1,0,1,0,2,1
4447,0,4,2,3,3,4,3,4,3,2,4,1,1,1,3,3,0,1,0,0,0,3.0,1.5,70,0,2,2,1,0,0,2,2,3,1,2,1,1,0,1,0,2,1
4448,0,6,2,4,4,3,4,3,3,2,4,0,0,0,3,3,1,1,0,0,5,3.0,3.0,70,2,1,3,1,0,2,2,2,2,1,1,1,1,1,0,0,2,3
4449,0,6,1,4,3,3,4,3,4,2,3,0,0,0,3,2,0,1,0,1,0,3.0,1.5,55,1,1,2,3,0,0,2,2,3,2,1,1,1,1,1,0,3,3
4450,1,4,1,3,3,2,3,3,3,2,4,0,1,1,4,4,1,1,0,1,0,3.0,1.5,50,1,2,1,2,2,0,2,0,0,1,1,1,2,0,1,0,3,4
4451,1,6,1,3,3,4,3,4,3,3,4,0,0,0,3,2,1,1,0,0,0,3.0,1.5,50,2,1,2,2,1,2,3,2,2,0,1,1,1,1,1,0,3,3
4452,0,6,0,3,4,4,3,4,2,3,4,0,0,0,4,2,0,1,0,0,0,3.0,1.5,60,2,2,2,4,0,0,2,0,0,0,2,1,1,1,1,0,2,4
4453,0,6,0,4,4,4,4,4,2,3,4,0,0,0,2,2,0,1,0,0,0,3.0,1.5,50,0,1,2,3,0,0,3,2,2,0,1,1,1,2,0,0,2,3
4454,1,6,0,3,3,3,4,4,3,3,3,0,0,0,3,2,1,1,0,0,1,3.0,1.5,60,1,1,2,4,0,0,3,0,0,1,2,1,1,1,0,0,2,4
4455,1,4,1,4,4,4,3,3,3,2,3,0,1,1,4,3,1,1,1,0,1,1.5,1.5,75,1,2,2,1,0,0,2,2,3,0,1,1,1,0,1,0,2,1
4456,0,4,2,4,3,4,3,3,3,2,4,0,1,1,4,3,1,1,1,1,0,3.0,1.5,70,1,1,2,3,0,2,2,2,2,0,2,1,1,0,1,0,2,1
4457,0,6,1,4,4,3,4,3,3,2,3,0,0,1,3,3,1,1,0,1,0,3.0,1.5,80,2,2,3,2,0,0,3,2,3,0,1,1,1,1,1,0,2,3
4458,0,4,1,4,4,4,4,4,2,2,3,0,0,1,3,3,1,1,0,0,1,3.0,1.5,80,2,1,3,2,0,2,2,2,2,1,1,1,1,1,1,0,3,3
4459,1,3,1,4,4,4,3,4,2,2,4,0,0,1,4,2,1,1,0,0,1,3.0,1.5,60,1,2,3,4,0,0,3,0,0,1,2,1,1,1,0,0,2,4
4460,0,3,0,3,3,4,4,4,3,2,3,0,0,0,3,3,1,1,0,0,5,3.0,1.5,75,0,1,2,4,0,0,3,0,0,1,1,1,1,1,1,0,2,4
4461,0,4,1,4,4,4,4,2,3,2,3,0,0,0,4,3,1,1,0,0,1,3.0,3.0,70,2,2,3,2,2,0,3,1,3,0,2,1,1,1,1,0,3,3
4462,1,6,0,4,4,4,4,4,3,2,4,0,0,0,3,3,0,1,0,0,1,3.0,1.5,80,1,1,1,4,2,0,2,0,0,0,2,1,2,1,0,0,2,4
4463,1,6,1,4,3,4,3,4,3,2,3,0,0,1,3,3,0,1,0,1,1,3.0,1.5,80,0,2,2,3,0,0,3,1,3,0,2,0,2,0,1,0,2,1
4464,0,6,1,3,4,3,4,4,2,2,3,0,0,0,4,3,1,1,0,0,1,3.0,1.5,70,1,2,3,3,0,0,2,2,3,0,1,0,2,1,1,0,2,1
4465,0,6,2,4,3,4,3,4,3,2,3,0,0,0,4,2,0,1,0,0,1,3.0,1.5,70,2,2,2,2,0,0,2,2,3,1,2,1,1,1,1,0,2,3
4466,1,6,1,4,4,4,4,4,2,2,3,0,1,1,3,3,0,1,0,0,1,1.5,1.5,70,0,1,2,3,0,0,2,2,2,1,2,1,1,1,1,0,3,1
4467,0,6,2,4,4,4,4,4,2,3,3,1,0,1,3,2,1,1,1,0,1,3.0,1.5,70,2,2,1,3,2,3,2,1,3,2,2,1,1,1,0,0,2,3
4468,0,6,0,4,4,3,4,4,2,2,4,1,1,1,3,4,1,1,1,1,4,4.5,1.5,30,1,1,2,3,0,0,2,2,3,0,1,0,2,0,1,0,3,1
4469,0,6,1,4,4,4,4,4,3,3,4,0,0,0,3,3,0,0,0,0,2,3.0,1.5,50,1,2,2,4,0,0,3,0,0,1,0,0,4,2,0,0,5,4
4470,1,3,2,3,3,3,3,3,3,3,3,1,0,1,3,2,0,1,0,1,5,3.0,3.0,70,0,2,2,3,0,0,2,2,3,0,2,1,1,0,1,0,2,1
4471,1,6,2,4,3,4,4,4,2,3,3,0,0,0,3,2,0,1,1,0,0,3.0,1.5,60,0,2,1,4,0,0,2,0,0,1,1,1,1,2,0,0,2,4
4472,0,6,2,3,3,2,3,3,3,2,3,0,0,1,3,3,1,1,0,1,5,3.0,3.0,60,0,2,2,3,0,0,2,2,2,0,2,1,1,0,1,0,3,1
4473,0,6,2,4,4,4,4,4,2,4,3,1,0,1,3,3,1,1,1,1,0,3.0,1.5,50,0,2,2,4,0,0,2,0,0,2,1,1,1,2,1,0,2,4
4474,0,6,2,4,4,4,4,4,2,2,4,0,0,1,3,3,0,1,1,1,4,3.0,1.5,50,0,2,1,3,0,3,2,2,3,1,2,1,1,1,1,0,2,1
4475,1,6,1,4,4,4,4,4,2,2,3,1,0,1,3,3,1,1,1,1,4,4.5,1.5,50,2,1,3,3,0,3,2,2,2,1,1,1,1,0,1,0,2,1
4476,0,6,1,4,2,4,4,4,2,2,4,0,0,1,3,3,1,1,1,1,4,4.5,1.5,70,0,1,2,3,0,0,2,2,2,0,1,1,1,1,1,0,2,1
4477,1,6,2,3,4,4,4,4,3,2,4,0,0,1,2,2,0,1,1,1,0,1.5,1.5,70,0,2,3,1,0,0,2,0,0,0,1,1,2,0,0,0,3,4
4478,0,6,2,3,3,3,3,4,3,3,3,1,0,0,3,2,1,1,0,0,0,1.5,1.5,50,1,2,2,3,0,0,2,2,1,0,1,1,3,1,0,0,3,3
4479,0,4,2,4,4,4,4,4,3,2,2,0,1,1,2,3,1,1,1,1,0,1.5,1.5,60,0,2,3,3,0,0,2,2,2,0,1,1,2,0,1,0,3,1
4480,0,6,2,3,3,3,3,4,3,3,3,0,0,1,3,3,1,1,1,1,0,1.5,1.5,50,0,2,3,4,0,3,1,0,0,1,2,1,2,0,1,0,3,4
4481,0,4,1,4,4,2,4,2,4,3,4,0,1,1,3,3,0,1,0,1,0,3.0,4.5,60,1,2,3,3,0,0,2,2,3,0,2,1,2,0,0,0,2,1
4482,0,6,1,4,2,2,3,2,2,2,4,1,0,0,3,2,1,1,0,1,3,3.0,3.0,85,1,1,2,1,2,3,3,1,3,1,2,1,1,1,0,0,3,3
4483,0,3,2,4,3,4,4,3,3,2,3,0,0,1,3,3,0,1,0,0,5,3.0,3.0,60,0,2,1,2,0,0,2,2,3,0,1,1,1,1,1,0,3,3
4484,0,6,2,3,4,3,3,3,3,2,3,0,0,1,3,2,0,1,0,1,0,3.0,3.0,60,0,2,2,3,0,0,2,2,2,0,2,1,1,1,1,0,3,1
4485,0,6,0,4,4,4,4,4,2,2,3,0,0,0,3,2,0,0,1,0,1,1.5,1.5,50,1,2,2,3,0,3,2,3,3,2,0,0,4,2,0,0,3,3
4486,0,6,2,4,4,4,4,4,2,3,4,0,0,0,3,3,1,1,0,0,0,3.0,1.5,70,1,1,2,2,0,0,2,3,3,1,1,1,1,2,0,0,3,3
4487,0,6,2,4,4,4,3,4,2,2,3,1,0,0,3,3,1,1,1,0,2,3.0,1.5,70,0,1,2,2,0,0,1,3,1,1,0,1,1,2,0,0,3,3
4488,0,6,2,4,3,3,4,4,3,4,3,1,0,0,3,3,1,1,0,0,0,3.0,1.5,70,1,2,2,4,0,0,2,0,0,0,0,1,1,2,0,0,3,4
4489,1,6,2,3,4,3,4,3,3,3,4,0,0,1,4,3,1,1,1,0,5,4.5,1.5,80,0,2,2,4,0,3,2,0,0,0,2,1,1,1,1,0,2,4
4490,1,6,1,4,4,3,4,4,3,2,3,0,1,1,3,3,1,1,0,1,0,3.0,3.0,50,0,2,2,2,0,0,2,0,0,0,2,1,2,0,0,0,3,4
4491,0,3,1,4,4,4,4,4,2,2,3,0,0,0,3,3,1,0,1,0,0,1.5,3.0,80,2,1,3,1,0,2,3,3,2,0,2,1,1,1,0,0,4,3
4492,1,6,2,4,4,2,3,2,3,3,4,0,0,1,4,3,1,1,0,1,0,3.0,3.0,75,2,2,3,3,2,3,3,2,3,0,2,1,1,0,1,0,2,1
4493,0,4,2,4,3,3,2,3,4,2,4,0,1,0,4,3,1,1,0,1,0,3.0,3.0,75,2,2,3,3,0,0,3,2,3,0,2,1,1,1,1,0,3,1
4494,0,4,1,4,4,4,4,4,2,2,3,0,0,0,3,2,1,1,0,0,2,1.5,1.5,70,2,2,3,1,0,2,2,3,1,0,1,1,2,0,0,0,4,3
4495,1,6,0,3,3,3,3,3,2,2,3,0,0,0,3,2,0,1,0,0,5,3.0,3.0,60,1,2,3,2,0,0,2,2,3,0,2,1,1,0,0,0,4,3
4496,1,3,0,3,3,4,3,4,2,2,3,1,0,1,4,3,0,1,0,0,1,1.5,3.0,90,1,1,3,1,1,0,2,0,0,0,2,1,2,0,0,0,4,4
4497,1,6,2,4,4,4,4,4,2,3,3,0,0,1,4,3,1,1,1,0,0,1.5,1.5,70,1,1,1,4,0,0,3,0,0,0,2,1,2,0,1,0,4,4
4498,0,6,0,4,3,3,3,3,3,3,4,0,0,0,3,2,1,1,0,1,0,1.5,3.0,75,0,1,2,3,0,3,1,2,3,0,2,1,1,1,0,0,2,1
4499,1,6,1,2,3,4,3,4,2,2,3,0,0,0,3,3,1,1,0,0,0,3.0,1.5,80,2,1,3,4,0,0,3,0,0,0,2,1,1,0,1,0,3,4
4500,0,6,0,4,4,4,4,4,2,2,3,0,0,0,3,3,0,1,0,0,0,1.5,1.5,80,1,2,2,3,0,0,2,2,2,0,1,1,1,1,0,0,5,3
4501,0,3,1,4,4,4,4,4,2,2,4,1,1,1,3,4,1,1,0,1,1,3.0,1.5,60,0,1,2,3,0,0,2,2,2,0,1,1,1,1,1,0,3,3
4502,1,6,0,3,3,4,4,4,2,2,3,0,0,1,2,3,0,1,0,0,0,1.5,1.5,70,1,2,3,3,2,0,2,2,2,0,1,1,1,0,0,0,3,1
4503,0,6,0,4,4,4,4,4,4,3,3,0,0,1,4,3,0,1,0,1,4,4.5,1.5,50,1,2,1,2,0,0,2,1,2,0,0,1,1,1,0,0,4,1
4504,0,6,2,4,4,4,4,4,2,3,4,0,1,1,4,3,0,1,1,1,1,4.5,4.5,60,0,1,2,2,0,0,2,2,2,0,1,1,1,1,1,0,3,1
4505,1,6,1,4,4,4,4,4,2,2,2,0,1,0,3,2,1,1,0,0,0,1.5,3.0,50,1,2,2,3,1,0,2,1,2,0,0,1,1,0,0,0,5,3
4506,1,6,0,4,3,3,3,4,2,2,3,1,1,1,3,3,1,1,1,0,1,3.0,1.5,50,0,1,2,3,0,3,2,1,3,0,1,1,1,1,1,0,3,3
4507,1,3,2,4,3,3,4,4,2,2,3,1,1,1,3,3,1,1,0,1,0,4.5,1.5,60,0,1,3,4,0,0,2,0,0,0,2,1,1,0,1,0,2,4
4508,1,4,2,4,4,4,4,4,3,3,3,0,1,1,3,3,1,1,1,1,0,3.0,1.5,70,2,2,3,3,0,3,2,2,2,1,1,1,2,0,1,0,3,3
4509,1,6,2,4,4,4,3,4,3,3,3,1,1,1,3,3,1,1,1,1,0,1.5,1.5,80,0,2,2,3,0,2,2,2,3,1,2,1,2,0,1,0,3,1
4510,0,2,2,4,4,3,4,4,2,3,3,0,0,1,3,3,0,1,1,0,0,1.5,1.5,60,1,2,1,2,1,0,2,2,2,1,1,1,1,1,1,0,3,1
4511,0,3,2,4,4,3,4,4,2,3,3,1,0,1,3,3,1,1,0,0,0,1.5,1.5,50,1,2,2,1,0,0,2,3,1,0,1,1,1,1,0,0,3,3
4512,1,4,1,4,4,3,3,4,3,3,3,1,0,1,4,3,1,1,0,1,0,3.0,1.5,80,0,1,3,3,0,0,2,2,2,1,1,1,1,0,0,0,3,3
4513,0,3,2,4,4,4,4,4,3,3,3,1,1,1,3,3,1,1,0,1,0,1.5,1.5,60,0,2,3,3,0,0,2,2,2,0,1,1,1,0,1,0,3,1
4514,0,4,2,4,4,4,2,4,2,2,3,1,0,1,3,2,1,1,0,1,0,1.5,1.5,70,1,1,3,4,1,0,1,0,0,0,1,1,1,0,1,0,3,4
4515,0,4,2,4,4,3,4,4,2,2,4,1,0,1,4,3,1,1,0,1,0,1.5,3.0,85,2,1,3,2,2,3,2,1,1,0,1,1,1,0,0,0,3,3
4516,0,4,2,2,2,2,2,2,4,4,4,1,0,1,4,4,1,1,1,1,0,4.5,3.0,90,2,2,1,4,2,3,3,0,0,1,2,1,1,2,0,0,1,4
4517,1,3,2,4,4,4,4,4,2,4,4,1,1,1,2,4,1,1,0,1,0,4.5,1.5,80,0,2,3,3,2,0,2,0,0,2,2,1,2,0,1,0,2,4
4518,1,6,1,4,4,4,4,4,3,3,4,1,1,1,3,2,0,1,1,1,1,3.0,1.5,70,0,2,2,3,0,0,2,2,2,1,1,1,1,1,1,0,2,1
4519,0,6,0,3,3,3,3,4,2,3,3,1,1,1,3,2,1,1,0,1,0,3.0,3.0,70,0,2,3,2,0,0,2,2,2,0,1,1,1,0,1,0,3,1
