,Q43,Q44,Q44A,Q45A1,Q45A3,Q47,Q47B,Q47C,Q48,Q49
0,0,3,0,3,2,2,1,2,1,2
1,2,3,0,3,3,1,1,2,1,1
2,0,3,0,3,3,1,1,2,2,1
3,0,2,2,3,3,2,1,2,2,2
4,0,2,2,3,3,2,1,2,2,1
5,0,2,2,2,2,1,1,3,1,1
6,0,3,0,3,3,0,0,0,1,1
7,2,2,3,3,2,2,1,2,1,2
8,2,2,3,3,3,2,1,2,1,2
9,0,3,0,3,3,1,1,1,1,2
10,1,3,0,2,2,2,1,3,0,0
11,0,3,0,2,1,2,1,3,0,2
12,0,2,2,2,2,2,1,2,2,1
13,2,2,2,2,2,2,1,3,2,2
14,2,2,3,2,2,0,0,0,2,1
15,0,3,0,2,1,2,1,2,2,1
16,0,3,0,2,1,2,1,2,2,1
17,2,3,0,2,2,0,0,0,2,2
18,2,2,2,3,3,2,1,2,1,1
19,0,3,0,2,3,2,1,1,1,2
20,2,3,0,2,2,2,1,3,2,2
21,0,2,3,3,3,2,1,3,1,2
22,0,3,0,2,2,2,1,3,1,1
23,2,2,2,3,2,2,1,2,1,2
24,2,3,0,3,2,2,1,3,1,2
25,2,2,3,3,3,2,1,2,0,1
26,0,2,2,3,1,2,1,3,0,2
27,0,3,0,3,3,3,1,2,2,2
28,2,3,0,3,3,1,1,2,1,1
29,0,3,0,3,2,0,0,0,0,1
30,0,3,0,2,2,2,1,2,0,1
31,2,1,3,3,2,1,1,1,2,2
32,0,3,0,3,3,3,1,2,2,1
33,0,3,0,3,3,0,0,0,1,1
34,2,2,3,3,3,0,0,0,0,1
35,2,3,0,3,2,0,0,0,0,1
36,2,3,0,3,2,0,0,0,0,2
37,0,3,0,3,3,0,0,0,0,1
38,1,3,0,3,1,2,1,1,2,0
39,0,3,0,3,1,2,1,2,0,0
40,1,2,3,2,2,3,2,3,2,1
41,0,3,0,3,3,1,1,3,1,1
42,0,3,0,0,3,2,1,3,0,2
43,2,3,0,3,0,2,1,3,2,1
44,2,2,2,3,0,0,0,0,0,2
45,0,3,0,3,2,2,1,3,1,2
46,2,3,0,3,0,0,0,0,2,0
47,2,3,0,2,3,2,1,3,0,2
48,2,3,0,3,3,0,0,0,0,2
49,2,3,0,3,3,2,1,3,0,2
50,2,3,0,3,2,0,0,0,0,0
51,1,3,0,3,3,2,1,3,0,1
52,2,3,0,3,1,1,1,3,2,2
53,2,1,3,3,2,0,0,0,0,1
54,0,3,0,2,2,3,1,2,2,1
55,2,3,0,3,1,3,1,2,0,1
56,2,3,0,3,3,1,1,3,2,2
57,2,3,0,3,3,2,1,3,0,1
58,0,3,0,3,2,0,0,0,2,1
59,2,3,0,3,3,3,2,2,0,1
60,2,3,0,3,0,0,0,0,0,2
61,0,2,2,3,0,1,1,2,2,1
62,2,3,0,3,2,0,0,0,1,0
63,2,3,0,3,3,1,1,3,0,1
64,2,3,0,3,2,0,0,0,0,0
65,1,3,0,2,2,3,2,2,1,0
66,0,3,0,3,1,2,1,3,0,0
67,0,3,0,3,1,2,1,2,1,0
68,0,3,0,2,3,2,1,1,0,2
69,0,3,0,3,1,0,0,0,1,1
70,0,3,0,3,3,2,1,1,2,1
71,0,3,0,3,0,1,1,3,0,2
72,1,3,0,3,0,1,1,1,1,1
73,0,3,0,3,0,2,1,2,0,2
74,0,3,0,3,1,1,1,3,0,1
75,0,3,0,3,2,1,1,3,2,2
76,0,3,0,3,2,2,1,2,0,2
77,2,3,0,2,2,1,1,3,0,2
78,1,3,0,2,1,1,1,2,2,1
79,0,3,0,3,2,2,1,2,1,0
80,0,3,0,3,3,2,1,3,0,2
81,1,3,0,3,0,0,0,0,0,0
82,0,3,0,3,2,2,1,2,0,1
83,1,3,0,2,1,0,0,0,0,2
84,2,2,2,3,3,2,1,2,0,1
85,2,3,0,3,2,0,0,0,2,1
86,2,3,0,3,3,2,1,2,1,0
87,2,3,0,3,3,0,0,0,0,2
88,2,3,0,3,3,2,1,2,0,2
89,2,3,0,3,3,1,1,3,0,2
90,2,3,0,3,3,0,0,0,0,2
91,2,3,0,3,3,1,1,3,1,2
92,2,3,0,3,3,2,1,2,0,2
93,2,2,2,3,3,1,1,2,0,2
94,2,3,0,3,3,3,2,2,0,2
95,2,2,3,3,3,2,1,2,0,1
96,2,3,0,3,3,0,0,0,0,2
97,2,3,0,3,3,3,2,1,0,1
98,2,3,0,3,3,2,1,2,0,1
99,0,2,2,3,3,2,1,2,0,2
100,2,3,0,3,3,3,2,2,0,2
101,0,3,0,2,1,2,1,2,0,2
102,2,2,3,3,3,2,1,2,2,1
103,2,2,3,3,3,2,1,1,0,2
104,2,3,0,3,3,2,1,2,2,2
105,2,3,0,3,3,1,1,3,0,2
106,2,2,3,3,3,1,1,3,0,2
107,2,2,3,3,3,1,1,3,0,0
108,2,3,0,3,3,1,1,3,0,2
109,2,3,0,3,2,0,0,0,0,2
110,2,3,0,3,3,0,0,0,1,2
111,1,3,0,3,3,0,0,0,1,1
112,1,3,0,3,3,2,1,3,0,0
113,2,3,0,3,2,2,1,2,2,2
114,0,3,0,2,2,2,1,2,0,0
115,2,3,0,3,2,2,1,2,1,2
116,2,3,0,3,3,0,0,0,1,2
117,0,3,0,3,2,1,1,2,1,2
118,2,3,0,3,2,0,0,0,1,1
119,0,3,0,3,3,0,0,0,0,0
120,0,3,0,2,3,0,0,0,1,0
121,2,3,0,3,3,2,1,3,1,2
122,1,3,0,3,3,0,0,0,0,0
123,1,3,0,3,3,2,1,2,1,1
124,2,3,0,3,3,1,1,2,0,2
125,1,3,0,3,3,1,1,3,1,0
126,2,3,0,3,3,1,1,3,2,2
127,0,3,0,3,3,2,1,3,0,2
128,2,3,0,3,2,0,0,0,2,2
129,2,3,0,3,3,1,1,3,2,2
130,2,1,3,2,3,0,0,0,1,2
131,2,3,0,3,3,2,1,3,0,1
132,2,3,0,3,3,1,1,3,1,2
133,2,3,0,3,3,1,1,3,1,2
134,2,3,0,3,3,1,1,3,2,2
135,1,2,2,3,1,1,1,3,2,1
136,2,3,0,3,0,0,0,0,2,2
137,2,1,3,3,1,0,0,0,1,0
138,0,3,0,3,0,0,0,0,0,1
139,2,3,0,3,3,2,1,3,1,1
140,0,3,0,2,3,2,1,3,2,1
141,0,3,0,3,3,1,1,3,2,1
142,1,3,0,3,2,1,1,3,2,2
143,2,3,0,2,2,2,1,2,1,1
144,0,3,0,3,0,0,0,0,0,0
145,0,3,0,3,0,0,0,0,2,0
146,1,3,0,1,1,1,1,3,2,2
147,2,3,0,3,1,2,1,2,1,1
148,2,3,0,3,3,2,1,3,1,1
149,0,3,0,3,1,0,0,0,2,0
150,2,3,0,3,3,2,1,3,1,1
151,0,3,0,3,3,1,1,1,0,1
152,0,3,0,3,2,0,0,0,1,1
153,0,3,0,3,3,0,0,0,2,1
154,2,1,3,3,0,0,0,0,0,1
155,1,3,0,3,2,1,1,3,0,2
156,2,3,0,3,3,1,1,3,0,2
157,2,1,3,3,2,0,0,0,0,0
158,0,3,0,3,0,2,1,3,1,2
159,2,3,0,3,3,1,1,3,2,1
160,2,1,3,3,3,0,0,0,1,2
161,2,3,0,3,1,1,1,3,1,1
162,0,3,0,3,2,3,1,2,2,1
163,2,3,0,3,1,2,1,3,0,2
164,2,1,3,0,1,1,1,3,0,0
165,2,3,0,3,0,1,1,3,2,1
166,2,3,0,3,3,1,1,2,1,1
167,2,3,0,3,0,2,1,3,2,1
168,0,3,0,3,3,2,1,3,1,1
169,2,1,3,3,0,0,0,0,1,0
170,1,3,0,3,1,0,0,0,0,1
171,2,3,0,3,2,2,1,1,1,0
172,0,3,0,3,1,1,1,2,1,2
173,2,3,0,3,1,0,0,0,2,0
174,1,3,0,3,0,1,1,2,2,0
175,2,1,2,3,0,0,0,0,0,1
176,0,3,0,2,0,2,1,3,2,2
177,0,3,0,3,3,0,0,0,1,2
178,0,3,0,3,0,0,0,0,2,1
179,2,3,0,3,3,0,0,0,2,1
180,0,2,1,3,2,1,1,3,2,1
181,2,3,0,3,2,0,0,0,0,1
182,2,3,0,3,2,2,1,3,1,1
183,0,2,2,3,2,2,1,3,0,2
184,2,3,0,3,3,1,1,3,0,1
185,0,3,0,2,2,0,0,0,1,2
186,2,3,0,3,2,0,0,0,0,0
187,2,2,3,2,2,2,1,2,1,1
188,1,3,0,3,2,2,1,2,2,1
189,0,3,0,3,1,2,1,3,1,1
190,0,3,0,2,1,2,1,3,2,1
191,2,3,0,2,1,2,1,2,2,2
192,2,2,3,2,2,2,1,2,2,1
193,2,2,3,2,2,2,1,2,2,1
194,2,2,3,2,2,2,1,2,1,2
195,0,3,0,3,2,2,1,2,0,1
196,2,2,2,3,2,2,1,3,0,2
197,0,2,3,3,1,2,1,3,0,2
198,0,3,0,3,2,0,0,0,1,1
199,0,3,0,3,2,2,1,2,1,2
200,2,1,2,3,2,0,0,0,2,1
201,2,3,0,2,2,2,1,1,0,1
202,0,3,0,3,2,0,0,0,1,1
203,1,3,0,3,2,2,1,2,0,1
204,1,2,2,1,1,2,1,3,0,2
205,2,3,0,2,2,0,0,0,0,2
206,0,1,3,3,2,0,0,0,0,1
207,0,3,0,2,2,2,1,2,0,2
208,2,2,3,3,2,2,1,2,2,1
209,0,3,0,2,1,0,0,0,2,0
210,2,3,0,2,2,1,1,3,1,2
211,0,2,2,3,2,2,1,3,0,2
212,2,3,0,3,3,2,1,3,1,2
213,2,3,0,3,3,2,1,3,0,2
214,0,3,0,3,3,0,0,0,0,2
215,2,2,3,3,3,2,1,2,0,1
216,0,2,3,3,2,0,0,0,0,1
217,0,2,3,3,3,2,1,3,0,1
218,2,2,2,3,2,0,0,0,0,1
219,0,2,2,3,2,2,1,3,0,2
220,2,2,3,3,3,2,1,3,1,2
221,0,3,0,2,2,2,1,2,1,1
222,1,3,0,3,1,1,1,3,1,0
223,0,3,0,3,2,0,0,0,0,1
224,1,3,0,3,3,2,1,2,0,0
225,1,2,3,3,3,1,1,3,0,1
226,0,3,0,3,3,1,1,3,1,1
227,1,2,3,3,1,2,1,3,0,0
228,0,3,0,3,3,3,2,3,0,0
229,1,3,0,3,3,0,0,0,1,0
230,1,3,0,3,3,2,1,2,2,0
231,0,2,3,3,3,1,1,1,0,1
232,0,2,2,3,2,2,1,2,0,1
233,1,3,0,3,2,3,1,1,0,0
234,0,3,0,3,2,0,0,0,1,1
235,0,3,0,3,2,1,1,1,1,1
236,0,3,0,3,2,3,2,1,1,0
237,0,3,0,3,2,0,0,0,1,1
238,0,1,2,2,3,2,1,2,1,1
239,2,3,0,3,3,0,0,0,0,0
240,0,3,0,3,2,2,1,3,0,1
241,0,3,0,3,3,0,0,0,1,0
242,0,3,0,3,0,2,1,3,0,1
243,2,3,0,3,0,2,1,3,0,1
244,2,3,0,3,2,2,1,2,0,1
245,0,3,0,3,1,0,0,0,0,1
246,1,3,0,3,0,1,1,3,2,2
247,2,3,0,3,1,3,1,2,2,1
248,2,3,0,3,0,2,1,3,0,0
249,0,3,0,3,1,0,0,0,2,0
250,2,3,0,3,1,0,0,0,0,0
251,2,3,0,3,3,2,1,3,0,2
252,0,3,0,3,3,1,1,2,1,1
253,0,3,0,3,1,0,0,0,1,1
254,2,3,0,2,2,2,1,2,0,0
255,1,2,3,3,3,2,1,2,0,0
256,0,1,3,3,1,0,0,0,0,0
257,0,3,0,3,2,1,1,3,0,1
258,2,3,0,3,3,2,1,3,1,2
259,0,3,0,2,2,0,0,0,0,2
260,2,3,0,3,2,2,1,3,2,2
261,2,3,0,2,1,2,1,2,2,2
262,0,3,0,2,1,2,1,2,1,2
263,2,3,0,3,2,2,1,2,1,2
264,2,3,0,3,2,0,0,0,1,1
265,2,3,0,3,2,0,0,0,1,2
266,2,3,0,3,2,2,1,1,1,2
267,2,3,0,3,2,3,1,3,1,2
268,2,3,0,3,3,0,0,0,2,0
269,2,1,3,2,1,1,1,3,1,2
270,2,2,2,3,3,2,1,3,1,2
271,2,2,2,3,3,2,1,3,2,2
272,2,2,3,3,2,2,1,1,2,2
273,0,3,0,2,1,0,0,0,1,1
274,2,3,0,3,1,1,1,2,1,2
275,1,3,0,3,1,0,0,0,1,1
276,1,1,2,3,3,2,1,3,1,2
277,2,3,0,2,1,0,0,0,2,2
278,0,3,0,3,2,1,1,2,2,1
279,2,3,0,3,2,1,1,3,2,2
280,2,3,0,3,3,0,0,0,2,2
281,1,2,2,3,2,2,1,3,2,2
282,2,3,0,3,2,0,0,0,2,2
283,2,3,0,3,3,2,1,2,1,2
284,2,3,0,3,3,3,1,1,2,2
285,2,3,0,3,3,0,0,0,2,2
286,0,3,0,2,1,3,1,1,2,1
287,2,2,3,3,2,2,1,3,2,2
288,2,3,0,3,3,0,0,0,2,2
289,2,3,0,3,2,2,1,1,2,2
290,2,3,0,3,1,2,1,3,1,0
291,0,3,0,3,2,2,1,2,1,2
292,0,3,0,3,3,2,1,2,1,1
293,2,3,0,3,1,2,1,2,1,1
294,0,2,3,3,2,0,0,0,2,2
295,0,2,2,3,2,0,0,0,1,1
296,2,2,3,3,2,2,1,3,2,2
297,0,3,0,3,2,0,0,0,2,1
298,0,2,3,3,2,2,1,3,2,2
299,2,3,0,0,0,0,0,0,1,2
300,0,3,0,3,1,1,1,3,2,2
301,0,3,0,2,1,2,1,3,1,2
302,2,1,2,3,3,0,0,0,1,2
303,1,3,0,2,1,2,1,2,1,2
304,1,3,0,3,3,1,1,2,2,1
305,0,3,0,3,2,1,1,3,2,1
306,2,3,0,3,0,3,1,3,0,1
307,0,3,0,3,3,0,0,0,1,0
308,0,3,0,3,1,2,1,3,1,1
309,2,1,3,3,0,0,0,0,2,1
310,0,3,0,3,2,1,1,3,0,0
311,0,3,0,3,1,0,0,0,2,0
312,0,3,0,3,2,0,0,0,0,0
313,2,3,0,3,2,3,1,2,0,0
314,2,3,0,3,0,2,1,3,2,1
315,0,3,0,3,1,2,1,3,1,2
316,0,3,0,3,0,0,0,0,0,0
317,0,3,0,3,0,0,0,0,0,1
318,1,3,0,3,2,0,0,0,1,0
319,1,3,0,3,3,0,0,0,0,1
320,0,3,0,3,1,1,1,3,2,2
321,0,3,0,3,1,0,0,0,0,1
322,2,3,0,3,2,2,1,3,2,1
323,2,3,0,3,3,1,1,3,1,2
324,2,3,0,3,3,1,1,3,2,2
325,2,3,0,3,3,1,1,3,2,2
326,2,3,0,3,3,1,1,3,2,2
327,2,3,0,3,2,2,1,3,2,2
328,2,2,3,3,3,1,1,3,2,2
329,2,3,0,3,3,2,1,3,1,1
330,1,3,0,3,3,1,1,3,1,2
331,0,3,0,3,2,2,1,3,1,1
332,1,3,0,3,3,1,1,3,2,2
333,2,3,0,3,2,2,1,3,1,2
334,2,2,3,3,3,1,1,3,0,2
335,2,3,0,3,2,2,1,2,2,2
336,2,3,0,3,3,2,1,3,2,2
337,0,3,0,3,3,1,1,3,2,2
338,1,3,0,3,3,1,1,3,2,0
339,1,3,0,3,3,2,1,3,2,2
340,2,3,0,3,3,1,1,3,1,2
341,2,3,0,2,2,1,1,3,2,2
342,1,1,3,3,3,0,0,0,2,2
343,2,3,0,3,3,0,0,0,2,2
344,2,3,0,3,3,2,1,2,2,2
345,1,3,0,3,3,1,1,3,2,2
346,2,3,0,3,2,2,1,3,2,1
347,2,3,0,3,3,1,1,3,1,2
348,2,3,0,3,2,1,1,3,2,1
349,0,3,0,3,3,1,1,3,2,2
350,2,3,0,3,2,2,1,3,2,2
351,0,3,0,3,3,1,1,3,2,2
352,0,3,0,2,2,2,1,3,2,2
353,2,3,0,3,3,1,1,3,2,2
354,2,3,0,3,3,1,1,3,2,2
355,2,3,0,3,3,1,1,2,1,2
356,2,3,0,3,3,0,0,0,2,2
357,2,2,3,3,3,1,1,3,2,2
358,2,3,0,3,3,1,1,3,2,2
359,2,3,0,3,3,1,1,3,1,2
360,2,3,0,3,3,2,1,3,1,1
361,2,2,1,2,2,1,1,3,2,2
362,2,3,0,3,3,1,1,3,1,1
363,0,3,0,3,3,1,1,3,1,2
364,1,3,0,3,3,2,1,3,2,2
365,1,3,0,3,3,1,1,3,2,2
366,1,3,0,3,3,1,1,3,1,1
367,2,3,0,3,3,1,1,2,2,2
368,2,3,0,3,3,1,1,3,1,2
369,2,3,0,3,3,1,1,3,2,2
370,2,1,3,3,3,1,1,3,2,2
371,2,3,0,3,2,2,1,3,1,2
372,1,3,0,3,3,1,1,3,1,2
373,2,2,3,3,3,1,1,3,2,2
374,1,3,0,3,3,2,1,3,1,2
375,2,3,0,3,3,1,1,3,2,2
376,1,3,0,3,3,2,1,3,2,2
377,1,3,0,3,3,1,1,3,2,2
378,1,3,0,3,3,1,1,3,2,2
379,2,2,3,3,3,0,0,0,1,2
380,1,3,0,3,3,2,1,3,2,2
381,2,3,0,3,3,1,1,3,1,2
382,2,3,0,3,3,1,1,3,2,2
383,2,3,0,3,3,1,1,3,1,0
384,2,3,0,3,3,1,1,3,2,2
385,0,3,0,3,3,1,1,3,2,2
386,2,3,0,3,3,0,0,0,1,2
387,2,3,0,3,0,2,1,2,1,1
388,2,3,0,3,1,0,0,0,0,1
389,0,3,0,3,0,3,1,3,2,1
390,0,3,0,3,0,1,1,3,2,1
391,0,3,0,3,0,0,0,0,0,1
392,0,3,0,2,1,0,0,0,0,1
393,0,3,0,3,0,2,1,3,1,1
394,2,3,0,3,3,0,0,0,1,2
395,0,3,0,3,0,0,0,0,1,1
396,0,3,0,3,1,0,0,0,2,1
397,2,3,0,3,0,0,0,0,0,2
398,0,3,0,2,0,1,1,3,2,1
399,2,3,0,3,1,1,1,3,2,2
400,0,3,0,3,3,1,1,3,1,0
401,1,3,0,2,1,0,0,0,1,0
402,0,3,0,3,0,2,1,2,2,1
403,2,3,0,3,2,1,1,3,2,1
404,0,3,0,3,2,0,0,0,1,1
405,0,3,0,3,0,0,0,0,0,1
406,2,3,0,3,0,2,1,2,1,1
407,2,1,3,3,0,0,0,0,0,0
408,2,3,0,3,1,2,1,3,2,1
409,0,3,0,1,1,0,0,0,2,1
410,0,3,0,3,1,3,1,3,2,1
411,2,1,3,3,2,2,1,3,2,1
412,2,3,0,1,2,0,0,0,0,1
413,0,3,0,3,1,0,0,0,0,2
414,2,3,0,2,2,2,1,2,0,1
415,2,1,3,3,2,0,0,0,0,2
416,0,3,0,3,1,0,0,0,2,2
417,1,1,2,3,0,0,0,0,1,0
418,2,1,1,3,1,0,0,0,0,2
419,0,3,0,3,2,2,1,3,2,0
420,0,3,0,3,2,0,0,0,1,0
421,2,3,0,3,3,0,0,0,1,0
422,0,3,0,3,2,2,1,3,1,2
423,1,3,0,3,0,3,2,1,1,1
424,2,3,0,3,1,0,0,0,0,1
425,0,3,0,3,3,0,0,0,1,2
426,2,3,0,3,0,0,0,0,0,1
427,2,3,0,3,1,1,1,2,2,1
428,0,3,0,3,2,0,0,0,0,0
429,2,3,0,3,0,2,1,3,2,0
430,2,3,0,3,0,0,0,0,0,0
431,2,3,0,3,3,0,0,0,2,1
432,0,3,0,3,1,2,1,2,2,1
433,2,3,0,2,3,2,1,3,0,2
434,0,3,0,2,1,2,1,2,0,1
435,0,3,0,3,2,2,1,2,0,2
436,0,3,0,2,2,1,1,3,1,2
437,0,2,3,3,2,2,1,2,0,2
438,0,3,0,2,2,0,0,0,0,2
439,0,2,3,3,2,1,1,3,1,2
440,0,2,3,3,1,2,1,3,0,1
441,0,3,0,2,2,1,1,3,0,2
442,0,3,0,3,2,0,0,0,1,2
443,0,3,0,2,2,1,1,2,0,2
444,0,3,0,3,2,2,1,3,0,2
445,0,3,0,2,2,1,1,2,1,2
446,0,3,0,3,2,0,0,0,1,2
447,0,3,0,2,1,2,1,2,1,2
448,0,3,0,2,1,2,1,2,0,2
449,0,3,0,3,2,1,1,1,1,2
450,0,3,0,3,2,1,1,3,1,2
451,0,3,0,2,3,1,1,3,1,2
452,0,3,0,2,2,0,0,0,1,2
453,1,3,0,2,1,0,0,0,2,2
454,0,3,0,3,2,0,0,0,2,1
455,0,2,3,3,2,0,0,0,1,1
456,2,2,3,3,2,1,1,3,2,2
457,0,3,0,3,2,2,1,3,1,2
458,0,3,0,2,2,0,0,0,0,1
459,2,3,0,3,2,2,1,2,2,2
460,2,3,0,2,3,0,0,0,1,2
461,0,3,0,3,3,0,0,0,2,2
462,0,3,0,3,2,1,1,1,2,2
463,0,3,0,3,2,2,1,1,1,2
464,2,2,3,3,2,0,0,0,1,1
465,0,3,0,3,3,1,1,2,2,2
466,2,3,0,3,3,0,0,0,0,2
467,2,3,0,3,2,2,1,1,1,2
468,0,3,0,2,2,1,1,3,2,2
469,0,3,0,3,2,1,1,3,2,2
470,2,3,0,3,3,0,0,0,2,2
471,0,3,0,3,2,0,0,0,2,2
472,0,3,0,3,2,2,1,3,0,1
473,2,3,0,3,2,0,0,0,1,0
474,2,3,0,3,2,2,1,2,1,1
475,2,2,3,2,2,0,0,0,1,1
476,2,3,0,3,3,2,1,1,1,2
477,0,3,0,3,3,1,1,3,0,2
478,2,3,0,3,3,0,0,0,1,2
479,2,3,0,2,3,0,0,0,1,2
480,2,2,3,3,3,1,1,3,1,2
481,0,3,0,3,2,1,1,2,2,1
482,0,3,0,3,2,1,1,2,2,2
483,0,2,2,3,2,0,0,0,1,2
484,0,3,0,2,1,2,1,2,0,1
485,0,2,2,3,2,2,1,3,0,2
486,2,3,0,3,2,2,1,3,1,2
487,0,3,0,3,2,3,2,2,1,1
488,0,3,0,2,2,2,1,3,1,2
489,0,2,3,3,3,1,1,3,0,2
490,2,3,0,2,3,0,0,0,0,2
491,2,3,0,3,3,2,1,3,0,1
492,2,3,0,3,3,0,0,0,0,1
493,2,3,0,3,3,2,1,2,0,1
494,0,2,3,2,3,2,1,3,0,1
495,0,3,0,3,3,1,1,3,0,2
496,1,3,0,2,2,3,2,1,1,0
497,0,3,0,3,2,1,1,3,1,1
498,0,3,0,3,2,2,1,3,0,2
499,0,3,0,3,3,0,0,0,0,1
500,2,3,0,3,3,2,1,3,0,2
501,0,3,0,3,3,0,0,0,0,2
502,2,3,0,3,3,1,1,2,1,2
503,0,1,3,3,2,0,0,0,1,1
504,2,3,0,3,3,2,1,3,0,1
505,1,3,0,3,2,2,1,3,1,1
506,2,3,0,3,3,2,1,3,1,1
507,0,3,0,3,1,0,0,0,0,1
508,0,3,0,2,3,2,1,3,0,2
509,0,1,2,2,1,2,1,3,0,1
510,2,3,0,3,3,3,2,3,1,2
511,0,3,0,3,3,0,0,0,1,0
512,2,3,0,3,2,1,1,2,2,1
513,1,3,0,2,2,2,1,3,1,1
514,1,2,2,2,2,0,0,0,2,1
515,2,3,0,2,2,0,0,0,2,2
516,2,1,2,3,2,0,0,0,1,0
517,2,2,3,2,0,1,1,3,1,0
518,2,3,0,3,3,2,1,3,2,1
519,0,3,0,3,3,0,0,0,2,1
520,0,3,0,3,3,0,0,0,2,1
521,2,3,0,2,2,2,1,2,2,2
522,2,3,0,3,3,2,1,2,2,2
523,0,3,0,3,1,0,0,0,0,0
524,0,3,0,3,3,0,0,0,0,0
525,2,3,0,2,2,2,1,1,1,1
526,2,3,0,3,3,1,1,2,2,1
527,2,3,0,3,3,3,2,1,2,2
528,2,2,3,2,0,1,1,3,1,1
529,0,1,2,2,1,0,0,0,0,0
530,0,3,0,2,2,0,0,0,2,1
531,0,3,0,2,2,0,0,0,2,1
532,0,3,0,2,2,2,1,2,2,1
533,1,3,0,2,2,2,1,2,1,1
534,0,2,2,2,2,0,0,0,2,1
535,0,3,0,3,3,2,1,2,1,0
536,2,2,3,3,3,2,1,3,1,1
537,0,3,0,3,1,0,0,0,0,0
538,2,1,3,3,3,0,0,0,2,1
539,2,3,0,3,3,1,1,2,1,2
540,0,3,0,2,1,1,1,2,2,2
541,2,3,0,3,2,2,1,3,2,2
542,0,2,3,2,2,0,0,0,2,2
543,0,3,0,3,2,2,1,2,2,2
544,2,3,0,2,1,0,0,0,2,2
545,0,3,0,3,2,2,1,3,2,2
546,0,3,0,2,1,2,1,2,2,2
547,0,3,0,3,2,0,0,0,1,1
548,2,3,0,3,2,2,1,3,1,1
549,0,3,0,3,2,0,0,0,1,1
550,1,3,0,3,2,0,0,0,1,1
551,2,3,0,3,3,1,1,1,2,1
552,1,3,0,2,2,0,0,0,2,0
553,2,3,0,3,2,2,1,3,2,1
554,2,3,0,3,3,2,1,3,2,0
555,2,3,0,3,3,0,0,0,2,1
556,2,3,0,3,3,0,0,0,1,1
557,2,3,0,3,3,0,0,0,1,1
558,2,3,0,3,3,1,1,3,2,2
559,2,3,0,3,3,2,1,3,1,1
560,2,3,0,3,3,1,1,3,1,2
561,2,3,0,3,3,0,0,0,2,2
562,2,3,0,3,3,3,1,3,0,1
563,2,3,0,2,3,2,1,3,1,2
564,0,3,0,3,3,0,0,0,2,2
565,2,1,3,3,2,0,0,0,0,0
566,1,3,0,2,3,3,2,2,0,0
567,2,3,0,3,3,3,2,3,1,0
568,1,3,0,3,3,2,1,3,1,2
569,0,3,0,3,3,1,1,3,2,2
570,0,3,0,3,3,0,0,0,1,2
571,0,3,0,2,3,1,1,3,2,2
572,0,3,0,3,3,0,0,0,2,2
573,0,3,0,2,3,0,0,0,1,2
574,0,3,0,3,3,0,0,0,1,2
575,0,2,3,3,3,1,1,3,2,2
576,2,2,3,3,3,1,1,3,2,2
577,0,2,3,2,3,1,1,3,1,2
578,0,2,3,3,3,0,0,0,1,2
579,2,1,3,3,3,0,0,0,1,1
580,0,2,3,3,3,0,0,0,1,2
581,0,2,3,2,2,1,1,3,2,2
582,0,2,3,2,3,0,0,0,2,2
583,0,3,0,2,3,1,1,3,1,2
584,1,3,0,3,3,2,1,3,0,1
585,0,3,0,3,3,2,1,2,1,2
586,1,3,0,3,3,0,0,0,1,2
587,0,3,0,0,3,2,1,3,2,0
588,1,3,0,2,2,2,1,2,1,0
589,1,1,2,3,2,0,0,0,1,1
590,0,3,0,2,3,2,1,3,1,1
591,0,3,0,3,3,2,1,3,1,1
592,1,1,1,3,3,3,1,3,1,1
593,2,3,0,3,2,2,1,3,1,1
594,0,3,0,3,3,0,0,0,2,1
595,0,3,0,3,2,1,1,3,1,2
596,0,1,3,3,3,0,0,0,1,0
597,0,3,0,3,3,0,0,0,1,1
598,0,3,0,3,2,3,1,3,1,1
599,0,2,3,3,3,3,2,1,1,0
600,1,3,0,3,2,2,1,2,2,1
601,1,3,0,3,3,3,2,3,1,1
602,1,3,0,3,2,2,1,2,1,1
603,1,3,0,3,2,2,1,2,1,1
604,2,3,0,2,3,0,0,0,1,0
605,0,3,0,3,2,0,0,0,2,1
606,0,3,0,3,2,2,1,2,1,1
607,1,3,0,2,1,0,0,0,1,0
608,0,3,0,2,2,0,0,0,2,0
609,0,3,0,3,3,0,0,0,2,0
610,2,3,0,3,3,0,0,0,2,0
611,2,3,0,3,2,0,0,0,2,0
612,2,3,0,3,3,2,1,1,1,1
613,0,3,0,2,1,0,0,0,2,1
614,1,3,0,2,2,2,1,2,2,1
615,1,3,0,1,1,0,0,0,1,1
616,0,3,0,3,2,2,1,2,1,0
617,1,2,3,2,2,2,1,2,2,1
618,1,2,3,2,2,0,0,0,2,1
619,1,2,3,2,2,2,1,3,2,2
620,1,3,0,2,1,0,0,0,2,1
621,0,3,0,2,2,0,0,0,1,0
622,1,2,3,2,1,0,0,0,1,1
623,1,1,2,3,3,0,0,0,1,1
624,0,3,0,3,3,2,1,2,1,1
625,0,1,3,3,2,2,1,2,1,1
626,1,3,0,3,2,0,0,0,1,1
627,1,3,0,3,2,3,2,2,1,0
628,0,3,0,3,2,0,0,0,1,0
629,0,3,0,3,3,1,1,1,1,1
630,1,3,0,3,3,3,2,1,1,0
631,0,3,0,2,2,0,0,0,1,1
632,2,3,0,3,3,0,0,0,1,0
633,0,3,0,3,3,0,0,0,1,2
